time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778195920.139,4595.896,1778195920.130758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778195920.390,4596.147,1778195920.381414,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195920.641,4596.397,1778195920.632199,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195920.891,4596.648,1778195920.8830833,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195921.142,4596.899,1778195921.1337838,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195921.393,4597.149,1778195921.384488,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195921.644,4597.400,1778195921.6352146,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195921.894,4597.651,1778195921.886182,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195922.145,4597.902,1778195922.1368432,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778195922.396,4598.152,1778195922.3875759,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195922.646,4598.403,1778195922.6385648,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195922.897,4598.654,1778195922.889333,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195923.148,4598.904,1778195923.140004,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195923.398,4599.155,1778195923.3907177,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195923.649,4599.406,1778195923.6414213,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195923.900,4599.656,1778195923.8921793,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195924.151,4599.907,1778195924.1428702,4.047157923999293,57.91015625,6.08235245264781,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778195924.401,4600.158,1778195924.3935776,6.067240600999867,53.271484375,6.082252392561738,12.0,1.0,1.0,0.0,0.0,1.0,0.0
