time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778195920.741,4596.497,15.8573358,-74.1131687,1607.558,0.8148075342178345,0.0,0
1778195921.744,4597.500,16.0918814,-73.5074476,1655.559,0.8103525638580322,0.0,0
1778195922.747,4598.503,16.1280116,-73.4083631,1663.024,0.803118109703064,0.0,0
1778195923.749,4599.506,16.3501783,-72.8314716,1709.193,0.7942314743995667,0.0,0
1778195924.753,4600.509,16.3478278,-72.8315137,1708.715,0.788707971572876,0.0,0
1778195925.756,4601.512,16.2099876,-73.1791548,1680.028,0.7806065082550049,0.0,0
1778195926.710,4602.466,16.2880259,-72.9730294,1696.262,0.7821913361549377,0.0,0
1778195927.713,4603.469,16.5532616,-72.283821,1751.949,0.7866930365562439,0.0,0
1778195928.716,4604.472,16.5511651,-72.2838382,1751.518,0.7938653826713562,0.0,0
1778195929.719,4605.475,16.411621,-72.6379545,1722.139,0.7999892234802246,0.0,0
1778195930.721,4606.478,16.4093597,-72.6379878,1721.678,0.7993668913841248,0.0,0
1778195931.724,4607.481,16.7460352,-71.7631332,1792.984,0.8019099235534668,0.0,0
1778195932.727,4608.484,16.7441796,-71.7631251,1792.599,0.8031603097915649,0.0,0
1778195933.730,4609.486,16.7423239,-71.7631169,1792.213,0.8045585751533508,0.0,0
1778195934.733,4610.489,16.60129,-72.1226411,1762.203,0.8022912740707397,0.0,0
1778195935.736,4611.493,16.4664068,-72.4635126,1733.726,0.7991141676902771,0.0,0
1778195936.739,4612.496,16.9276984,-71.2674813,1832.063,0.7995460629463196,0.0,0
1778195937.742,4613.499,16.9260716,-71.2674477,1831.722,0.7983219623565674,0.0,0
1778195938.745,4614.501,16.9244447,-71.267414,1831.381,0.7997579574584961,0.0,0
1778195939.748,4615.504,17.2512669,-70.4080848,1902.565,0.8011465072631836,0.0,0
1778195940.751,4616.508,17.5754369,-69.5450298,1973.66,0.7999225854873657,0.0,0
1778195941.754,4617.510,16.392487,-72.6180462,1718.281,0.795017421245575,0.0,0
1778195942.757,4618.514,16.2011507,-73.0950005,1678.43,0.7916275858879089,0.0,0
1778195943.710,4619.466,16.0817649,-73.3878171,1653.792,0.788033127784729,0.0,0
1778195944.714,4620.471,16.079153,-73.3878818,1653.269,0.7912452816963196,0.0,0
1778195945.718,4621.474,16.2651449,-72.9160436,1691.753,0.7935510873794556,0.0,0
1778195946.720,4622.477,16.3812175,-72.6182032,1715.984,0.7884759902954102,0.0,0
1778195947.723,4623.480,16.3789632,-72.6182344,1715.525,0.7912613153457642,0.0,0
1778195948.726,4624.482,16.6304051,-71.9769678,1768.541,0.7850568890571594,0.0,0
1778195949.729,4625.485,16.9065398,-71.2670364,1827.626,0.7791869044303894,0.0,0
1778195950.732,4626.489,16.7107563,-71.7629647,1785.659,0.7819242477416992,0.0,0
1778195951.735,4627.491,16.4314929,-72.4639027,1726.585,0.7840324640274048,0.0,0
1778195952.738,4628.494,16.492301,-72.3056316,1739.383,0.7846013307571411,0.0,0
1778195953.741,4629.497,16.490191,-72.305648,1738.95,0.7878957390785217,0.0,0
1778195954.744,4630.500,16.4880808,-72.3056642,1738.518,0.7905727624893188,0.0,0
1778195955.747,4631.503,16.4859705,-72.3056804,1738.085,0.7916844487190247,0.0,0
1778195956.749,4632.506,16.6672621,-71.8445813,1776.461,0.7893357872962952,0.0,0
1778195957.753,4633.509,16.6653652,-71.8445751,1776.069,0.7917249798774719,0.0,0
1778195958.755,4634.512,16.6108283,-71.9769736,1764.499,0.7988037467002869,0.0,0
1778195959.758,4635.515,16.550681,-72.1228444,1751.78,0.7960485816001892,0.0,0
1778195960.711,4636.468,16.2057741,-72.9746333,1679.626,0.8007152080535889,0.0,0
1778195961.714,4637.471,16.2033523,-72.9746794,1679.137,0.80846107006073,0.0,0
1778195962.719,4638.475,15.8546144,-73.8218156,1607.642,0.8122565746307373,0.0,0
1778195963.722,4639.478,15.8517981,-73.8218968,1607.085,0.8145304322242737,0.0,0
1778195964.724,4640.481,15.8489816,-73.821978,1606.528,0.8171461820602417,0.0,0
1778195965.728,4641.484,15.7423858,-74.0729575,1584.984,0.8218971490859985,0.0,0
1778195966.731,4642.487,15.4930907,-74.6642589,1535.116,0.8207830786705017,0.0,0
1778195967.734,4643.490,15.4898812,-74.6643713,1534.495,0.8189271688461304,0.0,0
1778195968.736,4644.493,15.4866715,-74.6644838,1533.873,0.820300817489624,0.0,0
1778195969.739,4645.496,15.221032,-75.2867364,1481.583,0.8219565749168396,0.0,0
1778195970.742,4646.499,15.0967659,-75.570989,1457.425,0.823479413986206,0.0,0
1778195971.745,4647.502,14.5032672,-76.9412646,1344.569,0.8227328658103943,0.0,0
1778195972.749,4648.505,14.8136814,-76.2145308,1403.087,0.8204952478408813,0.0,0
1778195973.752,4649.508,14.6990321,-76.4710029,1381.362,0.8212103843688965,0.0,0
1778195974.754,4650.511,15.0822321,-75.5715575,1454.677,0.8246333003044128,0.0,0
1778195975.759,4651.515,15.4641988,-74.6652702,1529.524,0.8276987075805664,0.0,0
1778195976.711,4652.468,15.039763,-75.6539157,1446.5,0.8297684788703918,0.0,0
1778195977.714,4653.471,15.321642,-74.986185,1501.422,0.8294795155525208,0.0,0
1778195978.718,4654.474,15.4545651,-74.6656069,1527.662,0.8357939720153809,0.0,0
1778195979.721,4655.477,15.3354035,-74.9383764,1504.159,0.8435214161872864,0.0,0
1778195980.724,4656.481,15.3320646,-74.9384979,1503.518,0.8545799255371094,0.0,0
1778195981.727,4657.483,15.3287255,-74.9386195,1502.878,0.8641873002052307,0.0,0
1778195982.729,4658.486,15.4417178,-74.6660554,1525.18,0.8676977753639221,0.0,0
1778195983.732,4659.489,15.4385055,-74.6661675,1524.56,0.8738488554954529,0.0,0
1778195984.735,4660.492,15.5577808,-74.3785949,1548.262,0.8753041625022888,0.0,0
1778195985.738,4661.495,15.6836802,-74.074767,1573.465,0.8749672770500183,0.0,0
1778195986.741,4662.497,15.9183403,-73.5119405,1620.933,0.8756112456321716,0.0,0
1778195987.744,4663.500,15.7586239,-73.884208,1588.577,0.8864217400550842,0.0,0
1778195988.746,4664.503,15.9640756,-73.3906756,1630.285,0.8945218324661255,0.0,0
1778195989.749,4665.506,15.9614567,-73.3907379,1629.763,0.9000127911567688,0.0,0
1778195990.752,4666.509,15.8408508,-73.6702541,1605.245,0.9045891165733337,0.0,0
1778195991.755,4667.511,16.2796245,-72.6195377,1695.339,0.90701824426651,0.0,0
1778195992.759,4668.515,16.0771885,-73.0975499,1653.506,0.9126562476158142,0.0,0
1778195993.712,4669.469,16.63073,-71.7624648,1769.093,0.9207164645195007,0.0,0
1778195994.715,4670.471,15.9890348,-73.2948425,1635.463,0.9174120426177979,0.0,0
1778195995.718,4671.475,15.7615895,-73.8244727,1589.287,0.920479416847229,0.0,0
1778195996.721,4672.478,15.3967304,-74.6676217,1516.503,0.9244287610054016,0.0,0
1778195997.724,4673.481,15.1783823,-75.1633419,1473.719,0.9308269619941711,0.0,0
1778195998.727,4674.483,15.3903009,-74.667845,1515.265,0.9291495680809021,0.0,0
1778195999.729,4675.486,15.8161012,-73.6709161,1600.355,0.9280267357826233,0.0,0
1778196000.733,4676.489,15.9326375,-73.3914192,1624.031,0.9298638701438904,0.0,0
1778196001.736,4677.492,15.8419354,-73.5978118,1605.614,0.9255697727203369,0.0,0
1778196002.739,4678.495,15.741834,-73.8250299,1585.401,0.9233663082122803,0.0,0
1778196003.741,4679.498,15.6115827,-74.1208763,1559.277,0.9201802015304565,0.0,0
1778196004.744,4680.501,15.7101766,-73.8856044,1579.057,0.9180229902267456,0.0,0
1778196005.748,4681.504,15.4839367,-74.4018088,1533.889,0.9213419556617737,0.0,0
1778196006.751,4682.507,15.3645759,-74.6687371,1510.315,0.9159165620803833,0.0,0
1778196007.754,4683.511,15.3613595,-74.6688485,1509.697,0.9128620028495789,0.0,0
1778196008.757,4684.514,15.0157895,-75.4471691,1442.4,0.9146599769592285,0.0,0
1778196009.711,4685.467,14.7224412,-76.0987459,1386.411,0.9125303626060486,0.0,0
1778196010.715,4686.471,14.6640626,-76.2206406,1375.406,0.9173144698143005,0.0,0
1778196011.718,4687.474,14.5448559,-76.4773747,1353.048,0.921427845954895,0.0,0
1778196012.720,4688.477,14.4315267,-76.7197039,1331.953,0.9250562191009521,0.0,0
1778196013.723,4689.480,13.8502154,-77.9849716,1226.147,0.9318017959594727,0.0,0
1778196014.727,4690.483,12.9042236,-80.0038921,1062.846,0.9361711144447327,0.0,0
1778196015.730,4691.486,12.6099859,-80.6126667,1015.185,0.9325981736183167,0.0,0
1778196016.732,4692.489,12.6039985,-80.6128997,1014.228,0.9293888211250305,0.0,0
1778196017.735,4693.491,13.2965314,-79.1351713,1129.288,0.9231651425361633,0.0,0
1778196018.738,4694.495,13.0260797,-79.6989213,1083.336,0.9321742653846741,0.0,0
1778196019.741,4695.498,12.7218138,-80.3288747,1033.188,0.9335159659385681,0.0,0
1778196020.744,4696.500,12.7159578,-80.3291065,1032.245,0.9233974814414978,0.0,0
1778196021.747,4697.503,12.7159578,-80.3291065,1032.245,0.9222700595855713,0.0,0
1778196022.749,4698.506,12.7159578,-80.3291065,1032.245,0.9271079897880554,0.0,0
1778196023.752,4699.509,12.7159578,-80.3291065,1032.245,0.9317060112953186,0.0,0
1778196024.755,4700.511,12.7159578,-80.3291065,1032.245,0.9314190745353699,0.0,0
1778196025.758,4701.515,12.7159578,-80.3291065,1032.245,0.9278659820556641,0.0,0
1778196026.712,4702.468,12.6127642,-80.4772078,1015.657,0.9308081269264221,0.0,0
1778196027.715,4703.471,12.6127642,-80.4772078,1015.657,0.9344338774681091,0.0,0
1778196028.719,4704.476,12.6127642,-80.4772078,1015.657,0.9367204308509827,0.0,0
1778196029.722,4705.478,12.6632462,-80.331197,1023.771,0.9420936107635498,0.0,0
1778196030.724,4706.481,12.6573885,-80.3314297,1022.832,0.9443161487579346,0.0,0
1778196031.727,4707.484,12.3360019,-80.984365,971.779,0.9477699995040894,0.0,0
1778196032.730,4708.487,12.3298414,-80.9846011,970.815,0.9423719644546509,0.0,0
1778196033.734,4709.491,12.7958029,-80.0082586,1045.212,0.940182089805603,0.0,0
1778196034.737,4710.494,13.840896,-77.7956641,1224.865,0.9403231739997864,0.0,0
1778196035.740,4711.497,14.4059648,-76.5711234,1327.604,0.9474120736122131,0.0,0
1778196036.743,4712.500,14.7740675,-75.7611732,1396.627,0.9496017098426819,0.0,0
1778196037.746,4713.503,15.1414553,-74.9453904,1467.15,0.9514170289039612,0.0,0
1778196038.749,4714.506,15.1381062,-74.9455105,1466.515,0.9514492750167847,0.0,0
1778196039.752,4715.509,14.7975381,-75.6859495,1401.13,0.9530949592590332,0.0,0
1778196040.755,4716.512,14.7938434,-75.6860942,1400.444,0.9611496925354004,0.0,0
1778196041.758,4717.515,15.0265897,-75.1689866,1444.991,0.9720498919487,0.0,0
1778196042.711,4718.467,15.0231358,-75.1691144,1444.34,0.9749202132225037,0.0,0
1778196043.714,4719.470,15.0196817,-75.1692422,1443.689,0.9751408100128174,0.0,0
1778196044.716,4720.473,15.1266804,-74.9271844,1464.386,0.9748044013977051,0.0,0
1778196045.720,4721.476,15.2390062,-74.6730564,1486.26,0.9822173118591309,0.0,0
1778196046.722,4722.479,15.4668192,-74.1630888,1531.073,0.983310878276825,0.0,0
1778196047.725,4723.482,15.2325595,-74.6732765,1485.03,0.9879451394081116,0.0,0
1778196048.728,4724.485,15.2293358,-74.6733865,1484.415,0.9929782748222351,0.0,0
1778196049.731,4725.488,14.791018,-75.6215392,1400.046,0.9947558641433716,0.0,0
1778196050.734,4726.491,14.8891723,-75.4011445,1418.756,0.9985828995704651,0.0,0
1778196051.737,4727.493,15.1032859,-74.9280186,1459.954,0.9999465942382812,0.0,0
1778196052.740,4728.497,15.0999431,-74.9281377,1459.322,0.9983444809913635,0.0,0
1778196053.743,4729.500,15.4633365,-74.1253728,1530.478,0.9933168888092041,0.0,0
1778196054.746,4730.502,15.2099904,-74.6740456,1480.727,0.9850693941116333,0.0,0
1778196055.749,4731.506,14.8196389,-75.5133723,1405.576,0.9814529418945312,0.0,0
1778196056.752,4732.508,14.5396973,-76.1061441,1352.821,0.9827851057052612,0.0,0
1778196057.755,4733.511,14.4229109,-76.3468488,1331.102,0.9784970283508301,0.0,0
1778196058.757,4734.514,14.0277466,-77.1738741,1258.809,0.9750393033027649,0.0,0
1778196059.710,4735.467,13.7248164,-77.8006121,1204.682,0.9798019528388977,0.0,0
1778196060.713,4736.470,13.7248164,-77.8006121,1204.682,0.9783660769462585,0.0,0
1778196061.716,4737.473,13.7248164,-77.8006121,1204.682,0.9755486249923706,0.0,0
1778196062.720,4738.477,13.7248164,-77.8006121,1204.682,0.97683185338974,0.0,0
1778196063.723,4739.479,13.7248164,-77.8006121,1204.682,0.9700064659118652,0.0,0
1778196064.725,4740.482,13.7248164,-77.8006121,1204.682,0.969221293926239,0.0,0
1778196065.728,4741.485,13.7248164,-77.8006121,1204.682,0.9695576429367065,0.0,0
1778196066.731,4742.487,13.7248164,-77.8006121,1204.682,0.96600741147995,0.0,0
1778196067.734,4743.491,13.7248164,-77.8006121,1204.682,0.9616339206695557,0.0,0
1778196068.737,4744.493,13.7248164,-77.8006121,1204.682,0.9571962356567383,0.0,0
1778196069.740,4745.497,13.7248164,-77.8006121,1204.682,0.9545103907585144,0.0,0
1778196070.743,4746.500,13.7248164,-77.8006121,1204.682,0.9497977495193481,0.0,0
1778196071.746,4747.502,13.7248164,-77.8006121,1204.682,0.9478172659873962,0.0,0
1778196072.749,4748.505,13.7248164,-77.8006121,1204.682,0.9519557356834412,0.0,0
1778196073.752,4749.508,13.7248164,-77.8006121,1204.682,0.9467545747756958,0.0,0
1778196074.755,4750.511,13.7248164,-77.8006121,1204.682,0.9432999491691589,0.0,0
1778196075.757,4751.514,13.7248164,-77.8006121,1204.682,0.9425410628318787,0.0,0
1778196076.710,4752.467,13.7248164,-77.8006121,1204.682,0.9436619281768799,0.0,0
1778196077.714,4753.470,13.7248164,-77.8006121,1204.682,0.9434455037117004,0.0,0
1778196078.717,4754.473,13.7248164,-77.8006121,1204.682,0.9420798420906067,0.0,0
1778196079.720,4755.477,16.2740488,-83.6847984,1676.095,0.9355674386024475,0.0,0
1778196080.723,4756.480,16.2666213,-83.6842611,1674.602,0.9342184066772461,0.0,0
1778196081.726,4757.482,16.2591936,-83.6837241,1673.109,0.930985152721405,0.0,0
1778196082.729,4758.485,16.3901999,-83.652512,1699.542,0.9263815879821777,0.0,0
1778196083.732,4759.488,16.2443378,-83.6826511,1670.126,0.9179251194000244,0.0,0
1778196084.734,4760.491,16.1042248,-83.7115013,1642.089,0.910838782787323,0.0,0
1778196085.737,4761.494,15.9110207,-83.752074,1603.784,0.9109377861022949,0.0,0
1778196086.740,4762.497,15.962057,-83.7386397,1613.864,0.9058904051780701,0.0,0
1778196087.743,4763.500,15.7700368,-83.7789473,1576.093,0.9000847935676575,0.0,0
1778196088.746,4764.503,15.888645,-83.7505829,1599.377,0.892667829990387,0.0,0
1778196089.749,4765.506,16.0670197,-83.7089054,1634.686,0.8898347020149231,0.0,0
1778196090.752,4766.509,16.1923384,-83.678906,1659.703,0.8842051029205322,0.0,0
1778196091.755,4767.512,16.0521367,-83.7078693,1631.729,0.8808714151382446,0.0,0
1778196092.758,4768.514,16.044695,-83.7073517,1630.251,0.8770893216133118,0.0,0
1778196093.711,4769.467,16.1700509,-83.6773058,1655.244,0.8771794438362122,0.0,0
1778196094.714,4770.470,16.0298112,-83.7063175,1627.297,0.8777573704719543,0.0,0
1778196095.717,4771.473,15.8949747,-83.7341153,1600.631,0.8760805726051331,0.0,0
1778196096.721,4772.477,16.0149268,-83.7052847,1624.345,0.8606919646263123,0.0,0
1778196097.723,4773.480,16.0074845,-83.7047687,1622.871,0.8462048768997192,0.0,0
1778196098.726,4774.482,16.1329024,-83.6746454,1647.825,0.8549487590789795,0.0,0
1778196099.729,4775.485,16.1254723,-83.6741143,1646.343,0.858892560005188,0.0,0
1778196100.731,4776.488,16.2567116,-83.6426107,1672.631,0.854560136795044,0.0,0
1778196101.734,4777.491,16.0609956,-83.6841292,1633.5,0.8514187932014465,0.0,0
1778196102.737,4778.493,15.9159528,-83.714308,1604.774,0.8498244881629944,0.0,0
1778196103.740,4779.496,15.9628274,-83.7016797,1614.034,0.8449317812919617,0.0,0
1778196104.743,4780.499,15.9553841,-83.701166,1612.563,0.828635036945343,0.0,0
1778196105.745,4781.502,16.0808888,-83.6709344,1637.463,0.820688009262085,0.0,0
1778196106.748,4782.505,15.9404971,-83.7001396,1609.623,0.8138473629951477,0.0,0
1778196107.751,4783.508,16.0660265,-83.6698771,1634.507,0.812300980091095,0.0,0
1778196108.754,4784.511,16.1528979,-83.6482169,1651.831,0.8206103444099426,0.0,0
1778196109.757,4785.514,16.1454753,-83.6476779,1650.348,0.818559467792511,0.0,0
1778196110.711,4786.467,16.1380526,-83.6471391,1648.867,0.8116210699081421,0.0,0
1778196111.714,4787.471,16.1751137,-83.6366123,1656.277,0.8099398016929626,0.0,0
1778196112.718,4788.474,16.1676948,-83.636069,1654.794,0.8078062534332275,0.0,0
1778196113.721,4789.478,15.9717644,-83.6778596,1615.812,0.8080986142158508,0.0,0
1778196114.725,4790.482,15.7672435,-83.7215301,1575.573,0.8028107285499573,0.0,0
1778196115.728,4791.484,15.9568907,-83.6768192,1612.872,0.7989846467971802,0.0,0
1778196116.730,4792.487,16.2830743,-83.6012253,1677.952,0.7965569496154785,0.0,0
1778196117.734,4793.490,16.0860897,-83.6433772,1638.511,0.795710027217865,0.0,0
1778196118.737,4794.493,15.8802619,-83.6874701,1597.757,0.7910814881324768,0.0,0
1778196119.739,4795.496,15.8728194,-83.6869577,1596.293,0.7831648588180542,0.0,0
1778196120.744,4796.500,15.919704,-83.6742237,1605.532,0.7811776399612427,0.0,0
1778196121.747,4797.503,15.9122663,-83.6737056,1604.066,0.7808700203895569,0.0,0
1778196122.750,4798.506,15.9048284,-83.6731878,1602.601,0.7812713980674744,0.0,0
