time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778195920.591,4596.347,0.0,0.0,0.0,0.0
1778195921.092,4596.848,0.0,0.0,0.0,0.0
1778195921.593,4597.350,0.0,0.0,0.0,0.0
1778195922.095,4597.851,0.0,0.0,0.0,0.0
1778195922.596,4598.353,0.0,0.0,0.0,0.0
1778195923.098,4598.854,0.0,0.0,0.0,0.0
1778195923.599,4599.355,0.0,0.0,0.0,0.0
1778195924.100,4599.857,0.0,0.0,0.0,0.0
1778195924.602,4600.359,0.0,0.0,0.0,0.0
1778195925.104,4600.860,0.0,0.0,0.0,0.0
1778195925.606,4601.362,0.0,0.0,0.0,0.0
1778195926.107,4601.864,0.0,0.0,0.0,0.0
1778195926.609,4602.366,0.0,0.0,0.0,0.0
1778195927.111,4602.868,0.0,0.0,0.0,0.0
1778195927.613,4603.369,0.0,0.0,0.0,0.0
1778195928.114,4603.871,0.0,0.0,0.0,0.0
1778195928.615,4604.372,0.0,0.0,0.0,0.0
1778195929.117,4604.873,0.0,0.0,0.0,0.0
1778195929.618,4605.375,0.0,0.0,0.0,0.0
1778195930.120,4605.876,0.0,0.0,0.0,0.0
1778195930.621,4606.378,0.0,0.0,0.0,0.0
1778195931.122,4606.879,0.0,0.0,0.0,0.0
1778195931.624,4607.380,0.0,0.0,0.0,0.0
1778195932.125,4607.882,0.0,0.0,0.0,0.0
1778195932.627,4608.384,0.0,0.0,0.0,0.0
1778195933.128,4608.885,0.0,0.0,0.0,0.0
1778195933.630,4609.386,0.0,0.0,0.0,0.0
1778195934.131,4609.888,0.0,0.0,0.0,0.0
1778195934.633,4610.389,0.0,0.0,0.0,0.0
1778195935.135,4610.891,0.0,0.0,0.0,0.0
1778195935.586,4611.342,0.0,0.0,0.0,0.0
1778195936.087,4611.844,0.0,0.0,0.0,0.0
1778195936.589,4612.345,0.0,0.0,0.0,0.0
1778195937.090,4612.847,0.0,0.0,0.0,0.0
1778195937.591,4613.348,0.0,0.0,0.0,0.0
1778195938.093,4613.849,0.0,0.0,0.0,0.0
1778195938.594,4614.351,0.0,0.0,0.0,0.0
1778195939.096,4614.852,0.0,0.0,0.0,0.0
1778195939.597,4615.354,0.0,0.0,0.0,0.0
1778195940.099,4615.856,0.0,0.0,0.0,0.0
1778195940.601,4616.357,0.0,0.0,0.0,0.0
1778195941.102,4616.858,0.0,0.0,0.0,0.0
1778195941.603,4617.360,0.0,0.0,0.0,0.0
1778195942.105,4617.861,0.0,0.0,0.0,0.0
1778195942.607,4618.363,0.0,0.0,0.0,0.0
1778195943.108,4618.864,0.0,0.0,0.0,0.0
1778195943.610,4619.366,0.0,0.0,0.0,0.0
1778195944.111,4619.868,0.0,0.0,0.0,0.0
1778195944.614,4620.371,0.0,0.0,0.0,0.0
1778195945.116,4620.872,0.0,0.0,0.0,0.0
1778195945.618,4621.374,0.0,0.0,0.0,0.0
1778195946.119,4621.875,0.0,0.0,0.0,0.0
1778195946.620,4622.377,0.0,0.0,0.0,0.0
1778195947.121,4622.878,0.0,0.0,0.0,0.0
1778195947.623,4623.379,0.0,0.0,0.0,0.0
1778195948.124,4623.881,0.0,0.0,0.0,0.0
1778195948.626,4624.382,0.0,0.0,0.0,0.0
1778195949.127,4624.884,0.0,0.0,0.0,0.0
1778195949.629,4625.385,0.0,0.0,0.0,0.0
1778195950.130,4625.887,0.0,0.0,0.0,0.0
1778195950.632,4626.388,0.0,0.0,0.0,0.0
1778195951.133,4626.890,0.0,0.0,0.0,0.0
1778195951.635,4627.391,0.0,0.0,0.0,0.0
1778195952.086,4627.842,0.0,0.0,0.0,0.0
1778195952.587,4628.344,0.0,0.0,0.0,0.0
1778195953.089,4628.845,0.0,0.0,0.0,0.0
1778195953.590,4629.347,0.0,0.0,0.0,0.0
1778195954.092,4629.848,0.0,0.0,0.0,0.0
1778195954.593,4630.350,0.0,0.0,0.0,0.0
1778195955.095,4630.851,0.0,0.0,0.0,0.0
1778195955.596,4631.353,0.0,0.0,0.0,0.0
1778195956.098,4631.854,0.0,0.0,0.0,0.0
1778195956.599,4632.355,0.0,0.0,0.0,0.0
1778195957.100,4632.857,0.0,0.0,0.0,0.0
1778195957.602,4633.359,0.0,0.0,0.0,0.0
1778195958.104,4633.860,0.0,0.0,0.0,0.0
1778195958.605,4634.361,0.0,0.0,0.0,0.0
1778195959.106,4634.863,0.0,0.0,0.0,0.0
1778195959.608,4635.364,0.0,0.0,0.0,0.0
1778195960.109,4635.866,0.0,0.0,0.0,0.0
1778195960.611,4636.367,0.0,0.0,0.0,0.0
1778195961.112,4636.869,0.0,0.0,0.0,0.0
1778195961.614,4637.371,0.0,0.0,0.0,0.0
1778195962.116,4637.873,0.0,0.0,0.0,0.0
1778195962.618,4638.375,0.0,0.0,0.0,0.0
1778195963.120,4638.876,0.0,0.0,0.0,0.0
1778195963.621,4639.378,0.0,0.0,0.0,0.0
1778195964.123,4639.879,0.0,0.0,0.0,0.0
1778195964.624,4640.380,0.0,0.0,0.0,0.0
1778195965.126,4640.882,0.0,0.0,0.0,0.0
1778195965.628,4641.384,0.0,0.0,0.0,0.0
1778195966.129,4641.885,0.0,0.0,0.0,0.0
1778195966.630,4642.387,0.0,0.0,0.0,0.0
1778195967.132,4642.888,0.0,0.0,0.0,0.0
1778195967.633,4643.390,0.0,0.0,0.0,0.0
1778195968.085,4643.841,0.0,0.0,0.0,0.0
1778195968.586,4644.343,0.0,0.0,0.0,0.0
1778195969.087,4644.844,0.0,0.0,0.0,0.0
1778195969.589,4645.345,0.0,0.0,0.0,0.0
1778195970.090,4645.847,0.0,0.0,0.0,0.0
1778195970.592,4646.349,0.0,0.0,0.0,0.0
1778195971.093,4646.850,0.0,0.0,0.0,0.0
1778195971.595,4647.352,0.0,0.0,0.0,0.0
1778195972.096,4647.853,0.0,0.0,0.0,0.0
1778195972.598,4648.355,0.0,0.0,0.0,0.0
1778195973.100,4648.856,0.0,0.0,0.0,0.0
1778195973.601,4649.358,0.0,0.0,0.0,0.0
1778195974.103,4649.859,0.0,0.0,0.0,0.0
1778195974.604,4650.361,0.0,0.0,0.0,0.0
1778195975.106,4650.863,0.0,0.0,0.0,0.0
1778195975.608,4651.365,0.0,0.0,0.0,0.0
1778195976.110,4651.866,0.0,0.0,0.0,0.0
1778195976.611,4652.368,0.0,0.0,0.0,0.0
1778195977.112,4652.869,0.0,0.0,0.0,0.0
1778195977.614,4653.371,0.0,0.0,0.0,0.0
1778195978.116,4653.872,0.0,0.0,0.0,0.0
1778195978.617,4654.374,0.0,0.0,0.0,0.0
1778195979.119,4654.875,0.0,0.0,0.0,0.0
1778195979.620,4655.377,0.0,0.0,0.0,0.0
1778195980.122,4655.879,0.0,0.0,0.0,0.0
1778195980.624,4656.381,0.0,0.0,0.0,0.0
1778195981.125,4656.882,0.0,0.0,0.0,0.0
1778195981.627,4657.383,0.0,0.0,0.0,0.0
1778195982.128,4657.884,0.0,0.0,0.0,0.0
1778195982.629,4658.386,0.0,0.0,0.0,0.0
1778195983.130,4658.887,0.0,0.0,0.0,0.0
1778195983.632,4659.388,0.0,0.0,0.0,0.0
1778195984.133,4659.890,0.0,0.0,0.0,0.0
1778195984.585,4660.341,0.0,0.0,0.0,0.0
1778195985.086,4660.843,0.0,0.0,0.0,0.0
1778195985.588,4661.344,0.0,0.0,0.0,0.0
1778195986.089,4661.846,0.0,0.0,0.0,0.0
1778195986.590,4662.347,0.0,0.0,0.0,0.0
1778195987.092,4662.848,0.0,0.0,0.0,0.0
1778195987.593,4663.350,0.0,0.0,0.0,0.0
1778195988.095,4663.851,0.0,0.0,0.0,0.0
1778195988.596,4664.352,0.0,0.0,0.0,0.0
1778195989.097,4664.854,0.0,0.0,0.0,0.0
1778195989.599,4665.355,0.0,0.0,0.0,0.0
1778195990.100,4665.857,0.0,0.0,0.0,0.0
1778195990.602,4666.358,0.0,0.0,0.0,0.0
1778195991.103,4666.860,0.0,0.0,0.0,0.0
1778195991.605,4667.361,0.0,0.0,0.0,0.0
1778195992.106,4667.863,0.0,0.0,0.0,0.0
1778195992.608,4668.365,0.0,0.0,0.0,0.0
1778195993.110,4668.867,0.0,0.0,0.0,0.0
1778195993.612,4669.368,0.0,0.0,0.0,0.0
1778195994.113,4669.870,0.0,0.0,0.0,0.0
1778195994.615,4670.371,0.0,0.0,0.0,0.0
1778195995.116,4670.873,0.0,0.0,0.0,0.0
1778195995.618,4671.375,0.0,0.0,0.0,0.0
1778195996.120,4671.876,0.0,0.0,0.0,0.0
1778195996.621,4672.378,0.0,0.0,0.0,0.0
1778195997.123,4672.879,0.0,0.0,0.0,0.0
1778195997.624,4673.380,0.0,0.0,0.0,0.0
1778195998.125,4673.882,0.0,0.0,0.0,0.0
1778195998.627,4674.383,0.0,0.0,0.0,0.0
1778195999.128,4674.884,0.0,0.0,0.0,0.0
1778195999.629,4675.386,0.0,0.0,0.0,0.0
1778196000.131,4675.887,0.0,0.0,0.0,0.0
1778196000.632,4676.389,0.0,0.0,0.0,0.0
1778196001.134,4676.890,0.0,0.0,0.0,0.0
1778196001.585,4677.342,0.0,0.0,0.0,0.0
1778196002.087,4677.843,0.0,0.0,0.0,0.0
1778196002.588,4678.345,0.0,0.0,0.0,0.0
1778196003.090,4678.846,0.0,0.0,0.0,0.0
1778196003.591,4679.347,0.0,0.0,0.0,0.0
1778196004.092,4679.849,0.0,0.0,0.0,0.0
1778196004.594,4680.350,0.0,0.0,0.0,0.0
1778196005.096,4680.852,0.0,0.0,0.0,0.0
1778196005.597,4681.354,0.0,0.0,0.0,0.0
1778196006.099,4681.855,0.0,0.0,0.0,0.0
1778196006.600,4682.357,0.0,0.0,0.0,0.0
1778196007.102,4682.858,0.0,0.0,0.0,0.0
1778196007.603,4683.360,0.0,0.0,0.0,0.0
1778196008.106,4683.862,0.0,0.0,0.0,0.0
1778196008.607,4684.363,0.0,0.0,0.0,0.0
1778196009.109,4684.865,0.0,0.0,0.0,0.0
1778196009.610,4685.367,0.0,0.0,0.0,0.0
1778196010.112,4685.869,0.0,0.0,0.0,0.0
1778196010.614,4686.371,0.0,0.0,0.0,0.0
1778196011.116,4686.872,0.0,0.0,0.0,0.0
1778196011.617,4687.374,0.0,0.0,0.0,0.0
1778196012.119,4687.875,0.0,0.0,0.0,0.0
1778196012.620,4688.377,0.0,0.0,0.0,0.0
1778196013.121,4688.878,0.0,0.0,0.0,0.0
1778196013.623,4689.380,0.0,0.0,0.0,0.0
1778196014.125,4689.881,0.0,0.0,0.0,0.0
1778196014.626,4690.383,0.0,0.0,0.0,0.0
1778196015.128,4690.884,0.0,0.0,0.0,0.0
1778196015.629,4691.386,0.0,0.0,0.0,0.0
1778196016.131,4691.887,0.0,0.0,0.0,0.0
1778196016.632,4692.388,0.0,0.0,0.0,0.0
1778196017.133,4692.890,0.0,0.0,0.0,0.0
1778196017.635,4693.391,0.0,0.0,0.0,0.0
1778196018.086,4693.842,0.0,0.0,0.0,0.0
1778196018.588,4694.344,0.0,0.0,0.0,0.0
1778196019.089,4694.846,0.0,0.0,0.0,0.0
1778196019.591,4695.347,0.0,0.0,0.0,0.0
1778196020.092,4695.848,0.0,0.0,0.0,0.0
1778196020.593,4696.350,0.0,0.0,0.0,0.0
1778196021.095,4696.851,0.0,0.0,0.0,0.0
1778196021.596,4697.353,0.0,0.0,0.0,0.0
1778196022.098,4697.854,0.0,0.0,0.0,0.0
1778196022.599,4698.355,0.0,0.0,0.0,0.0
1778196023.100,4698.857,0.0,0.0,0.0,0.0
1778196023.602,4699.358,0.0,0.0,0.0,0.0
1778196024.103,4699.860,0.0,0.0,0.0,0.0
1778196024.605,4700.361,0.0,0.0,0.0,0.0
1778196025.106,4700.862,0.0,0.0,0.0,0.0
1778196025.608,4701.364,0.0,0.0,0.0,0.0
1778196026.109,4701.866,0.0,0.0,0.0,0.0
1778196026.611,4702.368,0.0,0.0,0.0,0.0
1778196027.113,4702.869,0.0,0.0,0.0,0.0
1778196027.614,4703.371,0.0,0.0,0.0,0.0
1778196028.116,4703.873,0.0,0.0,0.0,0.0
1778196028.619,4704.375,0.0,0.0,0.0,0.0
1778196029.120,4704.877,0.0,0.0,0.0,0.0
1778196029.622,4705.378,0.0,0.0,0.0,0.0
1778196030.123,4705.879,0.0,0.0,0.0,0.0
1778196030.624,4706.381,0.0,0.0,0.0,0.0
1778196031.126,4706.882,0.0,0.0,0.0,0.0
1778196031.627,4707.383,0.0,0.0,0.0,0.0
1778196032.129,4707.885,0.0,0.0,0.0,0.0
1778196032.630,4708.387,0.0,0.0,0.0,0.0
1778196033.131,4708.888,0.0,0.0,0.0,0.0
1778196033.634,4709.391,0.0,0.0,0.0,0.0
1778196034.085,4709.842,0.0,0.0,0.0,0.0
1778196034.587,4710.343,0.0,0.0,0.0,0.0
1778196035.088,4710.845,0.0,0.0,0.0,0.0
1778196035.590,4711.346,0.0,0.0,0.0,0.0
1778196036.091,4711.848,0.0,0.0,0.0,0.0
1778196036.593,4712.350,0.0,0.0,0.0,0.0
1778196037.094,4712.851,0.0,0.0,0.0,0.0
1778196037.596,4713.352,0.0,0.0,0.0,0.0
1778196038.097,4713.854,0.0,0.0,0.0,0.0
1778196038.599,4714.355,0.0,0.0,0.0,0.0
1778196039.101,4714.857,0.0,0.0,0.0,0.0
1778196039.602,4715.358,0.0,0.0,0.0,0.0
1778196040.103,4715.860,0.0,0.0,0.0,0.0
1778196040.605,4716.361,0.0,0.0,0.0,0.0
1778196041.106,4716.863,0.0,0.0,0.0,0.0
1778196041.608,4717.364,0.0,0.0,0.0,0.0
