time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778193973.658,2649.415,1002.4071655273438,0.0,45.17,91.4744644165039,0.000248911848757416,0.0,0.0005415703635662794
1778193974.611,2650.367,1002.4346923828125,0.0,45.18,91.41368865966797,0.0011235307902097702,0.0,0.001268453081138432
1778193975.614,2651.371,1002.3868408203125,0.0,45.18,91.38990783691406,0.0012171557173132896,0.0,0.0012168355751782656
1778193976.617,2652.374,1002.412109375,0.0,45.18,91.47710418701172,0.001845196820795536,0.0,0.00028244705754332244
1778193977.620,2653.377,1002.4069213867188,0.0,45.18,91.60393524169922,0.001741863088682294,0.0,0.0015537969302386045
1778193978.623,2654.380,1002.3793334960938,0.0,45.18,91.67791748046875,0.0010048063704743981,0.0,0.0015605114167556167
1778193979.626,2655.382,1002.38427734375,0.0,45.18,91.58279418945312,0.0008571313810534775,0.0,0.0006219742936082184
1778193980.629,2656.385,1002.3995971679688,0.0,45.17,91.50088500976562,0.00020098185632377863,0.0,0.00037533664726652205
1778193981.631,2657.388,1002.3970947265625,0.0,45.17,91.59600830078125,0.0005984852905385196,0.0,0.000683051417581737
1778193982.634,2658.391,1002.394287109375,0.0,45.18,91.32913208007812,0.0010640781838446856,0.0,0.0005501099512912333
1778193983.637,2659.394,1002.394287109375,0.0,45.18,91.67263793945312,0.0006651770672760904,0.0,0.0003915949782822281
1778193984.640,2660.396,1002.4046020507812,0.0,45.18,91.50352478027344,0.0010666348971426487,0.0,0.0006755692884325981
1778193985.643,2661.400,1002.4069213867188,0.0,45.18,91.56430053710938,0.001137517741881311,0.0,0.0007203548448160291
1778193986.646,2662.403,1002.3745727539062,0.0,45.17,91.79946899414062,0.001038507791236043,0.0,0.0009533154079690576
1778193987.649,2663.406,1002.402099609375,0.0,45.18,91.63035583496094,0.0017029355512931943,0.0,0.0010635476792231202
1778193988.652,2664.409,1002.409423828125,0.0,45.18,91.49295806884766,0.002200421877205372,0.0,0.0006052785902284086
1778193989.655,2665.411,1002.3943481445312,0.0,45.18,91.42161560058594,0.0017878335202112794,0.0,0.0003640613576862961
1778193990.659,2666.415,1002.3919067382812,0.0,45.18,91.58544158935547,0.001127285067923367,0.0,0.0009235320030711591
1778193991.612,2667.368,1002.4017944335938,0.0,45.18,91.66470336914062,-6.246807606657967e-05,0.0,0.0009701530216261744
1778193992.614,2668.371,1002.3692626953125,0.0,45.18,91.48238372802734,0.001189224305562675,0.0,0.0012811620254069567
1778193993.618,2669.374,1002.4169311523438,0.0,45.18,91.44275665283203,0.0004564394766930491,0.0,0.0008270192774944007
1778193994.621,2670.377,1002.3992919921875,0.0,45.18,91.65413665771484,0.0018195020966231823,0.0,0.0029246851336210966
