time_unix,monotonic,voltage_24v,current_24v,voltage_12v,current_12v,voltage_5v,current_5v
1778193973.157,2648.913,23.04800033569336,0.47999998927116394,12.440000534057617,-0.004000000189989805,5.368000030517578,1.0
1778193974.110,2649.866,23.056001663208008,0.30400002002716064,12.44800090789795,-0.00800000037997961,5.28000020980835,1.0080000162124634
1778193975.112,2650.869,23.04800033569336,0.46400001645088196,12.440000534057617,-0.004000000189989805,5.28000020980835,0.9960000514984131
1778193976.116,2651.873,23.056001663208008,0.2919999957084656,12.416000366210938,-0.004000000189989805,5.368000030517578,1.468000054359436
1778193977.119,2652.875,23.056001663208008,0.2880000174045563,12.408000946044922,0.0,5.368000030517578,0.9160000085830688
1778193978.122,2653.878,23.056001663208008,0.4480000138282776,12.408000946044922,-0.004000000189989805,5.368000030517578,1.4720001220703125
1778193979.124,2654.881,23.056001663208008,0.46000000834465027,12.408000946044922,-0.004000000189989805,5.28000020980835,1.496000051498413
1778193980.127,2655.884,23.056001663208008,0.40799999237060547,12.432000160217285,-0.004000000189989805,5.368000030517578,0.956000030040741
1778193981.130,2656.887,23.04800033569336,0.46400001645088196,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9599999785423279
1778193982.133,2657.889,23.064001083374023,0.2880000174045563,12.440000534057617,-0.004000000189989805,5.368000030517578,0.9120000004768372
1778193983.136,2658.892,23.056001663208008,0.2760000228881836,12.44800090789795,-0.00800000037997961,5.368000030517578,0.9359999895095825
1778193984.139,2659.895,23.04800033569336,0.4560000002384186,12.40000057220459,-0.004000000189989805,5.368000030517578,0.9599999785423279
1778193985.141,2660.898,23.056001663208008,0.31200000643730164,12.392000198364258,-0.004000000189989805,5.28000020980835,1.5560001134872437
1778193986.145,2661.901,23.064001083374023,0.4440000057220459,12.40000057220459,-0.004000000189989805,5.28000020980835,1.1319999694824219
1778193987.148,2662.904,23.04800033569336,0.4440000057220459,12.44800090789795,-0.004000000189989805,5.28000020980835,1.5479999780654907
1778193988.150,2663.907,23.056001663208008,0.3199999928474426,12.408000946044922,-0.004000000189989805,5.368000030517578,0.8920000195503235
1778193989.154,2664.910,23.04800033569336,0.29600000381469727,12.44800090789795,-0.004000000189989805,5.28000020980835,1.0160000324249268
1778193990.157,2665.913,23.056001663208008,0.4560000002384186,12.44800090789795,-0.012000000104308128,5.368000030517578,0.9399999976158142
1778193991.110,2666.867,23.056001663208008,0.2800000011920929,12.44800090789795,-0.00800000037997961,5.368000030517578,0.9440000653266907
1778193992.113,2667.869,23.056001663208008,0.328000009059906,12.416000366210938,-0.004000000189989805,5.368000030517578,0.9399999976158142
1778193993.116,2668.872,23.056001663208008,0.3400000035762787,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9639999866485596
1778193994.119,2669.876,23.056001663208008,0.328000009059906,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9599999785423279
1778193995.122,2670.879,23.056001663208008,0.3840000033378601,12.432000160217285,-0.004000000189989805,5.28000020980835,0.9720000624656677
1778193996.125,2671.882,23.056001663208008,0.35600000619888306,12.408000946044922,-0.004000000189989805,5.28000020980835,0.9840000867843628
1778193997.128,2672.884,23.04800033569336,0.3880000114440918,12.432000160217285,-0.004000000189989805,5.28000020980835,1.1640000343322754
1778193998.131,2673.887,23.056001663208008,0.36000001430511475,12.40000057220459,-0.004000000189989805,5.28000020980835,1.040000081062317
1778193999.134,2674.890,23.056001663208008,0.3720000088214874,12.40000057220459,-0.004000000189989805,5.28000020980835,1.720000147819519
1778194000.137,2675.893,23.056001663208008,0.3800000250339508,12.456000328063965,-0.004000000189989805,5.28000020980835,1.0040000677108765
1778194001.139,2676.896,23.04800033569336,0.3800000250339508,12.440000534057617,-0.004000000189989805,5.28000020980835,0.9800000190734863
1778194002.144,2677.900,23.056001663208008,0.3680000305175781,12.408000946044922,-0.004000000189989805,5.28000020980835,0.9879999756813049
1778194003.146,2678.903,23.04800033569336,0.3680000305175781,12.44800090789795,-0.00800000037997961,5.28000020980835,0.9920000433921814
1778194004.149,2679.906,23.04800033569336,0.3680000305175781,12.440000534057617,-0.004000000189989805,5.28000020980835,1.6440000534057617
1778194005.152,2680.909,23.04800033569336,0.3800000250339508,12.40000057220459,-0.004000000189989805,5.28000020980835,1.0360000133514404
1778194006.155,2681.912,23.040000915527344,0.5400000214576721,12.42400074005127,-0.004000000189989805,5.368000030517578,0.9479999542236328
1778194007.159,2682.915,23.056001663208008,0.35199999809265137,12.44800090789795,-0.00800000037997961,5.368000030517578,0.9120000004768372
1778194008.111,2683.868,23.056001663208008,0.35600000619888306,12.440000534057617,-0.004000000189989805,5.368000030517578,0.9160000085830688
1778194009.114,2684.871,23.04800033569336,0.3720000088214874,12.416000366210938,-0.004000000189989805,5.368000030517578,0.968000054359436
1778194010.118,2685.874,23.04800033569336,0.35600000619888306,12.456000328063965,-0.00800000037997961,5.368000030517578,1.0
1778194011.121,2686.877,23.056001663208008,0.36400002241134644,12.416000366210938,-0.004000000189989805,5.368000030517578,0.956000030040741
1778194012.123,2687.880,23.04800033569336,0.5520000457763672,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9639999866485596
1778194013.126,2688.883,23.04800033569336,0.343999981880188,12.44800090789795,-0.00800000037997961,5.360000133514404,0.9200000166893005
1778194014.129,2689.886,23.04800033569336,0.36400002241134644,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9599999785423279
1778194015.132,2690.888,23.04800033569336,0.3720000088214874,12.40000057220459,-0.004000000189989805,5.368000030517578,0.9359999895095825
1778194016.135,2691.891,23.04800033569336,0.3840000033378601,12.440000534057617,-0.004000000189989805,5.28000020980835,0.9840000867843628
1778194017.138,2692.894,23.040000915527344,0.5440000295639038,12.440000534057617,-0.004000000189989805,5.28000020980835,1.6039999723434448
1778194018.141,2693.897,23.04800033569336,0.3760000169277191,12.440000534057617,-0.004000000189989805,5.368000030517578,0.9520000219345093
1778194019.143,2694.900,23.040000915527344,0.5520000457763672,12.416000366210938,-0.004000000189989805,5.28000020980835,1.6080000400543213
1778194020.147,2695.903,23.04800033569336,0.3680000305175781,12.408000946044922,-0.004000000189989805,5.368000030517578,0.9800000190734863
1778194021.149,2696.906,23.040000915527344,0.46400001645088196,12.408000946044922,-0.004000000189989805,5.28000020980835,1.6039999723434448
1778194022.153,2697.909,23.04800033569336,0.3479999899864197,12.416000366210938,-0.004000000189989805,5.368000030517578,0.8840000629425049
1778194023.155,2698.912,23.040000915527344,0.5479999780654907,12.440000534057617,-0.00800000037997961,5.368000030517578,1.2120000123977661
1778194024.159,2699.915,23.04800033569336,0.3680000305175781,12.416000366210938,-0.004000000189989805,5.368000030517578,0.9479999542236328
1778194025.112,2700.868,23.04800033569336,0.36400002241134644,12.440000534057617,-0.004000000189989805,5.28000020980835,1.6319999694824219
1778194026.114,2701.871,23.040000915527344,0.5600000023841858,12.44800090789795,-0.004000000189989805,5.368000030517578,0.9720000624656677
1778194027.117,2702.874,23.04800033569336,0.35600000619888306,12.44800090789795,-0.004000000189989805,5.368000030517578,1.540000081062317
1778194028.120,2703.877,23.040000915527344,0.5320000052452087,12.44800090789795,-0.004000000189989805,5.368000030517578,0.8960000276565552
1778194029.123,2704.880,23.04800033569336,0.3680000305175781,12.416000366210938,-0.004000000189989805,5.28000020980835,0.9520000219345093
1778194030.126,2705.883,23.04800033569336,0.36400002241134644,12.44800090789795,-0.004000000189989805,5.320000171661377,1.5920000076293945
1778194031.129,2706.885,23.04800033569336,0.3400000035762787,12.44800090789795,-0.004000000189989805,5.28000020980835,1.5520000457763672
1778194032.131,2707.888,23.040000915527344,0.5320000052452087,12.44800090789795,-0.00800000037997961,5.360000133514404,0.8880000114440918
1778194033.134,2708.891,23.040000915527344,0.47600001096725464,12.456000328063965,-0.00800000037997961,5.368000030517578,0.8920000195503235
1778194034.137,2709.893,23.04800033569336,0.4880000054836273,12.456000328063965,-0.004000000189989805,5.368000030517578,0.9479999542236328
1778194035.140,2710.897,23.04800033569336,0.36400002241134644,12.416000366210938,-0.004000000189989805,5.28000020980835,1.6039999723434448
1778194036.143,2711.899,23.04800033569336,0.3479999899864197,12.40000057220459,-0.004000000189989805,5.368000030517578,1.156000018119812
1778194037.146,2712.903,23.04800033569336,0.36400002241134644,12.408000946044922,-0.004000000189989805,5.368000030517578,1.6279999017715454
