time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active
1778193973.357,2649.114,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193973.859,2649.615,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193974.360,2650.117,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193974.862,2650.618,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193975.363,2651.120,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193975.865,2651.622,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193976.367,2652.123,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193976.818,2652.574,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193977.319,2653.076,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193977.821,2653.577,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193978.322,2654.079,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193978.824,2654.580,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193979.325,2655.081,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193979.826,2655.583,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193980.328,2656.084,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193980.829,2656.586,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193981.331,2657.087,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193981.832,2657.588,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193982.333,2658.090,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193982.835,2658.591,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193983.337,2659.093,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193983.838,2659.594,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193984.339,2660.096,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193984.841,2660.597,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193985.342,2661.099,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193985.844,2661.601,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193986.345,2662.102,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193986.847,2662.603,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193987.348,2663.105,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193987.850,2663.606,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193988.351,2664.108,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193988.853,2664.609,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193989.354,2665.111,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193989.856,2665.612,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193990.357,2666.114,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193990.859,2666.616,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193991.361,2667.117,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193991.862,2667.619,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193992.364,2668.120,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193992.865,2668.622,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193993.367,2669.123,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193993.819,2669.575,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193994.320,2670.076,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193994.821,2670.578,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193995.323,2671.079,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193995.824,2671.581,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193996.326,2672.082,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193996.827,2672.583,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193997.328,2673.085,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193997.830,2673.586,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193998.331,2674.088,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193998.833,2674.589,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193999.334,2675.091,0,0,0,0,0,0,0,0,0,0,0,0,1
1778193999.836,2675.592,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194000.337,2676.094,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194000.839,2676.595,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194001.341,2677.097,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194001.843,2677.599,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194002.344,2678.101,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194002.846,2678.602,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194003.347,2679.103,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194003.848,2679.605,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194004.350,2680.107,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194004.852,2680.608,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194005.353,2681.109,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194005.854,2681.611,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194006.356,2682.113,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194006.858,2682.614,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194007.359,2683.116,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194007.861,2683.617,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194008.362,2684.119,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194008.863,2684.620,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194009.365,2685.122,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194009.867,2685.624,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194010.318,2686.075,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194010.820,2686.576,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194011.321,2687.078,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194011.822,2687.579,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194012.324,2688.081,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194012.825,2688.582,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194013.327,2689.083,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194013.828,2689.585,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194014.330,2690.086,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194014.831,2690.588,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194015.333,2691.089,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194015.834,2691.590,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194016.335,2692.092,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194016.837,2692.593,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194017.338,2693.095,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194017.840,2693.596,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194018.341,2694.098,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194018.843,2694.599,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194019.344,2695.100,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194019.846,2695.602,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194020.347,2696.104,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194020.848,2696.605,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194021.350,2697.106,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194021.851,2697.608,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194022.353,2698.110,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194022.855,2698.611,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194023.356,2699.113,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194023.857,2699.614,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194024.359,2700.116,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194024.861,2700.617,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194025.362,2701.119,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194025.864,2701.620,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194026.365,2702.121,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194026.866,2702.623,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194027.318,2703.074,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194027.819,2703.576,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194028.321,2704.077,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194028.822,2704.579,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194029.324,2705.080,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194029.825,2705.582,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194030.327,2706.083,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194030.828,2706.584,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194031.329,2707.086,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194031.831,2707.587,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194032.332,2708.088,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194032.833,2708.590,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194033.335,2709.091,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194033.836,2709.593,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194034.337,2710.094,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194034.839,2710.596,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194035.341,2711.097,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194035.842,2711.599,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194036.344,2712.100,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194036.845,2712.602,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194037.347,2713.104,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194037.849,2713.605,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194038.350,2714.107,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194038.852,2714.608,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194039.353,2715.109,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194039.855,2715.611,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194040.357,2716.113,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194040.858,2716.614,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194041.359,2717.116,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194041.861,2717.617,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194042.362,2718.119,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194042.864,2718.621,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194043.366,2719.122,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194043.867,2719.623,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194044.318,2720.075,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194044.820,2720.576,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194045.322,2721.078,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194045.823,2721.580,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194046.324,2722.081,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194046.826,2722.582,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194047.327,2723.084,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194047.829,2723.586,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194048.331,2724.087,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194048.832,2724.589,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194049.333,2725.090,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194049.835,2725.592,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194050.337,2726.093,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194050.838,2726.595,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194051.339,2727.096,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194051.841,2727.597,0,0,0,0,0,0,0,0,0,0,0,0,1
