time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778193973.407,2649.164,0.0,0.0,0.0,0.0
1778193973.909,2649.666,0.0,0.0,0.0,0.0
1778193974.410,2650.167,0.0,0.0,0.0,0.0
1778193974.912,2650.668,0.0,0.0,0.0,0.0
1778193975.413,2651.170,0.0,0.0,0.0,0.0
1778193975.915,2651.672,0.0,0.0,0.0,0.0
1778193976.417,2652.173,0.0,0.0,0.0,0.0
1778193976.918,2652.675,0.0,0.0,0.0,0.0
1778193977.420,2653.176,0.0,0.0,0.0,0.0
1778193977.921,2653.677,0.0,0.0,0.0,0.0
1778193978.423,2654.179,0.0,0.0,0.0,0.0
1778193978.924,2654.680,0.0,0.0,0.0,0.0
1778193979.425,2655.182,0.0,0.0,0.0,0.0
1778193979.927,2655.683,0.0,0.0,0.0,0.0
1778193980.428,2656.184,0.0,0.0,0.0,0.0
1778193980.930,2656.686,0.0,0.0,0.0,0.0
1778193981.431,2657.187,0.0,0.0,0.0,0.0
1778193981.932,2657.689,0.0,0.0,0.0,0.0
1778193982.434,2658.190,0.0,0.0,0.0,0.0
1778193982.935,2658.692,0.0,0.0,0.0,0.0
1778193983.437,2659.193,0.0,0.0,0.0,0.0
1778193983.938,2659.695,0.0,0.0,0.0,0.0
1778193984.439,2660.196,0.0,0.0,0.0,0.0
1778193984.941,2660.697,0.0,0.0,0.0,0.0
1778193985.442,2661.199,0.0,0.0,0.0,0.0
1778193985.944,2661.701,0.0,0.0,0.0,0.0
1778193986.446,2662.202,0.0,0.0,0.0,0.0
1778193986.947,2662.704,0.0,0.0,0.0,0.0
1778193987.448,2663.205,0.0,0.0,0.0,0.0
1778193987.950,2663.706,0.0,0.0,0.0,0.0
1778193988.401,2664.158,0.0,0.0,0.0,0.0
1778193988.903,2664.659,0.0,0.0,0.0,0.0
1778193989.404,2665.161,0.0,0.0,0.0,0.0
1778193989.906,2665.662,0.0,0.0,0.0,0.0
1778193990.408,2666.164,0.0,0.0,0.0,0.0
1778193990.909,2666.666,0.0,0.0,0.0,0.0
1778193991.411,2667.168,0.0,0.0,0.0,0.0
1778193991.912,2667.669,0.0,0.0,0.0,0.0
1778193992.414,2668.170,0.0,0.0,0.0,0.0
1778193992.915,2668.672,0.0,0.0,0.0,0.0
1778193993.417,2669.173,0.0,0.0,0.0,0.0
1778193993.919,2669.675,0.0,0.0,0.0,0.0
1778193994.420,2670.177,0.0,0.0,0.0,0.0
1778193994.922,2670.678,0.0,0.0,0.0,0.0
1778193995.423,2671.179,0.0,0.0,0.0,0.0
1778193995.924,2671.681,0.0,0.0,0.0,0.0
1778193996.426,2672.182,0.0,0.0,0.0,0.0
1778193996.927,2672.684,0.0,0.0,0.0,0.0
1778193997.429,2673.185,0.0,0.0,0.0,0.0
1778193997.930,2673.686,0.0,0.0,0.0,0.0
1778193998.432,2674.188,0.0,0.0,0.0,0.0
1778193998.933,2674.690,0.0,0.0,0.0,0.0
1778193999.435,2675.191,0.0,0.0,0.0,0.0
1778193999.936,2675.692,0.0,0.0,0.0,0.0
1778194000.437,2676.194,0.0,0.0,0.0,0.0
1778194000.939,2676.695,0.0,0.0,0.0,0.0
1778194001.441,2677.198,0.0,0.0,0.0,0.0
1778194001.943,2677.700,0.0,0.0,0.0,0.0
1778194002.444,2678.201,0.0,0.0,0.0,0.0
1778194002.946,2678.702,0.0,0.0,0.0,0.0
1778194003.447,2679.204,0.0,0.0,0.0,0.0
1778194003.949,2679.705,0.0,0.0,0.0,0.0
1778194004.450,2680.207,0.0,0.0,0.0,0.0
1778194004.902,2680.658,0.0,0.0,0.0,0.0
1778194005.403,2681.160,0.0,0.0,0.0,0.0
1778194005.904,2681.661,0.0,0.0,0.0,0.0
1778194006.406,2682.163,0.0,0.0,0.0,0.0
1778194006.908,2682.664,0.0,0.0,0.0,0.0
1778194007.409,2683.166,0.0,0.0,0.0,0.0
1778194007.911,2683.667,0.0,0.0,0.0,0.0
1778194008.412,2684.169,0.0,0.0,0.0,0.0
1778194008.914,2684.670,0.0,0.0,0.0,0.0
1778194009.415,2685.172,0.0,0.0,0.0,0.0
1778194009.917,2685.674,0.0,0.0,0.0,0.0
1778194010.419,2686.175,0.0,0.0,0.0,0.0
1778194010.920,2686.676,0.0,0.0,0.0,0.0
1778194011.421,2687.178,0.0,0.0,0.0,0.0
1778194011.923,2687.679,0.0,0.0,0.0,0.0
1778194012.424,2688.181,0.0,0.0,0.0,0.0
1778194012.926,2688.682,0.0,0.0,0.0,0.0
1778194013.427,2689.184,0.0,0.0,0.0,0.0
1778194013.929,2689.685,0.0,0.0,0.0,0.0
1778194014.430,2690.186,0.0,0.0,0.0,0.0
1778194014.931,2690.688,0.0,0.0,0.0,0.0
1778194015.433,2691.189,0.0,0.0,0.0,0.0
1778194015.934,2691.691,0.0,0.0,0.0,0.0
1778194016.436,2692.192,0.0,0.0,0.0,0.0
1778194016.937,2692.694,0.0,0.0,0.0,0.0
1778194017.439,2693.195,0.0,0.0,0.0,0.0
1778194017.940,2693.697,0.0,0.0,0.0,0.0
1778194018.442,2694.198,0.0,0.0,0.0,0.0
1778194018.943,2694.699,0.0,0.0,0.0,0.0
1778194019.444,2695.201,0.0,0.0,0.0,0.0
1778194019.946,2695.703,0.0,0.0,0.0,0.0
1778194020.447,2696.204,0.0,0.0,0.0,0.0
1778194020.949,2696.705,0.0,0.0,0.0,0.0
1778194021.450,2697.207,0.0,0.0,0.0,0.0
1778194021.901,2697.658,0.0,0.0,0.0,0.0
1778194022.403,2698.160,0.0,0.0,0.0,0.0
1778194022.905,2698.661,0.0,0.0,0.0,0.0
1778194023.406,2699.163,0.0,0.0,0.0,0.0
