time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778194419.010,3094.767,0.0,0.0,0.0,0.0
1778194419.511,3095.268,0.0,0.0,0.0,0.0
1778194420.013,3095.769,0.0,0.0,0.0,0.0
1778194420.514,3096.271,0.0,0.0,0.0,0.0
1778194421.016,3096.772,0.0,0.0,0.0,0.0
1778194421.517,3097.274,0.0,0.0,0.0,0.0
1778194422.019,3097.775,0.0,0.0,0.0,0.0
1778194422.520,3098.277,0.0,0.0,0.0,0.0
1778194423.022,3098.779,0.0,0.0,0.0,0.0
1778194423.523,3099.280,0.0,0.0,0.0,0.0
1778194424.025,3099.781,0.0,0.0,0.0,0.0
1778194424.526,3100.283,0.0,0.0,0.0,0.0
1778194425.028,3100.784,0.0,0.0,0.0,0.0
1778194425.529,3101.286,0.0,0.0,0.0,0.0
1778194426.031,3101.787,0.0,0.0,0.0,0.0
1778194426.532,3102.289,0.0,0.0,0.0,0.0
1778194427.033,3102.790,0.0,0.0,0.0,0.0
1778194427.535,3103.292,0.0,0.0,0.0,0.0
1778194428.037,3103.793,0.0,0.0,0.0,0.0
1778194428.538,3104.295,0.0,0.0,0.0,0.0
1778194429.040,3104.797,0.0,0.0,0.0,0.0
1778194429.542,3105.298,0.0,0.0,0.0,0.0
1778194430.043,3105.800,0.0,0.0,0.0,0.0
1778194430.546,3106.302,0.0,0.0,0.0,0.0
1778194431.047,3106.803,0.0,0.0,0.0,0.0
1778194431.548,3107.305,0.0,0.0,0.0,0.0
1778194432.050,3107.806,0.0,0.0,0.0,0.0
1778194432.501,3108.257,0.0,0.0,0.0,0.0
1778194433.002,3108.759,0.0,0.0,0.0,0.0
1778194433.503,3109.260,0.0,0.0,0.0,0.0
1778194434.005,3109.761,0.0,0.0,0.0,0.0
1778194434.507,3110.264,0.0,0.0,0.0,0.0
1778194435.009,3110.766,0.0,0.0,0.0,0.0
1778194435.511,3111.267,0.0,0.0,0.0,0.0
1778194436.012,3111.768,0.0,0.0,0.0,0.0
1778194436.513,3112.270,0.0,0.0,0.0,0.0
1778194437.014,3112.771,0.0,0.0,0.0,0.0
1778194437.516,3113.272,0.0,0.0,0.0,0.0
1778194438.019,3113.775,0.0,0.0,0.0,0.0
1778194438.520,3114.277,0.0,0.0,0.0,0.0
1778194439.022,3114.778,0.0,0.0,0.0,0.0
1778194439.523,3115.280,0.0,0.0,0.0,0.0
1778194440.025,3115.781,0.0,0.0,0.0,0.0
1778194440.526,3116.283,0.0,0.0,0.0,0.0
1778194441.028,3116.784,0.0,0.0,0.0,0.0
1778194441.529,3117.286,0.0,0.0,0.0,0.0
1778194442.030,3117.787,0.0,0.0,0.0,0.0
1778194442.532,3118.288,0.0,0.0,0.0,0.0
1778194443.033,3118.790,0.0,0.0,0.0,0.0
1778194443.535,3119.291,0.0,0.0,0.0,0.0
1778194444.036,3119.792,0.0,0.0,0.0,0.0
1778194444.537,3120.294,0.0,0.0,0.0,0.0
1778194445.039,3120.795,0.0,0.0,0.0,0.0
1778194445.540,3121.297,0.0,0.0,0.0,0.0
1778194446.042,3121.798,0.0,0.0,0.0,0.0
1778194446.543,3122.299,0.0,0.0,0.0,0.0
1778194447.044,3122.801,0.0,0.0,0.0,0.0
1778194447.546,3123.303,0.0,0.0,0.0,0.0
1778194448.048,3123.804,0.0,0.0,0.0,0.0
1778194448.549,3124.306,0.0,0.0,0.0,0.0
1778194449.000,3124.757,0.0,0.0,0.0,0.0
1778194449.502,3125.258,0.0,0.0,0.0,0.0
1778194450.003,3125.760,0.0,0.0,0.0,0.0
1778194450.504,3126.261,0.0,0.0,0.0,0.0
1778194451.006,3126.762,0.0,0.0,0.0,0.0
1778194451.507,3127.264,0.0,0.0,0.0,0.0
1778194452.009,3127.766,0.0,0.0,0.0,0.0
1778194452.511,3128.267,0.0,0.0,0.0,0.0
1778194453.012,3128.769,0.0,0.0,0.0,0.0
1778194453.514,3129.270,0.0,0.0,0.0,0.0
1778194454.015,3129.771,0.0,0.0,0.0,0.0
1778194454.517,3130.273,0.0,0.0,0.0,0.0
1778194455.018,3130.775,0.0,0.0,0.0,0.0
1778194455.520,3131.276,0.0,0.0,0.0,0.0
1778194456.021,3131.778,0.0,0.0,0.0,0.0
1778194456.523,3132.279,0.0,0.0,0.0,0.0
1778194457.024,3132.781,0.0,0.0,0.0,0.0
1778194457.526,3133.283,0.0,0.0,0.0,0.0
1778194458.027,3133.784,0.0,0.0,0.0,0.0
1778194458.529,3134.285,0.0,0.0,0.0,0.0
1778194459.031,3134.787,0.0,0.0,0.0,0.0
1778194459.532,3135.289,0.0,0.0,0.0,0.0
1778194460.034,3135.790,0.0,0.0,0.0,0.0
1778194460.535,3136.291,0.0,0.0,0.0,0.0
1778194461.037,3136.793,0.0,0.0,0.0,0.0
1778194461.538,3137.295,0.0,0.0,0.0,0.0
1778194462.040,3137.796,0.0,0.0,0.0,0.0
1778194462.541,3138.298,0.0,0.0,0.0,0.0
1778194463.043,3138.799,0.0,0.0,0.0,0.0
1778194463.545,3139.302,0.0,0.0,0.0,0.0
1778194464.047,3139.803,0.0,0.0,0.0,0.0
1778194464.549,3140.305,0.0,0.0,0.0,0.0
1778194465.000,3140.756,0.0,0.0,0.0,0.0
1778194465.501,3141.258,0.0,0.0,0.0,0.0
1778194466.003,3141.759,0.0,0.0,0.0,0.0
1778194466.504,3142.261,0.0,0.0,0.0,0.0
1778194467.006,3142.762,0.0,0.0,0.0,0.0
1778194467.507,3143.264,0.0,0.0,0.0,0.0
1778194468.009,3143.765,0.0,0.0,0.0,0.0
1778194468.510,3144.266,0.0,0.0,0.0,0.0
1778194469.011,3144.768,0.0,0.0,0.0,0.0
1778194469.513,3145.269,0.0,0.0,0.0,0.0
1778194470.014,3145.771,0.0,0.0,0.0,0.0
1778194470.515,3146.272,0.0,0.0,0.0,0.0
