time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active
1778194418.960,3094.716,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194419.461,3095.218,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194419.963,3095.719,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194420.464,3096.221,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194420.966,3096.722,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194421.417,3097.173,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194421.918,3097.675,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194422.420,3098.176,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194422.922,3098.678,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194423.423,3099.179,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194423.924,3099.681,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194424.426,3100.182,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194424.928,3100.684,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194425.429,3101.186,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194425.930,3101.687,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194426.432,3102.188,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194426.933,3102.690,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194427.435,3103.192,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194427.937,3103.693,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194428.438,3104.194,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194428.940,3104.696,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194429.441,3105.198,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194429.943,3105.700,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194430.445,3106.202,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194430.947,3106.703,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194431.448,3107.205,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194431.949,3107.706,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194432.451,3108.207,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194432.952,3108.708,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194433.453,3109.210,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194433.955,3109.711,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194434.457,3110.213,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194434.959,3110.715,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194435.460,3111.217,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194435.962,3111.718,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194436.463,3112.220,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194436.964,3112.721,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194437.466,3113.222,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194437.918,3113.675,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194438.420,3114.176,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194438.921,3114.678,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194439.423,3115.179,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194439.924,3115.681,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194440.426,3116.182,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194440.927,3116.684,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194441.429,3117.185,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194441.930,3117.687,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194442.431,3118.188,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194442.933,3118.689,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194443.434,3119.191,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194443.936,3119.692,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194444.437,3120.194,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194444.939,3120.695,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194445.440,3121.197,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194445.941,3121.698,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194446.443,3122.199,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194446.944,3122.701,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194447.446,3123.202,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194447.948,3123.704,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194448.449,3124.205,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194448.950,3124.707,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194449.452,3125.208,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194449.953,3125.709,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194450.454,3126.211,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194450.956,3126.712,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194451.457,3127.214,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194451.959,3127.715,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194452.461,3128.217,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194452.962,3128.719,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194453.463,3129.220,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194453.965,3129.721,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194454.466,3130.223,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194454.918,3130.674,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194455.419,3131.176,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194455.921,3131.677,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194456.422,3132.179,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194456.924,3132.680,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194457.426,3133.182,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194457.927,3133.684,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194458.429,3134.185,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194458.930,3134.687,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194459.432,3135.188,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194459.933,3135.690,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194460.435,3136.191,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194460.936,3136.693,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194461.438,3137.194,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194461.940,3137.696,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194462.441,3138.198,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194462.942,3138.699,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194463.444,3139.201,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194463.946,3139.703,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194464.448,3140.205,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194464.950,3140.706,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194465.451,3141.208,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194465.953,3141.709,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194466.454,3142.211,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194466.956,3142.712,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194467.457,3143.214,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194467.958,3143.715,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194468.460,3144.216,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194468.961,3144.718,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194469.463,3145.219,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194469.964,3145.720,0,0,1,0,0,0,0,0,0,0,0,0,1
