time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778194418.709,3094.466,0.0,0.0,0.0,22.7,0.0,0
1778194419.211,3094.967,0.0,0.0,0.0,22.7,0.0,0
1778194419.712,3095.468,0.0,0.0,0.0,22.7,0.0,0
1778194420.213,3095.970,0.0,0.0,0.0,22.7,0.0,0
1778194420.715,3096.471,0.0,0.0,0.0,22.7,0.0,0
1778194421.216,3096.973,0.0,0.0,0.0,22.7,0.0,0
1778194421.718,3097.474,0.0,0.0,0.0,22.7,0.0,0
1778194422.219,3097.976,0.0,0.0,0.0,22.7,0.0,0
1778194422.721,3098.477,0.0,0.0,0.0,22.7,0.0,0
1778194423.223,3098.979,0.0,0.0,0.0,22.7,0.0,0
1778194423.724,3099.480,0.0,0.0,0.0,22.6,0.0,0
1778194424.225,3099.982,0.0,0.0,0.0,22.7,0.0,0
1778194424.727,3100.484,0.0,0.0,0.0,22.6,0.0,0
1778194425.228,3100.985,0.0,0.0,0.0,22.6,0.0,0
1778194425.730,3101.486,0.0,0.0,0.0,22.7,0.0,0
1778194426.231,3101.988,0.0,0.0,0.0,22.7,0.0,0
1778194426.733,3102.489,0.0,0.0,0.0,22.7,0.0,0
1778194427.234,3102.991,0.0,0.0,0.0,22.7,0.0,0
1778194427.736,3103.492,0.0,0.0,0.0,22.7,0.0,0
1778194428.237,3103.994,0.0,0.0,0.0,22.7,0.0,0
1778194428.739,3104.495,0.0,0.0,0.0,22.7,0.0,0
1778194429.241,3104.997,0.0,0.0,0.0,22.7,0.0,0
1778194429.742,3105.499,0.0,0.0,0.0,22.7,0.0,0
1778194430.244,3106.001,0.0,0.0,0.0,22.6,0.0,0
1778194430.746,3106.503,0.0,0.0,0.0,22.7,0.0,0
1778194431.247,3107.004,0.0,0.0,0.0,22.7,0.0,0
1778194431.749,3107.505,0.0,0.0,0.0,22.6,0.0,0
1778194432.250,3108.007,0.0,0.0,0.0,22.7,0.0,0
1778194432.751,3108.508,0.0,0.0,0.0,22.7,0.0,0
1778194433.253,3109.009,0.0,0.0,0.0,22.7,0.0,0
1778194433.754,3109.511,0.0,0.0,0.0,22.7,0.0,0
1778194434.256,3110.013,0.0,0.0,0.0,22.7,0.0,0
1778194434.708,3110.465,0.0,0.0,0.0,22.7,0.0,0
1778194435.210,3110.966,0.0,0.0,0.0,22.7,0.0,0
1778194435.711,3111.468,0.0,0.0,0.0,22.6,0.0,0
1778194436.212,3111.969,0.0,0.0,0.0,22.7,0.0,0
1778194436.714,3112.470,0.0,0.0,0.0,22.7,0.0,0
1778194437.215,3112.972,0.0,0.0,0.0,22.7,0.0,0
1778194437.717,3113.473,0.0,0.0,0.0,22.7,0.0,0
1778194438.219,3113.976,0.0,0.0,0.0,22.7,0.0,0
1778194438.721,3114.477,0.0,0.0,0.0,22.7,0.0,0
1778194439.222,3114.979,0.0,0.0,0.0,22.7,0.0,0
1778194439.724,3115.480,0.0,0.0,0.0,22.7,0.0,0
1778194440.225,3115.982,0.0,0.0,0.0,22.7,0.0,0
1778194440.727,3116.483,0.0,0.0,0.0,22.7,0.0,0
1778194441.228,3116.985,0.0,0.0,0.0,22.7,0.0,0
1778194441.730,3117.486,0.0,0.0,0.0,22.7,0.0,0
1778194442.231,3117.987,0.0,0.0,0.0,22.6,0.0,0
1778194442.732,3118.489,0.0,0.0,0.0,22.7,0.0,0
1778194443.234,3118.990,0.0,0.0,0.0,22.7,0.0,0
1778194443.735,3119.492,0.0,0.0,0.0,22.6,0.0,0
1778194444.237,3119.993,0.0,0.0,0.0,22.7,0.0,0
1778194444.738,3120.495,0.0,0.0,0.0,22.7,0.0,0
1778194445.239,3120.996,0.0,0.0,0.0,22.7,0.0,0
1778194445.741,3121.497,0.0,0.0,0.0,22.7,0.0,0
1778194446.242,3121.999,0.0,0.0,0.0,22.7,0.0,0
1778194446.744,3122.500,0.0,0.0,0.0,22.7,0.0,0
1778194447.245,3123.002,0.0,0.0,0.0,22.7,0.0,0
1778194447.747,3123.503,0.0,0.0,0.0,22.7,0.0,0
1778194448.248,3124.005,0.0,0.0,0.0,22.7,0.0,0
1778194448.750,3124.506,0.0,0.0,0.0,22.7,0.0,0
1778194449.251,3125.008,0.0,0.0,0.0,22.7,0.0,0
1778194449.752,3125.509,0.0,0.0,0.0,22.7,0.0,0
1778194450.254,3126.010,0.0,0.0,0.0,22.7,0.0,0
1778194450.755,3126.512,0.0,0.0,0.0,22.7,0.0,0
1778194451.256,3127.013,0.0,0.0,0.0,22.7,0.0,0
1778194451.758,3127.514,0.0,0.0,0.0,22.7,0.0,0
1778194452.210,3127.966,0.0,0.0,0.0,22.7,0.0,0
1778194452.711,3128.468,0.0,0.0,0.0,22.7,0.0,0
1778194453.213,3128.969,0.0,0.0,0.0,22.7,0.0,0
1778194453.714,3129.471,0.0,0.0,0.0,22.7,0.0,0
1778194454.215,3129.972,0.0,0.0,0.0,22.7,0.0,0
1778194454.717,3130.474,0.0,0.0,0.0,22.7,0.0,0
1778194455.219,3130.975,0.0,0.0,0.0,22.7,0.0,0
1778194455.720,3131.477,0.0,0.0,0.0,22.6,0.0,0
1778194456.222,3131.978,0.0,0.0,0.0,22.7,0.0,0
1778194456.723,3132.480,0.0,0.0,0.0,22.6,0.0,0
1778194457.225,3132.982,0.0,0.0,0.0,22.7,0.0,0
1778194457.727,3133.483,0.0,0.0,0.0,22.7,0.0,0
1778194458.228,3133.985,0.0,0.0,0.0,22.7,0.0,0
1778194458.729,3134.486,0.0,0.0,0.0,22.7,0.0,0
1778194459.231,3134.988,0.0,0.0,0.0,22.7,0.0,0
1778194459.733,3135.489,0.0,0.0,0.0,22.7,0.0,0
1778194460.234,3135.991,0.0,0.0,0.0,22.7,0.0,0
1778194460.735,3136.492,0.0,0.0,0.0,22.7,0.0,0
1778194461.237,3136.994,0.0,0.0,0.0,22.7,0.0,0
1778194461.739,3137.495,0.0,0.0,0.0,22.7,0.0,0
1778194462.240,3137.997,0.0,0.0,0.0,22.7,0.0,0
1778194462.742,3138.498,0.0,0.0,0.0,22.7,0.0,0
1778194463.243,3139.000,0.0,0.0,0.0,22.7,0.0,0
1778194463.746,3139.502,0.0,0.0,0.0,22.7,0.0,0
1778194464.248,3140.004,0.0,0.0,0.0,22.7,0.0,0
1778194464.749,3140.506,0.0,0.0,0.0,22.7,0.0,0
1778194465.251,3141.007,0.0,0.0,0.0,22.7,0.0,0
1778194465.752,3141.509,0.0,0.0,0.0,22.7,0.0,0
1778194466.254,3142.010,0.0,0.0,0.0,22.7,0.0,0
1778194466.755,3142.511,0.0,0.0,0.0,22.7,0.0,0
1778194467.256,3143.013,0.0,0.0,0.0,22.7,0.0,0
1778194467.758,3143.514,0.0,0.0,0.0,22.7,0.0,0
1778194468.209,3143.966,0.0,0.0,0.0,22.7,0.0,0
1778194468.710,3144.467,0.0,0.0,0.0,22.7,0.0,0
1778194469.212,3144.968,0.0,0.0,0.0,22.7,0.0,0
1778194469.713,3145.470,0.0,0.0,0.0,22.7,0.0,0
1778194470.215,3145.971,0.0,0.0,0.0,22.7,0.0,0
1778194470.716,3146.472,0.0,0.0,0.0,22.7,0.0,0
1778194471.217,3146.974,0.0,0.0,0.0,22.7,0.0,0
1778194471.719,3147.475,0.0,0.0,0.0,22.7,0.0,0
1778194472.220,3147.977,0.0,0.0,0.0,22.7,0.0,0
1778194472.722,3148.478,0.0,0.0,0.0,22.7,0.0,0
1778194473.223,3148.979,0.0,0.0,0.0,22.7,0.0,0
1778194473.725,3149.481,0.0,0.0,0.0,22.7,0.0,0
1778194474.226,3149.983,0.0,0.0,0.0,22.7,0.0,0
1778194474.728,3150.484,0.0,0.0,0.0,22.7,0.0,0
1778194475.229,3150.986,0.0,0.0,0.0,22.7,0.0,0
