time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778194418.759,3094.516,0.0,0.0,0.0,0.0
1778194419.261,3095.017,0.0,0.0,0.0,0.0
1778194419.762,3095.519,0.0,0.0,0.0,0.0
1778194420.264,3096.020,0.0,0.0,0.0,0.0
1778194420.765,3096.521,0.0,0.0,0.0,0.0
1778194421.266,3097.023,0.0,0.0,0.0,0.0
1778194421.768,3097.524,0.0,0.0,0.0,0.0
1778194422.269,3098.026,0.0,0.0,0.0,0.0
1778194422.771,3098.528,0.0,0.0,0.0,0.0
1778194423.273,3099.029,0.0,0.0,0.0,0.0
1778194423.774,3099.530,0.0,0.0,0.0,0.0
1778194424.275,3100.032,0.0,0.0,0.0,0.0
1778194424.777,3100.534,0.0,0.0,0.0,0.0
1778194425.279,3101.035,0.0,0.0,0.0,0.0
1778194425.780,3101.537,0.0,0.0,0.0,0.0
1778194426.281,3102.038,0.0,0.0,0.0,0.0
1778194426.783,3102.539,0.0,0.0,0.0,0.0
1778194427.284,3103.041,0.0,0.0,0.0,0.0
1778194427.786,3103.543,0.0,0.0,0.0,0.0
1778194428.288,3104.044,0.0,0.0,0.0,0.0
1778194428.789,3104.546,0.0,0.0,0.0,0.0
1778194429.291,3105.047,0.0,0.0,0.0,0.0
1778194429.793,3105.549,0.0,0.0,0.0,0.0
1778194430.295,3106.051,0.0,0.0,0.0,0.0
1778194430.796,3106.553,0.0,0.0,0.0,0.0
1778194431.298,3107.054,0.0,0.0,0.0,0.0
1778194431.799,3107.555,0.0,0.0,0.0,0.0
1778194432.250,3108.007,0.0,0.0,0.0,0.0
1778194432.751,3108.508,0.0,0.0,0.0,0.0
1778194433.253,3109.009,0.0,0.0,0.0,0.0
1778194433.754,3109.511,0.0,0.0,0.0,0.0
1778194434.256,3110.013,0.0,0.0,0.0,0.0
1778194434.758,3110.515,0.0,0.0,0.0,0.0
1778194435.260,3111.016,0.0,0.0,0.0,0.0
1778194435.761,3111.518,0.0,0.0,0.0,0.0
1778194436.263,3112.019,0.0,0.0,0.0,0.0
1778194436.764,3112.520,0.0,0.0,0.0,0.0
1778194437.265,3113.022,0.0,0.0,0.0,0.0
1778194437.768,3113.524,0.0,0.0,0.0,0.0
1778194438.269,3114.026,0.0,0.0,0.0,0.0
1778194438.771,3114.527,0.0,0.0,0.0,0.0
1778194439.272,3115.029,0.0,0.0,0.0,0.0
1778194439.774,3115.530,0.0,0.0,0.0,0.0
1778194440.275,3116.032,0.0,0.0,0.0,0.0
1778194440.777,3116.533,0.0,0.0,0.0,0.0
1778194441.278,3117.035,0.0,0.0,0.0,0.0
1778194441.780,3117.536,0.0,0.0,0.0,0.0
1778194442.281,3118.038,0.0,0.0,0.0,0.0
1778194442.782,3118.539,0.0,0.0,0.0,0.0
1778194443.284,3119.040,0.0,0.0,0.0,0.0
1778194443.785,3119.542,0.0,0.0,0.0,0.0
1778194444.287,3120.043,0.0,0.0,0.0,0.0
1778194444.788,3120.545,0.0,0.0,0.0,0.0
1778194445.290,3121.046,0.0,0.0,0.0,0.0
1778194445.791,3121.547,0.0,0.0,0.0,0.0
1778194446.292,3122.049,0.0,0.0,0.0,0.0
1778194446.794,3122.550,0.0,0.0,0.0,0.0
1778194447.295,3123.052,0.0,0.0,0.0,0.0
1778194447.797,3123.554,0.0,0.0,0.0,0.0
1778194448.299,3124.055,0.0,0.0,0.0,0.0
1778194448.750,3124.506,0.0,0.0,0.0,0.0
1778194449.251,3125.008,0.0,0.0,0.0,0.0
