time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778193892.344,2568.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778193892.846,2568.602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1778193893.347,2569.104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1778193893.849,2569.605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1778193894.350,2570.106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1778193894.851,2570.608,1778193894.360202,4.0555499170000076,11.03515625,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193895.353,2571.109,1778193894.360202,4.0555499170000076,11.03515625,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193895.854,2571.610,1778193894.360202,4.0555499170000076,11.03515625,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193896.355,2572.112,1778193894.360202,4.0555499170000076,11.03515625,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193896.857,2572.613,1778193896.379134,6.074481592000211,26.171875,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193897.358,2573.115,1778193896.379134,6.074481592000211,26.171875,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193897.859,2573.616,1778193896.379134,6.074481592000211,26.171875,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1778193898.361,2574.117,1778193896.379134,6.074481592000211,26.171875,6.081251791700915,12.0,1.0,0.0,0.0,0.0,1.0,0.0
