time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778194907.816,3583.573,0.0,0.0,0.0,0.0
1778194908.318,3584.074,0.0,0.0,0.0,0.0
1778194908.819,3584.576,0.0,0.0,0.0,0.0
1778194909.321,3585.077,0.0,0.0,0.0,0.0
1778194909.822,3585.579,0.0,0.0,0.0,0.0
1778194910.323,3586.080,0.0,0.0,0.0,0.0
1778194910.825,3586.581,0.0,0.0,0.0,0.0
1778194911.327,3587.083,0.0,0.0,0.0,0.0
1778194911.828,3587.585,0.0,0.0,0.0,0.0
1778194912.330,3588.086,0.0,0.0,0.0,0.0
1778194912.831,3588.588,0.0,0.0,0.0,0.0
1778194913.332,3589.089,0.0,0.0,0.0,0.0
1778194913.834,3589.590,0.0,0.0,0.0,0.0
1778194914.335,3590.092,0.0,0.0,0.0,0.0
1778194914.837,3590.593,0.0,0.0,0.0,0.0
1778194915.338,3591.094,0.0,0.0,0.0,0.0
1778194915.839,3591.596,0.0,0.0,0.0,0.0
1778194916.341,3592.097,0.0,0.0,0.0,0.0
1778194916.842,3592.599,0.0,0.0,0.0,0.0
1778194917.344,3593.100,0.0,0.0,0.0,0.0
1778194917.845,3593.602,0.0,0.0,0.0,0.0
1778194918.347,3594.103,0.0,0.0,0.0,0.0
1778194918.848,3594.605,0.0,0.0,0.0,0.0
1778194919.350,3595.107,0.0,0.0,0.0,0.0
1778194919.852,3595.608,0.0,0.0,0.0,0.0
1778194920.353,3596.109,0.0,0.0,0.0,0.0
1778194920.854,3596.611,0.0,0.0,0.0,0.0
1778194921.356,3597.112,0.0,0.0,0.0,0.0
1778194921.857,3597.614,0.0,0.0,0.0,0.0
1778194922.359,3598.115,0.0,0.0,0.0,0.0
1778194922.810,3598.567,0.0,0.0,0.0,0.0
1778194923.312,3599.068,0.0,0.0,0.0,0.0
1778194923.813,3599.570,0.0,0.0,0.0,0.0
1778194924.315,3600.072,0.0,0.0,0.0,0.0
1778194924.816,3600.573,0.0,0.0,0.0,0.0
1778194925.318,3601.074,0.0,0.0,0.0,0.0
1778194925.819,3601.576,0.0,0.0,0.0,0.0
1778194926.321,3602.077,0.0,0.0,0.0,0.0
1778194926.822,3602.579,0.0,0.0,0.0,0.0
1778194927.324,3603.080,0.0,0.0,0.0,0.0
1778194927.825,3603.582,0.0,0.0,0.0,0.0
1778194928.327,3604.083,0.0,0.0,0.0,0.0
1778194928.828,3604.585,0.0,0.0,0.0,0.0
1778194929.330,3605.087,0.0,0.0,0.0,0.0
1778194929.831,3605.588,0.0,0.0,0.0,0.0
1778194930.333,3606.089,0.0,0.0,0.0,0.0
1778194930.834,3606.591,0.0,0.0,0.0,0.0
1778194931.336,3607.092,0.0,0.0,0.0,0.0
1778194931.837,3607.594,0.0,0.0,0.0,0.0
1778194932.339,3608.095,0.0,0.0,0.0,0.0
1778194932.840,3608.597,0.0,0.0,0.0,0.0
1778194933.341,3609.098,0.0,0.0,0.0,0.0
1778194933.843,3609.600,0.0,0.0,0.0,0.0
1778194934.345,3610.101,0.0,0.0,0.0,0.0
1778194934.846,3610.603,0.0,0.0,0.0,0.0
1778194935.348,3611.104,0.0,0.0,0.0,0.0
1778194935.849,3611.606,0.0,0.0,0.0,0.0
1778194936.351,3612.107,0.0,0.0,0.0,0.0
1778194936.852,3612.609,0.0,0.0,0.0,0.0
1778194937.354,3613.110,0.0,0.0,0.0,0.0
1778194937.855,3613.612,0.0,0.0,0.0,0.0
1778194938.356,3614.113,0.0,0.0,0.0,0.0
1778194938.858,3614.614,0.0,0.0,0.0,0.0
1778194939.359,3615.116,0.0,0.0,0.0,0.0
1778194939.810,3615.567,0.0,0.0,0.0,0.0
1778194940.312,3616.068,0.0,0.0,0.0,0.0
1778194940.813,3616.570,0.0,0.0,0.0,0.0
1778194941.315,3617.072,0.0,0.0,0.0,0.0
1778194941.817,3617.573,0.0,0.0,0.0,0.0
1778194942.318,3618.074,0.0,0.0,0.0,0.0
1778194942.819,3618.576,0.0,0.0,0.0,0.0
1778194943.321,3619.077,0.0,0.0,0.0,0.0
1778194943.822,3619.579,0.0,0.0,0.0,0.0
1778194944.323,3620.080,0.0,0.0,0.0,0.0
1778194944.825,3620.581,0.0,0.0,0.0,0.0
1778194945.327,3621.083,0.0,0.0,0.0,0.0
1778194945.828,3621.584,0.0,0.0,0.0,0.0
1778194946.330,3622.086,0.0,0.0,0.0,0.0
1778194946.831,3622.588,0.0,0.0,0.0,0.0
1778194947.332,3623.089,0.0,0.0,0.0,0.0
1778194947.834,3623.590,0.0,0.0,0.0,0.0
1778194948.335,3624.092,0.0,0.0,0.0,0.0
1778194948.837,3624.593,0.0,0.0,0.0,0.0
1778194949.338,3625.094,0.0,0.0,0.0,0.0
1778194949.839,3625.596,0.0,0.0,0.0,0.0
1778194950.341,3626.097,0.0,0.0,0.0,0.0
1778194950.842,3626.599,0.0,0.0,0.0,0.0
1778194951.344,3627.100,0.0,0.0,0.0,0.0
1778194951.845,3627.602,0.0,0.0,0.0,0.0
1778194952.346,3628.103,0.0,0.0,0.0,0.0
1778194952.848,3628.604,0.0,0.0,0.0,0.0
1778194953.349,3629.105,0.0,0.0,0.0,0.0
1778194953.850,3629.607,0.0,0.0,0.0,0.0
1778194954.352,3630.108,0.0,0.0,0.0,0.0
1778194954.853,3630.609,0.0,0.0,0.0,0.0
1778194955.355,3631.111,0.0,0.0,0.0,0.0
1778194955.856,3631.612,0.0,0.0,0.0,0.0
1778194956.357,3632.114,0.0,0.0,0.0,0.0
1778194956.859,3632.615,0.0,0.0,0.0,0.0
1778194957.310,3633.067,0.0,0.0,0.0,0.0
1778194957.812,3633.569,0.0,0.0,0.0,0.0
1778194958.314,3634.070,0.0,0.0,0.0,0.0
1778194958.815,3634.571,0.0,0.0,0.0,0.0
1778194959.316,3635.073,0.0,0.0,0.0,0.0
1778194959.818,3635.574,0.0,0.0,0.0,0.0
1778194960.319,3636.076,0.0,0.0,0.0,0.0
1778194960.821,3636.577,0.0,0.0,0.0,0.0
1778194961.322,3637.078,0.0,0.0,0.0,0.0
1778194961.823,3637.580,0.0,0.0,0.0,0.0
1778194962.325,3638.081,0.0,0.0,0.0,0.0
1778194962.826,3638.583,0.0,0.0,0.0,0.0
1778194963.328,3639.085,0.0,0.0,0.0,0.0
1778194963.830,3639.586,0.0,0.0,0.0,0.0
1778194964.331,3640.087,0.0,0.0,0.0,0.0
1778194964.832,3640.589,0.0,0.0,0.0,0.0
1778194965.334,3641.090,0.0,0.0,0.0,0.0
1778194965.835,3641.592,0.0,0.0,0.0,0.0
1778194966.337,3642.093,0.0,0.0,0.0,0.0
1778194966.838,3642.594,0.0,0.0,0.0,0.0
1778194967.339,3643.096,0.0,0.0,0.0,0.0
1778194967.841,3643.598,0.0,0.0,0.0,0.0
1778194968.342,3644.099,0.0,0.0,0.0,0.0
1778194968.844,3644.600,0.0,0.0,0.0,0.0
1778194969.345,3645.102,0.0,0.0,0.0,0.0
1778194969.846,3645.603,0.0,0.0,0.0,0.0
1778194970.348,3646.104,0.0,0.0,0.0,0.0
1778194970.849,3646.606,0.0,0.0,0.0,0.0
1778194971.350,3647.107,0.0,0.0,0.0,0.0
1778194971.852,3647.608,0.0,0.0,0.0,0.0
1778194972.354,3648.110,0.0,0.0,0.0,0.0
1778194972.855,3648.612,0.0,0.0,0.0,0.0
1778194973.356,3649.113,0.0,0.0,0.0,0.0
1778194973.858,3649.614,0.0,0.0,0.0,0.0
1778194974.359,3650.116,0.0,0.0,0.0,0.0
1778194974.811,3650.567,0.0,0.0,0.0,0.0
1778194975.312,3651.069,0.0,0.0,0.0,0.0
1778194975.814,3651.571,0.0,0.0,0.0,0.0
1778194976.315,3652.072,0.0,0.0,0.0,0.0
1778194976.817,3652.573,0.0,0.0,0.0,0.0
1778194977.318,3653.074,0.0,0.0,0.0,0.0
1778194977.819,3653.576,0.0,0.0,0.0,0.0
1778194978.321,3654.077,0.0,0.0,0.0,0.0
1778194978.822,3654.579,0.0,0.0,0.0,0.0
1778194979.324,3655.080,0.0,0.0,0.0,0.0
1778194979.825,3655.582,0.0,0.0,0.0,0.0
1778194980.327,3656.083,0.0,0.0,0.0,0.0
1778194980.828,3656.585,0.0,0.0,0.0,0.0
1778194981.329,3657.086,0.0,0.0,0.0,0.0
1778194981.831,3657.587,0.0,0.0,0.0,0.0
1778194982.333,3658.089,0.0,0.0,0.0,0.0
1778194982.834,3658.590,0.0,0.0,0.0,0.0
1778194983.336,3659.092,0.0,0.0,0.0,0.0
