time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778206181.104,543.776,0.0,0.0,0.0,0.0,0.0,0
1778206181.606,544.278,0.0,0.0,0.0,0.0,0.0,0
1778206182.107,544.779,0.0,0.0,0.0,0.0,0.0,0
1778206182.608,545.281,0.0,0.0,0.0,0.0,0.0,0
1778206183.110,545.782,0.0,0.0,0.0,0.0,0.0,0
1778206183.611,546.283,0.0,0.0,0.0,0.0,0.0,0
1778206184.113,546.785,0.0,0.0,0.0,0.0,0.0,0
1778206184.614,547.286,0.0,0.0,0.0,0.0,0.0,0
1778206185.116,547.788,0.0,0.0,0.0,0.0,0.0,0
1778206185.617,548.289,0.0,0.0,0.0,0.0,0.0,0
1778206186.118,548.791,0.0,0.0,0.0,0.0,0.0,0
1778206186.620,549.292,0.0,0.0,0.0,0.0,0.0,0
1778206187.121,549.793,0.0,0.0,0.0,0.0,0.0,0
1778206187.623,550.295,0.0,0.0,0.0,0.0,0.0,0
1778206188.124,550.796,0.0,0.0,0.0,0.0,0.0,0
1778206188.625,551.297,0.0,0.0,0.0,0.0,0.0,0
1778206189.127,551.799,0.0,0.0,0.0,0.0,0.0,0
1778206189.628,552.301,0.0,0.0,0.0,0.0,0.0,0
1778206190.130,552.803,0.0,0.0,0.0,0.0,0.0,0
1778206190.632,553.304,0.0,0.0,0.0,0.0,0.0,0
1778206191.133,553.805,0.0,0.0,0.0,0.0,0.0,0
1778206191.634,554.307,0.0,0.0,0.0,0.0,0.0,0
1778206192.136,554.808,0.0,0.0,0.0,0.0,0.0,0
1778206192.637,555.309,0.0,0.0,0.0,0.0,0.0,0
1778206193.139,555.811,0.0,0.0,0.0,0.0,0.0,0
1778206193.640,556.312,0.0,0.0,0.0,0.0,0.0,0
1778206194.142,556.814,0.0,0.0,0.0,0.0,0.0,0
1778206194.643,557.316,0.0,0.0,0.0,0.0,0.0,0
1778206195.145,557.817,0.0,0.0,0.0,0.0,0.0,0
1778206195.646,558.318,0.0,0.0,0.0,0.0,0.0,0
1778206196.147,558.820,0.0,0.0,0.0,0.0,0.0,0
1778206196.649,559.321,0.0,0.0,0.0,0.0,0.0,0
1778206197.150,559.822,0.0,0.0,0.0,0.0,0.0,0
1778206197.601,560.274,0.0,0.0,0.0,0.0,0.0,0
1778206198.103,560.775,0.0,0.0,0.0,0.0,0.0,0
1778206198.604,561.276,0.0,0.0,0.0,0.0,0.0,0
1778206199.105,561.778,0.0,0.0,0.0,0.0,0.0,0
1778206199.607,562.279,0.0,0.0,0.0,0.0,0.0,0
1778206200.108,562.780,0.0,0.0,0.0,0.0,0.0,0
1778206200.610,563.282,0.0,0.0,0.0,0.0,0.0,0
1778206201.111,563.783,0.0,0.0,0.0,0.0,0.0,0
1778206201.612,564.285,0.0,0.0,0.0,0.0,0.0,0
1778206202.114,564.787,0.0,0.0,0.0,0.0,0.0,0
1778206202.616,565.288,0.0,0.0,0.0,0.0,0.0,0
1778206203.117,565.789,0.0,0.0,0.0,0.0,0.0,0
1778206203.619,566.291,0.0,0.0,0.0,0.0,0.0,0
1778206204.120,566.792,0.0,0.0,0.0,0.0,0.0,0
1778206204.622,567.294,0.0,0.0,0.0,0.0,0.0,0
1778206205.123,567.796,0.0,0.0,0.0,0.0,0.0,0
1778206205.625,568.297,0.0,0.0,0.0,0.0,0.0,0
1778206206.126,568.798,0.0,0.0,0.0,0.0,0.0,0
1778206206.628,569.300,0.0,0.0,0.0,0.0,0.0,0
1778206207.130,569.802,0.0,0.0,0.0,0.0,0.0,0
1778206207.631,570.303,0.0,0.0,0.0,0.0,0.0,0
1778206208.132,570.805,0.0,0.0,0.0,0.0,0.0,0
1778206208.634,571.306,0.0,0.0,0.0,0.0,0.0,0
1778206209.135,571.807,0.0,0.0,0.0,0.0,0.0,0
1778206209.637,572.309,0.0,0.0,0.0,0.0,0.0,0
1778206210.138,572.810,0.0,0.0,0.0,0.0,0.0,0
1778206210.640,573.312,0.0,0.0,0.0,0.0,0.0,0
1778206211.141,573.813,0.0,0.0,0.0,0.0,0.0,0
1778206211.643,574.315,0.0,0.0,0.0,0.0,0.0,0
1778206212.145,574.817,0.0,0.0,0.0,0.0,0.0,0
1778206212.646,575.318,0.0,0.0,0.0,0.0,0.0,0
1778206213.148,575.820,0.0,0.0,0.0,0.0,0.0,0
1778206213.649,576.321,0.0,0.0,0.0,0.0,0.0,0
1778206214.150,576.822,0.0,0.0,0.0,0.0,0.0,0
1778206214.601,577.274,0.0,0.0,0.0,0.0,0.0,0
1778206215.103,577.775,0.0,0.0,0.0,0.0,0.0,0
1778206215.604,578.276,0.0,0.0,0.0,0.0,0.0,0
1778206216.106,578.778,0.0,0.0,0.0,0.0,0.0,0
1778206216.607,579.279,0.0,0.0,0.0,0.0,0.0,0
1778206217.109,579.781,0.0,0.0,0.0,0.0,0.0,0
1778206217.610,580.282,0.0,0.0,0.0,0.0,0.0,0
1778206218.111,580.784,0.0,0.0,0.0,0.0,0.0,0
1778206218.613,581.285,0.0,0.0,0.0,0.0,0.0,0
1778206219.114,581.786,0.0,0.0,0.0,0.0,0.0,0
1778206219.615,582.288,0.0,0.0,0.0,0.0,0.0,0
1778206220.117,582.789,0.0,0.0,0.0,0.0,0.0,0
1778206220.618,583.290,0.0,0.0,0.0,0.0,0.0,0
1778206221.119,583.792,0.0,0.0,0.0,0.0,0.0,0
1778206221.621,584.293,0.0,0.0,0.0,0.0,0.0,0
1778206222.123,584.795,0.0,0.0,0.0,0.0,0.0,0
1778206222.624,585.296,0.0,0.0,0.0,0.0,0.0,0
1778206223.125,585.797,0.0,0.0,0.0,0.0,0.0,0
1778206223.627,586.299,0.0,0.0,0.0,0.0,0.0,0
1778206224.129,586.801,0.0,0.0,0.0,0.0,0.0,0
1778206224.630,587.303,0.0,0.0,0.0,0.0,0.0,0
1778206225.132,587.804,0.0,0.0,0.0,0.0,0.0,0
1778206225.633,588.305,0.0,0.0,0.0,0.0,0.0,0
1778206226.135,588.807,0.0,0.0,0.0,0.0,0.0,0
1778206226.636,589.308,0.0,0.0,0.0,0.0,0.0,0
1778206227.138,589.810,0.0,0.0,0.0,0.0,0.0,0
1778206227.639,590.311,0.0,0.0,0.0,0.0,0.0,0
1778206228.140,590.813,0.0,0.0,0.0,0.0,0.0,0
1778206228.642,591.315,0.0,0.0,0.0,0.0,0.0,0
1778206229.144,591.816,0.0,0.0,0.0,0.0,0.0,0
1778206229.646,592.318,0.0,0.0,0.0,0.0,0.0,0
1778206230.147,592.820,0.0,0.0,0.0,0.0,0.0,0
1778206230.649,593.321,0.0,0.0,0.0,0.0,0.0,0
1778206231.150,593.822,0.0,0.0,0.0,0.0,0.0,0
1778206231.601,594.273,0.0,0.0,0.0,0.0,0.0,0
1778206232.103,594.775,0.0,0.0,0.0,0.0,0.0,0
1778206232.604,595.276,0.0,0.0,0.0,0.0,0.0,0
1778206233.106,595.778,0.0,0.0,0.0,0.0,0.0,0
1778206233.607,596.279,0.0,0.0,0.0,0.0,0.0,0
1778206234.108,596.780,0.0,0.0,0.0,0.0,0.0,0
1778206234.610,597.282,0.0,0.0,0.0,0.0,0.0,0
1778206235.111,597.784,0.0,0.0,0.0,0.0,0.0,0
1778206235.613,598.285,0.0,0.0,0.0,0.0,0.0,0
1778206236.114,598.786,0.0,0.0,0.0,0.0,0.0,0
1778206236.615,599.288,0.0,0.0,0.0,0.0,0.0,0
1778206237.117,599.789,0.0,0.0,0.0,0.0,0.0,0
1778206237.618,600.290,0.0,0.0,0.0,0.0,0.0,0
1778206238.120,600.792,0.0,0.0,0.0,0.0,0.0,0
1778206238.621,601.293,0.0,0.0,0.0,0.0,0.0,0
1778206239.122,601.794,0.0,0.0,0.0,0.0,0.0,0
1778206239.624,602.296,0.0,0.0,0.0,0.0,0.0,0
1778206240.125,602.798,0.0,0.0,0.0,0.0,0.0,0
1778206240.627,603.299,0.0,0.0,0.0,0.0,0.0,0
1778206241.128,603.800,0.0,0.0,0.0,0.0,0.0,0
1778206241.630,604.302,0.0,0.0,0.0,0.0,0.0,0
1778206242.132,604.804,0.0,0.0,0.0,0.0,0.0,0
1778206242.633,605.305,0.0,0.0,0.0,0.0,0.0,0
1778206243.134,605.806,0.0,0.0,0.0,0.0,0.0,0
1778206243.636,606.308,0.0,0.0,0.0,0.0,0.0,0
1778206244.137,606.809,0.0,0.0,0.0,0.0,0.0,0
1778206244.639,607.311,0.0,0.0,0.0,0.0,0.0,0
1778206245.140,607.812,0.0,0.0,0.0,0.0,0.0,0
1778206245.642,608.314,0.0,0.0,0.0,0.0,0.0,0
1778206246.143,608.815,0.0,0.0,0.0,0.0,0.0,0
1778206246.645,609.317,0.0,0.0,0.0,0.0,0.0,0
1778206247.146,609.819,0.0,0.0,0.0,0.0,0.0,0
1778206247.648,610.320,0.0,0.0,0.0,0.0,0.0,0
1778206248.149,610.821,0.0,0.0,0.0,0.0,0.0,0
1778206248.651,611.323,0.0,0.0,0.0,0.0,0.0,0
1778206249.102,611.774,0.0,0.0,0.0,0.0,0.0,0
1778206249.603,612.276,0.0,0.0,0.0,0.0,0.0,0
1778206250.105,612.777,0.0,0.0,0.0,0.0,0.0,0
1778206250.606,613.278,0.0,0.0,0.0,0.0,0.0,0
1778206251.108,613.780,0.0,0.0,0.0,0.0,0.0,0
1778206251.609,614.281,0.0,0.0,0.0,0.0,0.0,0
1778206252.111,614.783,0.0,0.0,0.0,0.0,0.0,0
1778206252.612,615.285,0.0,0.0,0.0,0.0,0.0,0
1778206253.114,615.786,0.0,0.0,0.0,0.0,0.0,0
1778206253.615,616.287,0.0,0.0,0.0,0.0,0.0,0
1778206254.116,616.788,0.0,0.0,0.0,0.0,0.0,0
1778206254.618,617.290,0.0,0.0,0.0,0.0,0.0,0
1778206255.119,617.791,0.0,0.0,0.0,0.0,0.0,0
1778206255.621,618.293,0.0,0.0,0.0,0.0,0.0,0
1778206256.122,618.794,0.0,0.0,0.0,0.0,0.0,0
1778206256.624,619.296,0.0,0.0,0.0,0.0,0.0,0
1778206257.125,619.797,0.0,0.0,0.0,0.0,0.0,0
1778206257.627,620.299,0.0,0.0,0.0,0.0,0.0,0
1778206258.128,620.800,0.0,0.0,0.0,0.0,0.0,0
1778206258.630,621.302,0.0,0.0,0.0,0.0,0.0,0
1778206259.132,621.804,0.0,0.0,0.0,0.0,0.0,0
1778206259.633,622.305,0.0,0.0,0.0,0.0,0.0,0
1778206260.135,622.807,0.0,0.0,0.0,0.0,0.0,0
1778206260.636,623.308,0.0,0.0,0.0,0.0,0.0,0
1778206261.137,623.809,0.0,0.0,0.0,0.0,0.0,0
1778206261.639,624.311,0.0,0.0,0.0,0.0,0.0,0
1778206262.140,624.813,0.0,0.0,0.0,0.0,0.0,0
1778206262.643,625.315,0.0,0.0,0.0,0.0,0.0,0
