time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778206181.405,544.077,0.0,0.0,0.0,0.0
1778206181.907,544.579,0.0,0.0,0.0,0.0
1778206182.408,545.080,0.0,0.0,0.0,0.0
1778206182.909,545.582,0.0,0.0,0.0,0.0
1778206183.411,546.083,0.0,0.0,0.0,0.0
1778206183.912,546.584,0.0,0.0,0.0,0.0
1778206184.413,547.086,0.0,0.0,0.0,0.0
1778206184.915,547.587,0.0,0.0,0.0,0.0
1778206185.416,548.089,0.0,0.0,0.0,0.0
1778206185.918,548.590,0.0,0.0,0.0,0.0
1778206186.419,549.091,0.0,0.0,0.0,0.0
1778206186.921,549.593,0.0,0.0,0.0,0.0
1778206187.422,550.094,0.0,0.0,0.0,0.0
1778206187.923,550.596,0.0,0.0,0.0,0.0
1778206188.425,551.097,0.0,0.0,0.0,0.0
1778206188.926,551.598,0.0,0.0,0.0,0.0
1778206189.428,552.100,0.0,0.0,0.0,0.0
1778206189.930,552.602,0.0,0.0,0.0,0.0
1778206190.431,553.103,0.0,0.0,0.0,0.0
1778206190.933,553.605,0.0,0.0,0.0,0.0
1778206191.434,554.106,0.0,0.0,0.0,0.0
1778206191.935,554.607,0.0,0.0,0.0,0.0
1778206192.437,555.109,0.0,0.0,0.0,0.0
1778206192.938,555.610,0.0,0.0,0.0,0.0
1778206193.439,556.112,0.0,0.0,0.0,0.0
1778206193.941,556.613,0.0,0.0,0.0,0.0
1778206194.443,557.115,0.0,0.0,0.0,0.0
1778206194.894,557.566,0.0,0.0,0.0,0.0
1778206195.395,558.068,0.0,0.0,0.0,0.0
1778206195.897,558.569,0.0,0.0,0.0,0.0
1778206196.398,559.070,0.0,0.0,0.0,0.0
1778206196.899,559.572,0.0,0.0,0.0,0.0
1778206197.401,560.073,0.0,0.0,0.0,0.0
1778206197.902,560.574,0.0,0.0,0.0,0.0
1778206198.404,561.076,0.0,0.0,0.0,0.0
1778206198.905,561.577,0.0,0.0,0.0,0.0
