time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778206181.154,543.827,0.0,0.0,0.0,0.0
1778206181.656,544.328,0.0,0.0,0.0,0.0
1778206182.157,544.829,0.0,0.0,0.0,0.0
1778206182.659,545.331,0.0,0.0,0.0,0.0
1778206183.160,545.832,0.0,0.0,0.0,0.0
1778206183.661,546.334,0.0,0.0,0.0,0.0
1778206184.163,546.835,0.0,0.0,0.0,0.0
1778206184.664,547.336,0.0,0.0,0.0,0.0
1778206185.166,547.838,0.0,0.0,0.0,0.0
1778206185.667,548.339,0.0,0.0,0.0,0.0
1778206186.169,548.841,0.0,0.0,0.0,0.0
1778206186.670,549.342,0.0,0.0,0.0,0.0
1778206187.171,549.843,0.0,0.0,0.0,0.0
1778206187.673,550.345,0.0,0.0,0.0,0.0
1778206188.174,550.846,0.0,0.0,0.0,0.0
1778206188.675,551.348,0.0,0.0,0.0,0.0
1778206189.177,551.849,0.0,0.0,0.0,0.0
1778206189.679,552.351,0.0,0.0,0.0,0.0
1778206190.180,552.853,0.0,0.0,0.0,0.0
1778206190.682,553.354,0.0,0.0,0.0,0.0
1778206191.183,553.855,0.0,0.0,0.0,0.0
1778206191.685,554.357,0.0,0.0,0.0,0.0
1778206192.186,554.858,0.0,0.0,0.0,0.0
1778206192.687,555.360,0.0,0.0,0.0,0.0
1778206193.189,555.861,0.0,0.0,0.0,0.0
1778206193.690,556.362,0.0,0.0,0.0,0.0
1778206194.192,556.864,0.0,0.0,0.0,0.0
1778206194.643,557.316,0.0,0.0,0.0,0.0
1778206195.145,557.817,0.0,0.0,0.0,0.0
1778206195.646,558.318,0.0,0.0,0.0,0.0
1778206196.147,558.820,0.0,0.0,0.0,0.0
1778206196.649,559.321,0.0,0.0,0.0,0.0
1778206197.150,559.822,0.0,0.0,0.0,0.0
1778206197.652,560.324,0.0,0.0,0.0,0.0
1778206198.153,560.825,0.0,0.0,0.0,0.0
1778206198.654,561.326,0.0,0.0,0.0,0.0
1778206199.156,561.828,0.0,0.0,0.0,0.0
1778206199.657,562.329,0.0,0.0,0.0,0.0
1778206200.158,562.831,0.0,0.0,0.0,0.0
1778206200.660,563.332,0.0,0.0,0.0,0.0
1778206201.161,563.833,0.0,0.0,0.0,0.0
1778206201.663,564.335,0.0,0.0,0.0,0.0
1778206202.165,564.837,0.0,0.0,0.0,0.0
1778206202.666,565.338,0.0,0.0,0.0,0.0
1778206203.167,565.840,0.0,0.0,0.0,0.0
1778206203.669,566.341,0.0,0.0,0.0,0.0
1778206204.170,566.843,0.0,0.0,0.0,0.0
1778206204.672,567.344,0.0,0.0,0.0,0.0
1778206205.173,567.846,0.0,0.0,0.0,0.0
1778206205.675,568.347,0.0,0.0,0.0,0.0
1778206206.176,568.848,0.0,0.0,0.0,0.0
1778206206.678,569.350,0.0,0.0,0.0,0.0
1778206207.180,569.852,0.0,0.0,0.0,0.0
1778206207.681,570.353,0.0,0.0,0.0,0.0
1778206208.183,570.855,0.0,0.0,0.0,0.0
1778206208.684,571.356,0.0,0.0,0.0,0.0
1778206209.185,571.857,0.0,0.0,0.0,0.0
1778206209.687,572.359,0.0,0.0,0.0,0.0
1778206210.188,572.861,0.0,0.0,0.0,0.0
1778206210.690,573.362,0.0,0.0,0.0,0.0
1778206211.191,573.863,0.0,0.0,0.0,0.0
1778206211.693,574.365,0.0,0.0,0.0,0.0
1778206212.145,574.817,0.0,0.0,0.0,0.0
1778206212.646,575.318,0.0,0.0,0.0,0.0
1778206213.148,575.820,0.0,0.0,0.0,0.0
1778206213.649,576.321,0.0,0.0,0.0,0.0
1778206214.150,576.822,0.0,0.0,0.0,0.0
1778206214.651,577.324,0.0,0.0,0.0,0.0
1778206215.153,577.825,0.0,0.0,0.0,0.0
1778206215.654,578.327,0.0,0.0,0.0,0.0
1778206216.156,578.828,0.0,0.0,0.0,0.0
1778206216.657,579.329,0.0,0.0,0.0,0.0
1778206217.159,579.831,0.0,0.0,0.0,0.0
1778206217.660,580.332,0.0,0.0,0.0,0.0
1778206218.162,580.834,0.0,0.0,0.0,0.0
1778206218.663,581.335,0.0,0.0,0.0,0.0
1778206219.164,581.836,0.0,0.0,0.0,0.0
1778206219.666,582.338,0.0,0.0,0.0,0.0
1778206220.167,582.839,0.0,0.0,0.0,0.0
