time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778206349.327,711.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206349.829,712.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206350.333,713.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206350.835,713.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206351.336,714.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206351.838,714.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206352.340,715.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206352.841,715.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206353.343,716.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206353.845,716.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206354.346,717.018,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206354.848,717.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206355.350,718.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206355.852,718.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206356.354,719.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206356.856,719.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206357.357,720.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206357.858,720.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206358.360,721.032,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206358.811,721.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206359.312,721.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206359.814,722.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206360.315,722.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206360.817,723.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206361.318,723.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206361.820,724.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206362.321,724.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206362.822,725.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206363.324,725.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206363.825,726.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206364.327,726.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206364.828,727.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206365.330,728.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206365.831,728.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206366.332,729.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206366.834,729.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206367.335,730.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206367.837,730.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206368.339,731.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206368.841,731.513,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206369.342,732.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206369.844,732.516,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206370.345,733.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206370.847,733.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206371.348,734.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206371.850,734.522,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206372.351,735.023,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206372.853,735.525,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206373.355,736.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206373.856,736.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206374.358,737.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206374.859,737.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206375.310,737.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206375.811,738.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206376.313,738.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206376.814,739.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206377.316,739.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206377.817,740.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206378.319,740.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206378.821,741.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206379.322,741.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206379.823,742.496,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206380.325,742.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206380.826,743.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206381.328,744.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206381.829,744.502,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206382.331,745.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206382.832,745.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206383.334,746.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206383.835,746.508,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206384.337,747.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206384.838,747.511,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206385.340,748.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206385.842,748.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206386.344,749.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206386.845,749.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206387.347,750.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206387.848,750.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206388.349,751.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206388.851,751.523,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206389.352,752.024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206389.854,752.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206390.355,753.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206390.857,753.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206391.358,754.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206391.860,754.532,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206392.311,754.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206392.812,755.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206393.313,755.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206393.815,756.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206394.317,756.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206394.818,757.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206395.319,757.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206395.821,758.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206396.323,758.995,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206396.824,759.496,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206397.325,759.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206397.827,760.499,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206398.328,761.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206398.830,761.502,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206399.331,762.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206399.833,762.505,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206400.334,763.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206400.835,763.508,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206401.337,764.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206401.839,764.511,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206402.340,765.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206402.842,765.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206403.344,766.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206403.846,766.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206404.348,767.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206404.849,767.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206405.350,768.023,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206405.852,768.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206406.353,769.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206406.855,769.527,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206407.356,770.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206407.858,770.530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206408.359,771.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206408.810,771.482,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206409.312,771.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206409.814,772.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206410.315,772.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206410.816,773.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206411.318,773.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206411.819,774.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206412.320,774.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206412.822,775.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206413.323,775.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206413.825,776.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206414.326,776.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206414.828,777.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206415.329,778.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206415.831,778.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206416.332,779.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206416.834,779.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206417.335,780.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206417.837,780.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206418.338,781.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206418.839,781.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206419.341,782.013,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206419.842,782.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206420.344,783.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206420.846,783.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206421.347,784.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206421.849,784.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206422.350,785.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206422.851,785.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206423.353,786.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206423.854,786.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206424.356,787.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206424.857,787.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206425.359,788.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206425.810,788.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206426.312,788.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206426.813,789.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206427.314,789.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206427.816,790.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206428.318,790.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206428.819,791.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206429.321,791.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206429.822,792.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206430.324,792.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206430.826,793.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206431.327,793.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206431.828,794.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206432.330,795.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206432.831,795.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206433.333,796.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206433.835,796.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206434.336,797.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206434.837,797.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206435.339,798.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206435.841,798.513,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206436.342,799.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206436.844,799.516,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206437.345,800.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206437.847,800.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206438.349,801.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206438.850,801.522,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206439.352,802.024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206439.853,802.525,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206440.354,803.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206440.856,803.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206441.357,804.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206441.859,804.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206442.310,804.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206442.811,805.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206443.313,805.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206443.814,806.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206444.316,806.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206444.817,807.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206445.318,807.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206445.820,808.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206446.321,808.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206446.822,809.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206447.324,809.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206447.825,810.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206448.327,810.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206448.828,811.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206449.330,812.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206449.831,812.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206450.332,813.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206450.834,813.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206451.336,814.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206451.838,814.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206452.339,815.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206452.840,815.513,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206453.342,816.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206453.843,816.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206454.345,817.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206454.846,817.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206455.348,818.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206455.850,818.522,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206456.352,819.024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206456.854,819.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206457.355,820.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206457.856,820.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206458.358,821.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206458.859,821.532,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206459.311,821.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206459.812,822.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206460.313,822.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206460.815,823.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206461.316,823.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206461.818,824.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206462.319,824.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206462.820,825.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206463.322,825.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206463.824,826.496,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206464.325,826.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206464.826,827.499,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206465.328,828.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206465.830,828.502,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206466.331,829.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206466.832,829.505,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206467.334,830.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206467.835,830.508,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206468.337,831.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206468.839,831.511,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206469.340,832.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206469.842,832.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206470.343,833.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206470.844,833.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206471.346,834.018,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206471.847,834.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206472.349,835.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206472.850,835.522,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206473.352,836.024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206473.853,836.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206474.355,837.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206474.856,837.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206475.358,838.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206475.859,838.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206476.310,838.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206476.812,839.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206477.313,839.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206477.815,840.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206478.316,840.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206478.817,841.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206479.319,841.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206479.820,842.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206480.322,842.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206480.823,843.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206481.324,843.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206481.826,844.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206482.327,844.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206482.829,845.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206483.330,846.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206483.832,846.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206484.333,847.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206484.835,847.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206485.336,848.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206485.838,848.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206486.339,849.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206486.841,849.513,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206487.342,850.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206487.844,850.516,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206488.345,851.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206488.847,851.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206489.348,852.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206489.851,852.523,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206490.352,853.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206490.854,853.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206491.355,854.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206491.856,854.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206492.358,855.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206492.859,855.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206493.311,855.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206493.812,856.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206494.313,856.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206494.815,857.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206495.316,857.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206495.818,858.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206496.319,858.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206496.820,859.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206497.322,859.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206497.823,860.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206498.324,860.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206498.826,861.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206499.327,861.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206499.829,862.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206500.330,863.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206500.832,863.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206501.333,864.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206501.835,864.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206502.336,865.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206502.838,865.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206503.339,866.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206503.841,866.513,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206504.343,867.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206504.844,867.516,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206505.346,868.018,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206505.847,868.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206506.349,869.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206506.852,869.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206507.354,870.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206507.855,870.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206508.357,871.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206508.858,871.530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206509.359,872.032,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206509.811,872.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206510.312,872.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206510.814,873.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206511.315,873.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206511.816,874.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206512.318,874.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206512.819,875.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206513.321,875.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206513.822,876.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206514.323,876.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206514.825,877.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206515.327,877.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206515.828,878.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206516.329,879.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206516.832,879.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206517.333,880.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206517.834,880.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206518.336,881.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
