time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1778196762.798,5438.555,1,0.0,0.0,0.0,0.0,0.0,0,0
1778196763.801,5439.558,1,45.5056386,-73.5760355,78.639,0.057999998331069946,88.06146240234375,3,11
1778196764.804,5440.560,1,45.5056387,-73.5760363,78.541,0.125,88.06146240234375,3,10
1778196765.807,5441.564,1,45.5056387,-73.5760363,78.541,0.125,88.06146240234375,3,10
1778196766.810,5442.566,1,45.505638399999995,-73.57603569999999,78.658,0.04899999871850014,88.06146240234375,3,10
1778196767.813,5443.569,1,45.5056382,-73.5760353,78.753,0.024000000208616257,88.06146240234375,3,10
1778196768.816,5444.572,1,45.5056376,-73.5760347,78.786,0.04399999976158142,88.06146240234375,3,10
1778196769.819,5445.575,1,45.5056357,-73.5760322,78.792,0.28999999165534973,114.17584228515625,3,12
1778196770.822,5446.578,1,45.505635,-73.5760306,78.955,0.1550000011920929,114.17584228515625,3,12
1778196771.825,5447.581,1,45.505635,-73.5760308,78.94200000000001,0.00800000037997961,114.17584228515625,3,11
1778196772.829,5448.585,1,45.5056343,-73.5760308,78.84400000000001,0.10999999940395355,114.17584228515625,3,10
1778196773.832,5449.588,1,45.5056338,-73.5760311,78.715,0.18299999833106995,114.17584228515625,3,12
1778196774.785,5450.541,1,45.505633499999995,-73.5760322,78.532,0.004999999888241291,114.17584228515625,3,9
1778196775.788,5451.544,1,45.505633499999995,-73.5760322,78.532,0.004999999888241291,114.17584228515625,3,9
1778196776.791,5452.547,1,45.5056331,-73.5760349,78.121,0.10000000149011612,114.17584228515625,3,13
1778196777.794,5453.551,1,45.5056332,-73.5760372,77.84700000000001,0.02500000037252903,114.17584228515625,3,10
1778196778.797,5454.554,1,45.505632899999995,-73.5760391,77.517,0.07500000298023224,114.17584228515625,3,12
1778196779.800,5455.557,1,45.5056334,-73.5760416,77.237,0.04800000041723251,114.17584228515625,3,12
1778196780.803,5456.560,1,45.505633499999995,-73.57604429999999,76.82000000000001,0.07000000029802322,114.17584228515625,3,12
1778196781.806,5457.562,1,45.5056333,-73.57604599999999,76.54,0.032999999821186066,114.17584228515625,3,13
1778196782.809,5458.565,1,45.5056339,-73.5760482,76.383,0.0860000029206276,114.17584228515625,3,13
1778196783.811,5459.568,1,45.5056344,-73.5760497,76.244,0.026000000536441803,114.17584228515625,3,12
1778196784.814,5460.571,1,45.505633499999995,-73.5760495,76.101,0.054999999701976776,114.17584228515625,3,12
1778196785.817,5461.574,1,45.5056325,-73.576049,75.991,0.03200000151991844,114.17584228515625,3,12
1778196786.820,5462.577,1,45.5056309,-73.57604789999999,75.819,0.013000000268220901,114.17584228515625,3,12
1778196787.823,5463.579,1,45.5056297,-73.5760473,75.64,0.1469999998807907,114.17584228515625,3,12
1778196788.826,5464.582,1,45.5056261,-73.576043,75.465,0.39100000262260437,127.84986114501953,3,13
1778196789.829,5465.586,1,45.5056241,-73.5760416,75.173,0.24799999594688416,77.59293365478516,3,11
1778196790.832,5466.589,1,45.5056218,-73.5760404,74.797,0.052000001072883606,77.59293365478516,3,13
1778196791.785,5467.542,1,45.5056218,-73.5760404,74.797,0.052000001072883606,77.59293365478516,3,13
1778196792.789,5468.545,1,45.5056218,-73.5760404,74.797,0.052000001072883606,77.59293365478516,3,13
1778196793.791,5469.548,1,45.5056155,-73.5760349,74.306,0.08799999952316284,77.59293365478516,3,13
1778196794.795,5470.552,1,45.5056155,-73.5760349,74.306,0.08799999952316284,77.59293365478516,3,13
1778196795.798,5471.555,1,45.5056126,-73.5760317,74.279,0.1679999977350235,77.59293365478516,3,11
1778196796.801,5472.557,1,45.5056109,-73.5760291,74.33800000000001,0.1379999965429306,77.59293365478516,3,13
1778196797.804,5473.560,1,45.5056097,-73.5760277,74.284,0.1120000034570694,77.59293365478516,3,12
1778196798.807,5474.563,1,45.5056072,-73.5760253,74.09400000000001,0.003000000026077032,77.59293365478516,3,12
1778196799.809,5475.566,1,45.5056072,-73.5760253,74.09400000000001,0.003000000026077032,77.59293365478516,3,12
1778196800.812,5476.569,1,45.505603699999995,-73.5760226,73.685,0.10999999940395355,77.59293365478516,3,11
1778196801.815,5477.571,1,45.5056029,-73.5760219,73.677,0.08299999684095383,77.59293365478516,3,10
1778196802.818,5478.574,1,45.505600799999996,-73.5760198,73.45700000000001,0.07699999958276749,77.59293365478516,3,12
1778196803.820,5479.577,1,45.5055991,-73.5760179,73.386,0.10000000149011612,77.59293365478516,3,12
1778196804.823,5480.580,1,45.505598299999996,-73.5760172,73.282,0.03099999949336052,77.59293365478516,3,13
1778196805.826,5481.583,1,45.505597699999996,-73.57601629999999,73.277,0.07599999755620956,77.59293365478516,3,11
1778196806.829,5482.586,1,45.505597699999996,-73.57601629999999,73.277,0.07599999755620956,77.59293365478516,3,11
1778196807.833,5483.589,1,45.5055969,-73.5760155,73.071,0.02800000086426735,77.59293365478516,3,12
1778196808.786,5484.542,1,45.5055968,-73.5760158,72.973,0.01600000075995922,77.59293365478516,3,13
1778196809.789,5485.545,1,45.5055962,-73.5760159,72.777,0.04399999976158142,77.59293365478516,3,12
1778196810.792,5486.548,1,45.5055956,-73.57601609999999,72.517,0.03500000014901161,77.59293365478516,3,12
1778196811.794,5487.551,1,45.505595799999995,-73.5760169,72.35000000000001,0.14300000667572021,77.59293365478516,3,11
1778196812.798,5488.554,1,45.505596399999995,-73.5760183,72.233,0.16200000047683716,77.59293365478516,3,11
1778196813.801,5489.557,1,45.505595899999996,-73.5760195,71.731,0.06400000303983688,77.59293365478516,3,11
1778196814.804,5490.560,1,45.5055981,-73.5760236,71.589,0.04800000041723251,77.59293365478516,3,12
1778196815.807,5491.563,1,45.5056004,-73.5760279,71.31,0.02500000037252903,77.59293365478516,3,11
1778196816.809,5492.566,1,45.505604899999994,-73.57603519999999,71.086,0.008999999612569809,77.59293365478516,3,11
1778196817.812,5493.569,1,45.5056082,-73.5760425,70.408,0.06499999761581421,77.59293365478516,3,13
1778196818.815,5494.571,1,45.505612299999996,-73.5760495,70.051,0.02500000037252903,77.59293365478516,3,13
1778196819.818,5495.574,1,45.5056155,-73.57605439999999,69.846,0.017999999225139618,77.59293365478516,3,12
1778196820.821,5496.577,1,45.5056168,-73.57605749999999,69.419,0.050999999046325684,77.59293365478516,3,13
1778196821.823,5497.580,1,45.5056168,-73.57605749999999,69.419,0.050999999046325684,77.59293365478516,3,13
1778196822.826,5498.583,1,45.5056168,-73.57605749999999,69.419,0.050999999046325684,77.59293365478516,3,13
1778196823.830,5499.586,1,45.5056223,-73.57606799999999,68.735,0.020999999716877937,77.59293365478516,3,13
1778196824.833,5500.590,1,45.5056221,-73.5760695,68.437,0.07100000232458115,77.59293365478516,3,13
1778196825.786,5501.543,1,45.5056217,-73.5760706,68.19,0.03400000184774399,77.59293365478516,3,12
1778196826.789,5502.545,1,45.505621,-73.57607159999999,67.845,0.04100000113248825,77.59293365478516,3,12
1778196827.792,5503.549,1,45.505621,-73.5760729,67.624,0.06599999964237213,77.59293365478516,3,12
1778196828.795,5504.551,1,45.5056204,-73.57607399999999,67.382,0.012000000104308128,77.59293365478516,3,12
1778196829.799,5505.556,1,45.5056191,-73.57607449999999,67.083,0.039000000804662704,77.59293365478516,3,12
1778196830.803,5506.559,1,45.5056191,-73.57607449999999,67.083,0.039000000804662704,77.59293365478516,3,12
1778196831.805,5507.562,1,45.5056191,-73.57607449999999,67.083,0.039000000804662704,77.59293365478516,3,12
1778196832.809,5508.565,1,45.5056173,-73.5760775,66.619,0.019999999552965164,77.59293365478516,3,12
1778196833.812,5509.568,1,45.5056163,-73.5760786,66.318,0.05000000074505806,77.59293365478516,3,13
1778196834.814,5510.571,1,45.505614699999995,-73.5760797,65.95100000000001,0.032999999821186066,77.59293365478516,3,11
1778196835.817,5511.573,1,45.505614,-73.57608069999999,65.842,0.06499999761581421,77.59293365478516,3,11
1778196836.820,5512.576,1,45.5056125,-73.5760815,65.667,0.04399999976158142,77.59293365478516,3,12
1778196837.823,5513.579,1,45.5056118,-73.5760829,65.49,0.020999999716877937,77.59293365478516,3,11
1778196838.825,5514.582,1,45.5056103,-73.5760837,65.167,0.02199999988079071,77.59293365478516,3,12
1778196839.828,5515.585,1,45.5056103,-73.5760837,65.167,0.02199999988079071,77.59293365478516,3,12
1778196840.832,5516.588,1,45.505609799999995,-73.576088,64.72200000000001,0.09200000017881393,77.59293365478516,3,12
1778196841.784,5517.541,1,45.5056103,-73.5760906,64.636,0.10400000214576721,77.59293365478516,3,13
1778196842.789,5518.545,1,45.5056109,-73.57609289999999,64.581,0.0689999982714653,77.59293365478516,3,13
1778196843.792,5519.548,1,45.505610399999995,-73.5760942,64.342,0.08299999684095383,77.59293365478516,3,12
1778196844.794,5520.551,1,45.5056102,-73.5760955,64.273,0.023000000044703484,77.59293365478516,3,12
1778196845.798,5521.555,1,45.5056109,-73.5760979,64.285,0.09300000220537186,77.59293365478516,3,13
1778196846.801,5522.558,1,45.505612199999995,-73.5761006,64.361,0.07000000029802322,77.59293365478516,3,10
1778196847.805,5523.561,1,45.5056136,-73.5761033,64.46600000000001,0.08500000089406967,77.59293365478516,3,11
1778196848.807,5524.564,1,45.5056151,-73.576106,64.562,0.05400000140070915,77.59293365478516,3,12
1778196849.810,5525.567,1,45.505616499999995,-73.5761084,64.706,0.0820000022649765,77.59293365478516,3,11
1778196850.813,5526.570,1,45.505617199999996,-73.5761097,64.813,0.013000000268220901,77.59293365478516,3,11
1778196851.816,5527.573,1,45.505618399999996,-73.576112,64.913,0.08900000154972076,77.59293365478516,3,12
1778196852.820,5528.576,1,45.505619599999996,-73.5761144,64.94200000000001,0.10400000214576721,77.59293365478516,3,12
1778196853.823,5529.579,1,45.5056211,-73.57611709999999,65.015,0.1379999965429306,77.59293365478516,3,12
1778196854.826,5530.582,1,45.505621399999995,-73.5761184,65.032,0.03799999877810478,77.59293365478516,3,12
1778196855.829,5531.585,1,45.505622699999996,-73.5761205,65.178,0.08900000154972076,77.59293365478516,3,12
1778196856.832,5532.588,1,45.505623799999995,-73.576122,65.406,0.010999999940395355,77.59293365478516,3,13
1778196857.784,5533.541,1,45.5056246,-73.57612329999999,65.528,0.023000000044703484,77.59293365478516,3,13
1778196858.787,5534.544,1,45.505625099999996,-73.5761243,65.56400000000001,0.1289999932050705,77.59293365478516,3,13
1778196859.791,5535.547,1,45.5056259,-73.5761259,65.636,0.16099999845027924,77.59293365478516,3,12
1778196860.794,5536.550,1,45.505625699999996,-73.57612639999999,65.58500000000001,0.03700000047683716,77.59293365478516,3,12
1778196861.797,5537.553,1,45.5056258,-73.5761263,65.658,0.061000000685453415,77.59293365478516,3,12
1778196862.800,5538.556,1,45.5056273,-73.57612879999999,65.66,0.3190000057220459,351.8017883300781,3,13
1778196863.803,5539.559,1,45.5056285,-73.5761309,65.753,0.20600000023841858,351.8017883300781,3,13
1778196864.805,5540.562,1,45.5056285,-73.5761309,65.876,0.050999999046325684,351.8017883300781,3,11
1778196865.808,5541.565,1,45.5056279,-73.57613049999999,65.88,0.04600000008940697,351.8017883300781,3,12
1778196866.811,5542.567,1,45.505627399999995,-73.5761299,65.938,0.01899999938905239,351.8017883300781,3,11
1778196867.814,5543.570,1,45.5056267,-73.5761291,65.928,0.03200000151991844,351.8017883300781,3,10
1778196868.817,5544.573,1,45.505624499999996,-73.5761263,65.864,0.20800000429153442,351.8017883300781,3,13
1778196869.820,5545.576,1,45.5056224,-73.57612379999999,65.874,0.06300000101327896,351.8017883300781,3,12
1778196870.823,5546.579,1,45.5056213,-73.5761215,66.08800000000001,0.054999999701976776,351.8017883300781,3,11
1778196871.826,5547.582,1,45.5056205,-73.5761208,66.049,0.10199999809265137,351.8017883300781,3,11
1778196872.829,5548.585,1,45.505620099999994,-73.5761204,66.058,0.04699999839067459,351.8017883300781,3,12
1778196873.831,5549.588,1,45.5056197,-73.5761203,66.055,0.09600000083446503,351.8017883300781,3,11
1778196874.834,5550.591,1,45.5056197,-73.5761203,66.055,0.09600000083446503,351.8017883300781,3,11
1778196875.787,5551.544,1,45.5056197,-73.5761203,66.055,0.09600000083446503,351.8017883300781,3,11
1778196876.791,5552.548,1,45.5056175,-73.5761181,66.001,0.01899999938905239,351.8017883300781,3,10
1778196877.795,5553.551,1,45.5056162,-73.5761164,66.0,0.052000001072883606,351.8017883300781,3,11
1778196878.797,5554.554,1,45.5056162,-73.5761164,66.0,0.052000001072883606,351.8017883300781,3,11
1778196879.800,5555.557,1,45.5056144,-73.5761136,66.083,0.014000000432133675,351.8017883300781,3,11
1778196880.803,5556.560,1,45.5056138,-73.5761126,66.157,0.03400000184774399,351.8017883300781,3,11
1778196881.806,5557.563,1,45.5056138,-73.5761126,66.157,0.03400000184774399,351.8017883300781,3,11
1778196882.809,5558.565,1,45.5056102,-73.5761064,66.244,0.1509999930858612,351.8017883300781,3,11
1778196883.812,5559.568,1,45.5056096,-73.57610439999999,66.402,0.06700000166893005,351.8017883300781,3,12
1778196884.815,5560.571,1,45.5056096,-73.57610439999999,66.402,0.06700000166893005,351.8017883300781,3,12
1778196885.817,5561.574,1,45.505608699999996,-73.57610079999999,66.649,0.01899999938905239,351.8017883300781,3,13
1778196886.821,5562.577,1,45.505608599999995,-73.576099,66.859,0.02800000086426735,351.8017883300781,3,12
1778196887.824,5563.580,1,45.505608599999995,-73.576099,66.859,0.02800000086426735,351.8017883300781,3,12
1778196888.826,5564.583,1,45.505608599999995,-73.576099,66.859,0.02800000086426735,351.8017883300781,3,12
1778196889.829,5565.586,1,45.505608599999995,-73.576099,66.859,0.02800000086426735,351.8017883300781,3,12
1778196890.832,5566.589,1,45.505608599999995,-73.576099,66.859,0.02800000086426735,351.8017883300781,3,12
1778196891.785,5567.541,1,45.5056091,-73.57608809999999,68.245,0.05400000140070915,351.8017883300781,3,12
1778196892.788,5568.544,1,45.5056091,-73.57608809999999,68.245,0.05400000140070915,351.8017883300781,3,12
1778196893.791,5569.548,1,45.5056091,-73.57608809999999,68.245,0.05400000140070915,351.8017883300781,3,12
1778196894.794,5570.551,1,45.505609199999995,-73.576081,69.069,0.16599999368190765,351.8017883300781,3,12
1778196895.797,5571.553,1,45.5056088,-73.5760778,69.303,0.21799999475479126,351.8017883300781,3,13
1778196896.800,5572.557,1,45.5056077,-73.5760739,69.504,0.21199999749660492,351.8017883300781,3,12
1778196897.803,5573.559,1,45.505607399999995,-73.5760712,69.726,0.11599999666213989,351.8017883300781,3,10
1778196898.806,5574.562,1,45.5056067,-73.5760684,69.866,0.15700000524520874,351.8017883300781,3,12
1778196899.809,5575.566,1,45.5056067,-73.5760684,69.866,0.15700000524520874,351.8017883300781,3,12
1778196900.812,5576.568,1,45.5056067,-73.5760684,69.866,0.15700000524520874,351.8017883300781,3,12
1778196901.815,5577.571,1,45.505606,-73.5760612,70.467,0.035999998450279236,351.8017883300781,3,12
