time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778196762.498,5438.254,0.0,0.0,0.0,0.0
1778196762.999,5438.756,0.0,0.0,0.0,0.0
1778196763.500,5439.257,0.0,0.0,0.0,0.0
1778196764.002,5439.758,0.0,0.0,0.0,0.0
1778196764.503,5440.260,0.0,0.0,0.0,0.0
1778196765.004,5440.761,0.0,0.0,0.0,0.0
1778196765.506,5441.262,0.0,0.0,0.0,0.0
1778196766.008,5441.764,0.0,0.0,0.0,0.0
1778196766.509,5442.266,0.0,0.0,0.0,0.0
1778196767.010,5442.767,0.0,0.0,0.0,0.0
1778196767.512,5443.268,0.0,0.0,0.0,0.0
1778196768.013,5443.770,0.0,0.0,0.0,0.0
1778196768.515,5444.272,0.0,0.0,0.0,0.0
1778196769.017,5444.773,0.0,0.0,0.0,0.0
1778196769.518,5445.274,0.0,0.0,0.0,0.0
1778196770.019,5445.776,0.0,0.0,0.0,0.0
1778196770.521,5446.277,0.0,0.0,0.0,0.0
1778196771.022,5446.779,0.0,0.0,0.0,0.0
1778196771.524,5447.280,0.0,0.0,0.0,0.0
1778196772.025,5447.782,0.0,0.0,0.0,0.0
1778196772.527,5448.284,0.0,0.0,0.0,0.0
1778196773.029,5448.786,0.0,0.0,0.0,0.0
1778196773.531,5449.287,0.0,0.0,0.0,0.0
1778196774.032,5449.789,0.0,0.0,0.0,0.0
1778196774.534,5450.290,0.0,0.0,0.0,0.0
1778196775.035,5450.792,0.0,0.0,0.0,0.0
1778196775.537,5451.294,0.0,0.0,0.0,0.0
1778196776.038,5451.795,0.0,0.0,0.0,0.0
1778196776.540,5452.296,0.0,0.0,0.0,0.0
1778196777.042,5452.798,0.0,0.0,0.0,0.0
1778196777.493,5453.250,0.0,0.0,0.0,0.0
1778196777.995,5453.752,0.0,0.0,0.0,0.0
1778196778.497,5454.253,0.0,0.0,0.0,0.0
1778196778.998,5454.755,0.0,0.0,0.0,0.0
1778196779.499,5455.256,0.0,0.0,0.0,0.0
1778196780.001,5455.758,0.0,0.0,0.0,0.0
1778196780.502,5456.259,0.0,0.0,0.0,0.0
1778196781.004,5456.760,0.0,0.0,0.0,0.0
1778196781.505,5457.262,0.0,0.0,0.0,0.0
1778196782.006,5457.763,0.0,0.0,0.0,0.0
