time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778197105.621,5781.378,16.6540432,-82.1592718,1754.108,-0.22513185441493988,0.0,0
1778197106.624,5782.381,16.6540432,-82.1592718,1754.108,-0.2217043787240982,0.0,0
1778197107.627,5783.383,16.6540432,-82.1592718,1754.108,-0.21912696957588196,0.0,0
1778197108.630,5784.386,16.6540432,-82.1592718,1754.108,-0.2171945422887802,0.0,0
1778197109.633,5785.389,16.6540432,-82.1592718,1754.108,-0.2084963023662567,0.0,0
1778197110.635,5786.392,16.6540432,-82.1592718,1754.108,-0.2092171162366867,0.0,0
1778197111.589,5787.345,16.6540432,-82.1592718,1754.108,-0.20799192786216736,0.0,0
1778197112.592,5788.348,16.6540432,-82.1592718,1754.108,-0.20662052929401398,0.0,0
1778197113.594,5789.351,16.6540432,-82.1592718,1754.108,-0.20395411550998688,0.0,0
1778197114.597,5790.354,16.6540432,-82.1592718,1754.108,-0.20167645812034607,0.0,0
1778197115.600,5791.357,16.6540432,-82.1592718,1754.108,-0.2057431936264038,0.0,0
1778197116.603,5792.360,16.6540432,-82.1592718,1754.108,-0.20479050278663635,0.0,0
1778197117.606,5793.362,16.6540432,-82.1592718,1754.108,-0.20747113227844238,0.0,0
1778197118.608,5794.365,16.6540432,-82.1592718,1754.108,-0.21189044415950775,0.0,0
1778197119.611,5795.368,16.6540432,-82.1592718,1754.108,-0.21948416531085968,0.0,0
1778197120.614,5796.371,16.6540432,-82.1592718,1754.108,-0.22439627349376678,0.0,0
1778197121.617,5797.374,16.6540432,-82.1592718,1754.108,-0.22267018258571625,0.0,0
1778197122.620,5798.377,16.6540432,-82.1592718,1754.108,-0.22572511434555054,0.0,0
1778197123.623,5799.380,16.6540432,-82.1592718,1754.108,-0.23772387206554413,0.0,0
1778197124.626,5800.383,16.6540432,-82.1592718,1754.108,-0.24291619658470154,0.0,0
1778197125.629,5801.386,16.6540432,-82.1592718,1754.108,-0.24800273776054382,0.0,0
1778197126.632,5802.389,16.6540432,-82.1592718,1754.108,-0.2604140639305115,0.0,0
1778197127.586,5803.342,16.6540432,-82.1592718,1754.108,-0.2670958936214447,0.0,0
1778197128.589,5804.346,16.6540432,-82.1592718,1754.108,-0.27329808473587036,0.0,0
1778197129.592,5805.349,16.6540432,-82.1592718,1754.108,-0.28249189257621765,0.0,0
1778197130.595,5806.352,16.6540432,-82.1592718,1754.108,-0.28882357478141785,0.0,0
1778197131.598,5807.355,16.6540432,-82.1592718,1754.108,-0.2935049533843994,0.0,0
1778197132.601,5808.358,16.6540432,-82.1592718,1754.108,-0.3022386133670807,0.0,0
1778197133.604,5809.361,16.6540432,-82.1592718,1754.108,-0.3119455873966217,0.0,0
1778197134.607,5810.363,16.6540432,-82.1592718,1754.108,-0.3215007483959198,0.0,0
1778197135.610,5811.366,16.6540432,-82.1592718,1754.108,-0.329559862613678,0.0,0
1778197136.613,5812.369,16.6540432,-82.1592718,1754.108,-0.34405431151390076,0.0,0
1778197137.616,5813.372,16.6540432,-82.1592718,1754.108,-0.35399603843688965,0.0,0
1778197138.619,5814.375,16.6540432,-82.1592718,1754.108,-0.3653997480869293,0.0,0
1778197139.622,5815.378,16.6540432,-82.1592718,1754.108,-0.37642741203308105,0.0,0
1778197140.624,5816.381,16.6540432,-82.1592718,1754.108,-0.38724398612976074,0.0,0
1778197141.627,5817.384,16.6540432,-82.1592718,1754.108,-0.3924282491207123,0.0,0
1778197142.630,5818.387,16.6540432,-82.1592718,1754.108,-0.39612114429473877,0.0,0
1778197143.633,5819.389,16.6540432,-82.1592718,1754.108,-0.3980366885662079,0.0,0
1778197144.636,5820.392,16.6540432,-82.1592718,1754.108,-0.4038134515285492,0.0,0
