time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778197105.220,5780.977,0.0,0.0,0.0,0.0
1778197105.722,5781.478,0.0,0.0,0.0,0.0
1778197106.223,5781.979,0.0,0.0,0.0,0.0
1778197106.724,5782.481,0.0,0.0,0.0,0.0
1778197107.226,5782.982,0.0,0.0,0.0,0.0
1778197107.727,5783.484,0.0,0.0,0.0,0.0
1778197108.229,5783.985,0.0,0.0,0.0,0.0
1778197108.730,5784.486,0.0,0.0,0.0,0.0
1778197109.231,5784.988,0.0,0.0,0.0,0.0
1778197109.733,5785.489,0.0,0.0,0.0,0.0
1778197110.234,5785.991,0.0,0.0,0.0,0.0
1778197110.736,5786.492,0.0,0.0,0.0,0.0
1778197111.237,5786.994,0.0,0.0,0.0,0.0
1778197111.739,5787.496,0.0,0.0,0.0,0.0
1778197112.241,5787.997,0.0,0.0,0.0,0.0
1778197112.742,5788.499,0.0,0.0,0.0,0.0
1778197113.243,5789.000,0.0,0.0,0.0,0.0
1778197113.745,5789.501,0.0,0.0,0.0,0.0
1778197114.246,5790.003,0.0,0.0,0.0,0.0
1778197114.748,5790.504,0.0,0.0,0.0,0.0
1778197115.249,5791.006,0.0,0.0,0.0,0.0
1778197115.751,5791.507,0.0,0.0,0.0,0.0
1778197116.252,5792.009,0.0,0.0,0.0,0.0
1778197116.754,5792.510,0.0,0.0,0.0,0.0
1778197117.255,5793.011,0.0,0.0,0.0,0.0
1778197117.756,5793.513,0.0,0.0,0.0,0.0
1778197118.257,5794.014,0.0,0.0,0.0,0.0
1778197118.759,5794.515,0.0,0.0,0.0,0.0
1778197119.260,5795.017,0.0,0.0,0.0,0.0
1778197119.712,5795.468,0.0,0.0,0.0,0.0
1778197120.213,5795.969,0.0,0.0,0.0,0.0
1778197120.714,5796.471,0.0,0.0,0.0,0.0
1778197121.216,5796.973,0.0,0.0,0.0,0.0
1778197121.718,5797.474,0.0,0.0,0.0,0.0
1778197122.219,5797.976,0.0,0.0,0.0,0.0
1778197122.721,5798.477,0.0,0.0,0.0,0.0
1778197123.222,5798.979,0.0,0.0,0.0,0.0
1778197123.724,5799.480,0.0,0.0,0.0,0.0
1778197124.225,5799.982,0.0,0.0,0.0,0.0
1778197124.727,5800.483,0.0,0.0,0.0,0.0
1778197125.228,5800.985,0.0,0.0,0.0,0.0
1778197125.729,5801.486,0.0,0.0,0.0,0.0
1778197126.231,5801.988,0.0,0.0,0.0,0.0
1778197126.732,5802.489,0.0,0.0,0.0,0.0
1778197127.235,5802.991,0.0,0.0,0.0,0.0
1778197127.736,5803.493,0.0,0.0,0.0,0.0
1778197128.238,5803.995,0.0,0.0,0.0,0.0
1778197128.740,5804.496,0.0,0.0,0.0,0.0
1778197129.241,5804.998,0.0,0.0,0.0,0.0
1778197129.743,5805.499,0.0,0.0,0.0,0.0
1778197130.244,5806.001,0.0,0.0,0.0,0.0
1778197130.745,5806.502,0.0,0.0,0.0,0.0
1778197131.247,5807.004,0.0,0.0,0.0,0.0
1778197131.749,5807.505,0.0,0.0,0.0,0.0
1778197132.250,5808.007,0.0,0.0,0.0,0.0
1778197132.752,5808.508,0.0,0.0,0.0,0.0
1778197133.253,5809.009,0.0,0.0,0.0,0.0
1778197133.755,5809.511,0.0,0.0,0.0,0.0
1778197134.256,5810.013,0.0,0.0,0.0,0.0
1778197134.757,5810.514,0.0,0.0,0.0,0.0
1778197135.259,5811.015,0.0,0.0,0.0,0.0
1778197135.760,5811.517,0.0,0.0,0.0,0.0
1778197136.212,5811.968,0.0,0.0,0.0,0.0
1778197136.713,5812.470,0.0,0.0,0.0,0.0
1778197137.215,5812.971,0.0,0.0,0.0,0.0
1778197137.716,5813.472,0.0,0.0,0.0,0.0
1778197138.217,5813.974,0.0,0.0,0.0,0.0
1778197138.719,5814.475,0.0,0.0,0.0,0.0
1778197139.220,5814.977,0.0,0.0,0.0,0.0
1778197139.722,5815.478,0.0,0.0,0.0,0.0
1778197140.223,5815.980,0.0,0.0,0.0,0.0
1778197140.725,5816.481,0.0,0.0,0.0,0.0
1778197141.226,5816.983,0.0,0.0,0.0,0.0
1778197141.727,5817.484,0.0,0.0,0.0,0.0
1778197142.229,5817.985,0.0,0.0,0.0,0.0
1778197142.730,5818.487,0.0,0.0,0.0,0.0
1778197143.232,5818.988,0.0,0.0,0.0,0.0
1778197143.733,5819.490,0.0,0.0,0.0,0.0
1778197144.234,5819.991,0.0,0.0,0.0,0.0
1778197144.736,5820.492,0.0,0.0,0.0,0.0
1778197145.238,5820.994,0.0,0.0,0.0,0.0
1778197145.740,5821.496,0.0,0.0,0.0,0.0
1778197146.242,5821.998,0.0,0.0,0.0,0.0
1778197146.743,5822.499,0.0,0.0,0.0,0.0
1778197147.244,5823.001,0.0,0.0,0.0,0.0
1778197147.746,5823.502,0.0,0.0,0.0,0.0
1778197148.247,5824.004,0.0,0.0,0.0,0.0
1778197148.749,5824.505,0.0,0.0,0.0,0.0
1778197149.250,5825.007,0.0,0.0,0.0,0.0
1778197149.752,5825.508,0.0,0.0,0.0,0.0
1778197150.253,5826.010,0.0,0.0,0.0,0.0
1778197150.755,5826.511,0.0,0.0,0.0,0.0
1778197151.256,5827.013,0.0,0.0,0.0,0.0
1778197151.757,5827.514,0.0,0.0,0.0,0.0
1778197152.259,5828.015,0.0,0.0,0.0,0.0
1778197152.760,5828.517,0.0,0.0,0.0,0.0
1778197153.212,5828.968,0.0,0.0,0.0,0.0
1778197153.714,5829.470,0.0,0.0,0.0,0.0
1778197154.215,5829.972,0.0,0.0,0.0,0.0
1778197154.717,5830.473,0.0,0.0,0.0,0.0
1778197155.218,5830.975,0.0,0.0,0.0,0.0
1778197155.720,5831.476,0.0,0.0,0.0,0.0
1778197156.221,5831.978,0.0,0.0,0.0,0.0
1778197156.723,5832.479,0.0,0.0,0.0,0.0
1778197157.224,5832.980,0.0,0.0,0.0,0.0
1778197157.725,5833.482,0.0,0.0,0.0,0.0
1778197158.227,5833.983,0.0,0.0,0.0,0.0
1778197158.728,5834.485,0.0,0.0,0.0,0.0
1778197159.229,5834.986,0.0,0.0,0.0,0.0
1778197159.731,5835.487,0.0,0.0,0.0,0.0
1778197160.232,5835.989,0.0,0.0,0.0,0.0
1778197160.734,5836.490,0.0,0.0,0.0,0.0
1778197161.235,5836.992,0.0,0.0,0.0,0.0
1778197161.737,5837.493,0.0,0.0,0.0,0.0
1778197162.238,5837.995,0.0,0.0,0.0,0.0
1778197162.740,5838.496,0.0,0.0,0.0,0.0
1778197163.242,5838.998,0.0,0.0,0.0,0.0
1778197163.743,5839.500,0.0,0.0,0.0,0.0
1778197164.245,5840.001,0.0,0.0,0.0,0.0
1778197164.746,5840.503,0.0,0.0,0.0,0.0
1778197165.247,5841.004,0.0,0.0,0.0,0.0
1778197165.749,5841.505,0.0,0.0,0.0,0.0
1778197166.250,5842.007,0.0,0.0,0.0,0.0
1778197166.752,5842.508,0.0,0.0,0.0,0.0
1778197167.253,5843.010,0.0,0.0,0.0,0.0
1778197167.755,5843.511,0.0,0.0,0.0,0.0
1778197168.257,5844.013,0.0,0.0,0.0,0.0
1778197168.758,5844.515,0.0,0.0,0.0,0.0
1778197169.260,5845.016,0.0,0.0,0.0,0.0
1778197169.711,5845.467,0.0,0.0,0.0,0.0
1778197170.212,5845.969,0.0,0.0,0.0,0.0
1778197170.714,5846.470,0.0,0.0,0.0,0.0
1778197171.215,5846.972,0.0,0.0,0.0,0.0
1778197171.717,5847.473,0.0,0.0,0.0,0.0
1778197172.218,5847.975,0.0,0.0,0.0,0.0
1778197172.720,5848.476,0.0,0.0,0.0,0.0
1778197173.221,5848.978,0.0,0.0,0.0,0.0
1778197173.723,5849.480,0.0,0.0,0.0,0.0
1778197174.224,5849.981,0.0,0.0,0.0,0.0
1778197174.726,5850.482,0.0,0.0,0.0,0.0
1778197175.227,5850.984,0.0,0.0,0.0,0.0
1778197175.729,5851.485,0.0,0.0,0.0,0.0
1778197176.230,5851.987,0.0,0.0,0.0,0.0
1778197176.732,5852.488,0.0,0.0,0.0,0.0
1778197177.233,5852.989,0.0,0.0,0.0,0.0
1778197177.735,5853.491,0.0,0.0,0.0,0.0
1778197178.236,5853.993,0.0,0.0,0.0,0.0
1778197178.738,5854.494,0.0,0.0,0.0,0.0
1778197179.239,5854.995,0.0,0.0,0.0,0.0
1778197179.741,5855.497,0.0,0.0,0.0,0.0
1778197180.242,5855.999,0.0,0.0,0.0,0.0
1778197180.745,5856.501,0.0,0.0,0.0,0.0
1778197181.247,5857.003,0.0,0.0,0.0,0.0
1778197181.748,5857.504,0.0,0.0,0.0,0.0
1778197182.249,5858.006,0.0,0.0,0.0,0.0
1778197182.750,5858.507,0.0,0.0,0.0,0.0
1778197183.252,5859.008,0.0,0.0,0.0,0.0
1778197183.753,5859.510,0.0,0.0,0.0,0.0
1778197184.254,5860.011,0.0,0.0,0.0,0.0
1778197184.756,5860.512,0.0,0.0,0.0,0.0
1778197185.257,5861.014,0.0,0.0,0.0,0.0
1778197185.759,5861.516,0.0,0.0,0.0,0.0
1778197186.260,5862.017,0.0,0.0,0.0,0.0
1778197186.712,5862.468,0.0,0.0,0.0,0.0
1778197187.213,5862.970,0.0,0.0,0.0,0.0
1778197187.715,5863.471,0.0,0.0,0.0,0.0
1778197188.216,5863.973,0.0,0.0,0.0,0.0
1778197188.718,5864.474,0.0,0.0,0.0,0.0
1778197189.219,5864.976,0.0,0.0,0.0,0.0
1778197189.720,5865.477,0.0,0.0,0.0,0.0
1778197190.222,5865.978,0.0,0.0,0.0,0.0
1778197190.724,5866.480,0.0,0.0,0.0,0.0
1778197191.225,5866.982,0.0,0.0,0.0,0.0
1778197191.726,5867.483,0.0,0.0,0.0,0.0
1778197192.228,5867.984,0.0,0.0,0.0,0.0
1778197192.729,5868.486,0.0,0.0,0.0,0.0
1778197193.230,5868.987,0.0,0.0,0.0,0.0
1778197193.732,5869.488,0.0,0.0,0.0,0.0
1778197194.233,5869.990,0.0,0.0,0.0,0.0
1778197194.735,5870.491,0.0,0.0,0.0,0.0
1778197195.236,5870.993,0.0,0.0,0.0,0.0
1778197195.738,5871.494,0.0,0.0,0.0,0.0
1778197196.239,5871.995,0.0,0.0,0.0,0.0
1778197196.740,5872.497,0.0,0.0,0.0,0.0
1778197197.242,5872.999,0.0,0.0,0.0,0.0
1778197197.744,5873.501,0.0,0.0,0.0,0.0
1778197198.245,5874.002,0.0,0.0,0.0,0.0
1778197198.747,5874.503,0.0,0.0,0.0,0.0
