time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778206860.576,1223.248,0.0,0.0,0.0,0.0
1778206861.077,1223.749,0.0,0.0,0.0,0.0
1778206861.579,1224.251,0.0,0.0,0.0,0.0
1778206862.080,1224.752,0.0,0.0,0.0,0.0
1778206862.581,1225.254,0.0,0.0,0.0,0.0
1778206863.083,1225.755,0.0,0.0,0.0,0.0
1778206863.584,1226.257,0.0,0.0,0.0,0.0
1778206864.086,1226.758,0.0,0.0,0.0,0.0
1778206864.587,1227.260,0.0,0.0,0.0,0.0
1778206865.089,1227.761,0.0,0.0,0.0,0.0
1778206865.590,1228.263,0.0,0.0,0.0,0.0
1778206866.092,1228.765,0.0,0.0,0.0,0.0
1778206866.594,1229.266,0.0,0.0,0.0,0.0
1778206867.096,1229.768,0.0,0.0,0.0,0.0
1778206867.597,1230.269,0.0,0.0,0.0,0.0
1778206868.098,1230.770,0.0,0.0,0.0,0.0
1778206868.599,1231.272,0.0,0.0,0.0,0.0
1778206869.101,1231.773,0.0,0.0,0.0,0.0
1778206869.602,1232.275,0.0,0.0,0.0,0.0
1778206870.104,1232.776,0.0,0.0,0.0,0.0
1778206870.605,1233.277,0.0,0.0,0.0,0.0
1778206871.107,1233.779,0.0,0.0,0.0,0.0
1778206871.608,1234.280,0.0,0.0,0.0,0.0
1778206872.110,1234.782,0.0,0.0,0.0,0.0
1778206872.611,1235.283,0.0,0.0,0.0,0.0
1778206873.112,1235.784,0.0,0.0,0.0,0.0
1778206873.563,1236.236,0.0,0.0,0.0,0.0
1778206874.065,1236.737,0.0,0.0,0.0,0.0
1778206874.566,1237.238,0.0,0.0,0.0,0.0
1778206875.067,1237.740,0.0,0.0,0.0,0.0
1778206875.569,1238.241,0.0,0.0,0.0,0.0
1778206876.070,1238.742,0.0,0.0,0.0,0.0
1778206876.572,1239.244,0.0,0.0,0.0,0.0
1778206877.073,1239.745,0.0,0.0,0.0,0.0
1778206877.574,1240.246,0.0,0.0,0.0,0.0
1778206878.076,1240.748,0.0,0.0,0.0,0.0
1778206878.577,1241.250,0.0,0.0,0.0,0.0
1778206879.079,1241.751,0.0,0.0,0.0,0.0
1778206879.580,1242.252,0.0,0.0,0.0,0.0
1778206880.082,1242.754,0.0,0.0,0.0,0.0
1778206880.583,1243.255,0.0,0.0,0.0,0.0
1778206881.084,1243.757,0.0,0.0,0.0,0.0
