time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1778206860.425,1223.097,0.042744822800159454,-0.09667613357305527,0.6578684449195862,-0.00926867313683033,0.02061045914888382,0.006627447437494993
1778206860.626,1223.298,0.040052130818367004,-0.0981082022190094,0.6787777543067932,0.00044176302617415786,-0.0017353595467284322,0.0007624458521604538
1778206860.876,1223.549,0.04018685966730118,-0.09845631569623947,0.6792128682136536,5.720875924453139e-05,-0.00026527285808697343,0.0015980966854840517
1778206861.127,1223.799,0.04024161025881767,-0.09829888492822647,0.6796860694885254,0.0005642724572680891,0.001461892738007009,0.002423553727567196
1778206861.378,1224.050,0.04023433476686478,-0.09783170372247696,0.680511474609375,8.632655953988433e-05,0.002702350728213787,0.00308402581140399
1778206861.629,1224.301,0.04017876088619232,-0.09732022136449814,0.6808736324310303,-0.00039544381434097886,0.0017862397944554687,-0.0003655175678431988
1778206861.879,1224.552,0.04013665020465851,-0.09696763753890991,0.6800122261047363,-0.0010461178608238697,0.00024326788843609393,-0.00489894999191165
1778206862.130,1224.802,0.04004177451133728,-0.09682051837444305,0.6789570450782776,-0.00039273989386856556,0.0005496777012012899,-0.004139760509133339
1778206862.381,1225.053,0.03998899087309837,-0.09705483913421631,0.6781044006347656,-0.001374133164063096,-0.0014416036428883672,-0.0037268176674842834
1778206862.632,1225.304,0.039982836693525314,-0.0974087193608284,0.6775103211402893,0.0002309915143996477,-0.001961680594831705,-0.0024750912562012672
1778206862.882,1225.555,0.040054891258478165,-0.09789237380027771,0.6772294044494629,-0.0005112385842949152,-0.0014257115544751287,-0.0018156333826482296
1778206863.133,1225.805,0.04017404466867447,-0.09815549105405807,0.6769601702690125,0.0004490974824875593,9.941022290149704e-05,-0.002342643216252327
1778206863.384,1226.056,0.04025379940867424,-0.09816250205039978,0.6766279339790344,6.606499664485455e-05,-0.00016548045095987618,-0.002026504138484597
1778206863.635,1226.307,0.04029083624482155,-0.09791352599859238,0.6766364574432373,-0.00026066997088491917,0.0017063766717910767,-0.0008974766824394464
1778206863.885,1226.558,0.04026295244693756,-0.09749482572078705,0.6766627430915833,0.00028825760819017887,0.0014384996611624956,-0.0009321446996182203
1778206864.136,1226.808,0.04021055996417999,-0.09711343050003052,0.6765155792236328,-0.00031631789170205593,0.0009076495189219713,0.0007580441888421774
1778206864.387,1227.059,0.040102384984493256,-0.09687992185354233,0.676681399345398,0.0004209358594380319,-0.0006021803128533065,0.0001145489513874054
1778206864.637,1227.310,0.04006028175354004,-0.09691129624843597,0.6769800186157227,0.00046946381917223334,-0.00032520267996005714,0.0008284561336040497
1778206864.888,1227.560,0.04006149247288704,-0.09719768911600113,0.6772116422653198,0.0010069040581583977,-0.00153990532271564,0.0015473323874175549
1778206865.139,1227.811,0.04008559137582779,-0.09767062962055206,0.6777485609054565,0.0007607743027620018,-0.0014401227235794067,0.0022365765180438757
1778206865.390,1228.062,0.04017290472984314,-0.09808342158794403,0.678486168384552,0.0010198310483247042,-0.0014056493528187275,0.002495728200301528
