time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778206860.375,1223.047,1778206860.3672726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778206860.626,1223.298,1778206860.6180043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206860.876,1223.549,1778206860.8687153,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206861.127,1223.799,1778206861.1193795,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206861.378,1224.050,1778206861.3700745,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206861.629,1224.301,1778206861.6207817,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206861.879,1224.552,1778206861.8714266,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206862.130,1224.802,1778206862.1223533,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206862.381,1225.053,1778206862.3730505,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206862.632,1225.304,1778206862.6237538,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206862.882,1225.555,1778206862.8744838,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206863.133,1225.805,1778206863.1251929,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206863.384,1226.056,1778206863.3759365,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206863.635,1226.307,1778206863.6266358,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206863.885,1226.558,1778206863.877319,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206864.136,1226.808,1778206864.128019,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206864.387,1227.059,1778206864.3787057,4.023998756000083,19.7265625,6.145490366965367,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206864.637,1227.310,1778206864.629631,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206864.888,1227.560,1778206864.8803823,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206865.139,1227.811,1778206865.1310768,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206865.390,1228.062,1778206865.3817568,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206865.641,1228.313,1778206865.632441,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206865.891,1228.564,1778206865.8831122,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206866.143,1228.815,1778206866.1338327,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206866.393,1229.066,1778206866.3845224,6.04781360700008,18.115234375,6.148442139504773,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206866.644,1229.317,1778206866.6353245,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206866.895,1229.567,1778206866.8863873,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206867.146,1229.818,1778206867.1371186,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206867.396,1230.069,1778206867.3877685,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206867.647,1230.319,1778206867.6385288,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206867.898,1230.570,1778206867.8891919,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206868.148,1230.820,1778206868.1398828,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206868.399,1231.071,1778206868.3907912,8.070983820000038,18.115234375,6.1483921094617315,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206868.650,1231.322,1778206868.6417618,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206868.900,1231.573,1778206868.8928277,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206869.151,1231.823,1778206869.1438363,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206869.402,1232.074,1778206869.3948781,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206869.653,1232.325,1778206869.6458244,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206869.903,1232.575,1778206869.8969777,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206870.154,1232.826,1778206870.1477647,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206870.405,1233.077,1778206870.3984475,10.093909887999871,16.650390625,6.148191989289565,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206870.605,1233.277,1778206870.59899,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206870.856,1233.528,1778206870.8496315,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206871.107,1233.779,1778206871.1003187,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206871.357,1234.030,1778206871.3509824,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206871.608,1234.280,1778206871.6016197,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206871.859,1234.531,1778206871.8522556,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206872.110,1234.782,1778206872.1029067,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206872.360,1235.032,1778206872.3538017,12.11731733800002,16.650390625,6.148091929203492,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206872.611,1235.283,1778206872.604454,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206872.861,1235.534,1778206872.85511,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206873.112,1235.784,1778206873.1058338,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206873.363,1236.035,1778206873.3565664,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206873.613,1236.286,1778206873.6075022,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206873.864,1236.536,1778206873.8584402,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206874.115,1236.787,1778206874.109145,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206874.365,1237.038,1778206874.3598604,14.140306702000089,16.650390625,6.151193791872023,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206874.616,1237.288,1778206874.610614,16.163425582999935,15.283203125,6.150993671699856,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778206874.867,1237.539,1778206874.8615217,16.163425582999935,15.283203125,6.150993671699856,12.0,1.0,1.0,0.0,0.0,0.0,0.0
