time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778206860.977,1223.649,0.0,0.0,-17.0,-0.31757229566574097,0.0,0
1778206861.980,1224.652,0.0,0.0,-17.0,-0.32230013608932495,0.0,0
1778206862.983,1225.655,0.0,0.0,-17.0,-0.3202091157436371,0.0,0
1778206863.986,1226.658,0.0,0.0,-17.0,-0.31835365295410156,0.0,0
1778206864.938,1227.611,0.0,0.0,-17.0,-0.3191547095775604,0.0,0
1778206865.942,1228.614,0.0,0.0,-17.0,-0.32025328278541565,0.0,0
1778206866.945,1229.617,0.0,0.0,-17.0,-0.32252511382102966,0.0,0
1778206867.948,1230.620,0.0,0.0,-17.0,-0.3210011124610901,0.0,0
1778206868.951,1231.623,0.0,0.0,-17.0,-0.3225841820240021,0.0,0
1778206869.953,1232.626,0.0,0.0,-17.0,-0.3226737380027771,0.0,0
1778206870.956,1233.629,0.0,0.0,-17.0,-0.32519400119781494,0.0,0
1778206871.959,1234.631,0.0,0.0,-17.0,-0.32670217752456665,0.0,0
1778206872.962,1235.634,0.0,0.0,-17.0,-0.33266156911849976,0.0,0
1778206873.964,1236.637,0.0,0.0,-17.0,-0.33945056796073914,0.0,0
1778206874.967,1237.639,0.0,0.0,-17.0,-0.3402341604232788,0.0,0
1778206875.970,1238.642,0.0,0.0,-17.0,-0.34289517998695374,0.0,0
1778206876.973,1239.645,0.0,0.0,-17.0,-0.34215065836906433,0.0,0
1778206877.975,1240.648,0.0,0.0,-17.0,-0.3415566384792328,0.0,0
1778206878.979,1241.651,0.0,0.0,-17.0,-0.33701953291893005,0.0,0
1778206879.981,1242.654,0.0,0.0,-17.0,-0.33107277750968933,0.0,0
1778206880.984,1243.656,0.0,0.0,-17.0,-0.32361504435539246,0.0,0
