time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778206860.826,1223.499,0.0,0.0,0.0,0.0
1778206861.328,1224.000,0.0,0.0,0.0,0.0
1778206861.829,1224.501,0.0,0.0,0.0,0.0
1778206862.331,1225.003,0.0,0.0,0.0,0.0
1778206862.832,1225.505,0.0,0.0,0.0,0.0
1778206863.334,1226.006,0.0,0.0,0.0,0.0
1778206863.835,1226.507,0.0,0.0,0.0,0.0
1778206864.337,1227.009,0.0,0.0,0.0,0.0
1778206864.838,1227.510,0.0,0.0,0.0,0.0
1778206865.340,1228.012,0.0,0.0,0.0,0.0
1778206865.841,1228.514,0.0,0.0,0.0,0.0
1778206866.343,1229.016,0.0,0.0,0.0,0.0
1778206866.845,1229.517,0.0,0.0,0.0,0.0
1778206867.346,1230.018,0.0,0.0,0.0,0.0
1778206867.847,1230.520,0.0,0.0,0.0,0.0
1778206868.349,1231.021,0.0,0.0,0.0,0.0
1778206868.850,1231.523,0.0,0.0,0.0,0.0
1778206869.352,1232.024,0.0,0.0,0.0,0.0
1778206869.853,1232.525,0.0,0.0,0.0,0.0
1778206870.355,1233.027,0.0,0.0,0.0,0.0
1778206870.856,1233.528,0.0,0.0,0.0,0.0
1778206871.357,1234.030,0.0,0.0,0.0,0.0
1778206871.859,1234.531,0.0,0.0,0.0,0.0
1778206872.360,1235.032,0.0,0.0,0.0,0.0
1778206872.861,1235.534,0.0,0.0,0.0,0.0
1778206873.363,1236.035,0.0,0.0,0.0,0.0
1778206873.814,1236.486,0.0,0.0,0.0,0.0
1778206874.315,1236.988,0.0,0.0,0.0,0.0
1778206874.817,1237.489,0.0,0.0,0.0,0.0
1778206875.318,1237.990,0.0,0.0,0.0,0.0
1778206875.819,1238.492,0.0,0.0,0.0,0.0
1778206876.321,1238.993,0.0,0.0,0.0,0.0
1778206876.822,1239.494,0.0,0.0,0.0,0.0
1778206877.324,1239.996,0.0,0.0,0.0,0.0
1778206877.825,1240.497,0.0,0.0,0.0,0.0
1778206878.327,1240.999,0.0,0.0,0.0,0.0
1778206878.828,1241.500,0.0,0.0,0.0,0.0
1778206879.330,1242.002,0.0,0.0,0.0,0.0
1778206879.831,1242.503,0.0,0.0,0.0,0.0
1778206880.332,1243.004,0.0,0.0,0.0,0.0
1778206880.834,1243.506,0.0,0.0,0.0,0.0
