time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active
1778196373.257,5049.014,0,0,0,0,0,0,0,0,0,0,0,0,1
1778196373.759,5049.515,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196374.260,5050.017,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196374.762,5050.518,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196375.263,5051.020,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196375.764,5051.521,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196376.266,5052.022,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196376.767,5052.524,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196377.269,5053.025,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196377.720,5053.477,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196378.221,5053.978,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196378.723,5054.479,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196379.224,5054.981,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196379.726,5055.482,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196380.227,5055.984,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196380.729,5056.485,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196381.230,5056.987,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196381.731,5057.488,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196382.233,5057.989,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196382.734,5058.491,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196383.236,5058.992,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196383.737,5059.494,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196384.239,5059.995,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196384.740,5060.496,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196385.241,5060.998,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196385.743,5061.499,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196386.245,5062.001,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196386.746,5062.503,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196387.248,5063.004,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196387.749,5063.506,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196388.251,5064.007,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196388.753,5064.509,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196389.254,5065.011,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196389.756,5065.512,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196390.257,5066.013,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196390.758,5066.515,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196391.260,5067.016,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196391.761,5067.518,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196392.263,5068.019,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196392.764,5068.521,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196393.266,5069.023,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196393.768,5069.524,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196394.269,5070.026,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196394.720,5070.477,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196395.222,5070.978,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196395.723,5071.480,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196396.225,5071.982,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196396.727,5072.484,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196397.229,5072.985,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196397.730,5073.486,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196398.231,5073.988,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196398.733,5074.489,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196399.234,5074.990,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196399.735,5075.492,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196400.237,5075.993,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196400.738,5076.495,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196401.240,5076.996,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196401.741,5077.498,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196402.243,5077.999,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196402.744,5078.501,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196403.245,5079.002,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196403.747,5079.503,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196404.248,5080.005,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196404.749,5080.506,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196405.251,5081.007,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196405.752,5081.509,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196406.254,5082.011,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196406.756,5082.512,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196407.257,5083.014,0,0,1,0,0,0,0,0,0,0,0,0,1
1778196407.759,5083.515,0,0,1,0,0,0,0,0,0,0,0,0,1
