time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778196372.856,5048.613,1778196372.8460462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778196373.107,5048.863,1778196373.0967453,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196373.358,5049.114,1778196373.3474271,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196373.608,5049.365,1778196373.5982475,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196373.859,5049.616,1778196373.8489666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196374.110,5049.867,1778196374.0996597,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196374.361,5050.117,1778196374.35054,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196374.611,5050.368,1778196374.6014044,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778196374.862,5050.619,1778196374.8525333,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196375.113,5050.869,1778196375.1032917,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196375.363,5051.120,1778196375.3539755,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196375.614,5051.371,1778196375.6046872,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196375.865,5051.621,1778196375.8553765,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196376.116,5051.872,1778196376.1060529,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196376.366,5052.123,1778196376.3567288,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196376.617,5052.373,1778196376.6074107,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196376.868,5052.624,1778196376.858054,4.026369810999313,18.9453125,6.148692289719982,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196377.118,5052.875,1778196377.1093454,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196377.369,5053.126,1778196377.3600063,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196377.620,5053.376,1778196377.6106906,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196377.871,5053.627,1778196377.8614018,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196378.121,5053.878,1778196378.112066,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196378.372,5054.128,1778196378.3627446,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196378.622,5054.379,1778196378.6134372,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196378.873,5054.630,1778196378.8642628,6.045252064999659,18.9453125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196379.124,5054.881,1778196379.115048,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196379.375,5055.131,1778196379.3659837,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196379.626,5055.382,1778196379.6168773,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196379.876,5055.633,1778196379.86756,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196380.127,5055.884,1778196380.118211,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196380.378,5056.134,1778196380.3688476,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196380.628,5056.385,1778196380.619531,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196380.879,5056.636,1778196380.8700957,8.063797305999287,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196381.130,5056.886,1778196381.1209798,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196381.380,5057.137,1778196381.3716533,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196381.631,5057.388,1778196381.6225784,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196381.882,5057.638,1778196381.873488,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196382.133,5057.889,1778196382.1242359,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196382.383,5058.140,1778196382.374957,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196382.634,5058.390,1778196382.6256926,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196382.885,5058.641,1778196382.8764231,10.08403420400009,17.3828125,6.14864225967694,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196383.135,5058.892,1778196383.127168,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196383.386,5059.143,1778196383.3778396,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196383.637,5059.393,1778196383.6285563,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196383.888,5059.644,1778196383.879223,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196384.138,5059.895,1778196384.1298862,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
1778196384.389,5060.146,1778196384.3805225,12.103837053999996,17.3828125,6.148592229633898,12.0,1.0,1.0,0.0,0.0,1.0,0.0
