time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778196373.558,5049.315,1002.5541381835938,0.0,46.05,90.31184387207031,-0.0021263814996927977,0.0,0.001013671513646841
1778196374.511,5050.268,1002.5336303710938,0.0,46.06,90.18236541748047,-0.0027159270830452442,0.0,0.00037089214310981333
1778196375.514,5051.270,1002.5387573242188,0.0,46.05,90.21671295166016,-0.0035819727927446365,0.0,0.00046267767902463675
1778196376.517,5052.273,1002.5762329101562,0.0,46.06,90.44659423828125,-0.003576106857508421,0.0,0.00037013390101492405
1778196377.520,5053.276,1002.5413818359375,0.0,46.05,90.5760726928711,-0.0031928394455462694,0.0,0.0007027863757684827
1778196378.522,5054.279,1002.543701171875,0.0,46.06,90.29862976074219,-0.003761818865314126,0.0,0.0014511890476569533
1778196379.525,5055.282,1002.5486450195312,0.0,46.06,90.5760726928711,-0.00350524322129786,0.0,0.0012440135469660163
1778196380.528,5056.285,1002.5588989257812,0.0,46.06,90.1982192993164,-0.0025287249591201544,0.0,0.0012786772567778826
1778196381.531,5057.287,1002.510986328125,0.0,46.06,90.38846588134766,-0.0018582730554044247,0.0,0.0008010713499970734
1778196382.534,5058.290,1002.5562133789062,0.0,46.06,90.34619140625,-0.0025960321072489023,0.0,6.0000718804076314e-05
1778196383.537,5059.293,1002.5435180664062,0.0,46.06,90.3250503540039,-0.0023325637448579073,0.0,0.001108474563807249
1778196384.539,5060.296,1002.5335693359375,0.0,46.06,90.26163482666016,-0.0019407446961849928,0.0,0.001544420258142054
1778196385.542,5061.299,1002.5610961914062,0.0,46.06,90.40960693359375,-0.002150550251826644,0.0,0.000978425843641162
1778196386.546,5062.302,1002.5460205078125,0.0,46.06,90.34619140625,-0.0018579511670395732,0.0,0.0016026163939386606
1778196387.549,5063.305,1002.5557861328125,0.0,46.07,90.28277587890625,-0.00123500800691545,0.0,0.0005190918454900384
1778196388.552,5064.308,1002.5360107421875,0.0,46.06,90.63948822021484,-0.0019298383267596364,0.0,0.0009664995013736188
1778196389.555,5065.311,1002.5283203125,0.0,46.06,90.17707824707031,-0.0022844080813229084,0.0,0.0015597182791680098
1778196390.558,5066.314,1002.5860595703125,0.0,46.07,90.22992706298828,-0.002778430003672838,0.0,0.000875441066455096
1778196391.561,5067.317,1002.5659790039062,0.0,46.07,90.2405014038086,-0.0025504142977297306,0.0,0.001757882535457611
1778196392.514,5068.270,1002.5582885742188,0.0,46.07,90.5337905883789,-0.0022774520330131054,0.0,0.00181694352068007
1778196393.517,5069.274,1002.5684814453125,0.0,46.07,90.1982192993164,-0.001516958000138402,0.0,0.001752158859744668
1778196394.520,5070.276,1002.558349609375,0.0,46.07,90.28013610839844,-0.001037342706695199,0.0,0.0014493444468826056
1778196395.523,5071.279,1002.5281982421875,0.0,46.06,90.30654907226562,-0.0015824828296899796,0.0,0.0013956734910607338
1778196396.527,5072.283,1002.538330078125,0.0,46.06,90.51265716552734,-0.00123540626373142,0.0,0.00022350229846779257
1778196397.529,5073.286,1002.55078125,0.0,46.07,90.7055435180664,-0.00016273192886728793,0.0,0.0007148860022425652
1778196398.532,5074.288,1002.5508422851562,0.0,46.06,90.599853515625,0.0013407182414084673,0.0,0.0009178930777125061
1778196399.535,5075.291,1002.5433349609375,0.0,46.06,90.33562469482422,0.0007263457519002259,0.0,0.0006769828032702208
1778196400.538,5076.294,1002.5279541015625,0.0,46.07,90.4281005859375,0.0011366071412339807,0.0,0.0005903855781070888
1778196401.541,5077.297,1002.5809936523438,0.0,46.07,90.57342529296875,0.00040800590068101883,0.0,0.0007467783871106803
1778196402.543,5078.300,1002.5128784179688,0.0,46.07,90.554931640625,0.0003425680042710155,0.0,0.0008858623332343996
1778196403.546,5079.303,1002.5079956054688,0.0,46.06,90.37525177001953,-0.00021956175623927265,0.0,0.0006585856317542493
1778196404.549,5080.305,1002.52294921875,0.0,46.07,90.5760726928711,0.00013672684144694358,0.0,0.0009706266573630273
1778196405.552,5081.308,1002.5279541015625,0.0,46.07,90.82180786132812,0.001001605181954801,0.0,0.0007694545201957226
1778196406.555,5082.312,1002.5382690429688,0.0,46.06,90.42546081542969,0.0017685391940176487,0.0,0.0007874302100390196
1778196407.558,5083.315,1002.545654296875,0.0,46.07,90.48887634277344,0.000821791822090745,0.0,0.0007242057472467422
1778196408.561,5084.317,1002.51318359375,0.0,46.06,90.30126953125,0.0004889079718850553,0.0,0.0008802671218290925
1778196409.514,5085.270,1002.5431518554688,0.0,46.07,90.80595397949219,0.00011410464503569528,0.0,0.00045369763392955065
1778196410.517,5086.273,1002.5302734375,0.0,46.07,90.51001739501953,-1.7784046576707624e-05,0.0,0.0012438398553058505
1778196411.520,5087.276,1002.5278930664062,0.0,46.07,90.33297729492188,-0.001195710152387619,0.0,0.0008722229395061731
1778196412.522,5088.279,1002.532958984375,0.0,46.07,90.68177032470703,-0.0012302976101636887,0.0,0.0005370736471377313
1778196413.525,5089.282,1002.5380249023438,0.0,46.07,90.6368408203125,-0.0011241898173466325,0.0,0.0008357791230082512
1778196414.528,5090.285,1002.5653686523438,0.0,46.08,90.43603515625,-0.0010313132079318166,0.0,0.00023818384215701371
1778196415.531,5091.287,1002.5504760742188,0.0,46.07,90.17179870605469,-0.001659251982346177,0.0,0.00039079171256162226
1778196416.534,5092.290,1002.5252685546875,0.0,46.07,90.46773529052734,-0.0017403358360752463,0.0,0.00037580422940663993
1778196417.536,5093.293,1002.5029296875,0.0,46.06,90.42546081542969,-0.0019363597966730595,0.0,0.0007506001275032759
1778196418.539,5094.296,1002.5303955078125,0.0,46.07,90.34354400634766,-0.002132798545062542,0.0,0.0004859451437368989
1778196419.542,5095.299,1002.5025634765625,0.0,46.07,90.45452880859375,-0.0019328788621351123,0.0,0.00042766117257997394
1778196420.545,5096.301,1002.5307006835938,0.0,46.06,90.50737762451172,-0.0025746822357177734,0.0,0.00037197364144958556
1778196421.549,5097.305,1002.5353393554688,0.0,46.07,90.54964447021484,-0.0015812624478712678,0.0,0.0002185213816119358
1778196422.552,5098.308,1002.550537109375,0.0,46.07,90.44659423828125,-0.000745215977076441,0.0,0.00028998509515076876
1778196423.557,5099.313,1002.5455322265625,0.0,46.07,90.5390853881836,-0.001248242799192667,0.0,0.000595964549575001
1778196424.560,5100.317,1002.5478515625,0.0,46.07,90.465087890625,-0.0003183739027008414,0.0,0.00048145282198674977
1778196425.513,5101.269,1002.555419921875,0.0,46.07,90.27484893798828,-1.7661903257248923e-05,0.0,0.001486535300500691
1778196426.516,5102.272,1002.555419921875,0.0,46.07,90.61042785644531,-0.0010013743303716183,0.0,0.0012010888895019889
1778196427.518,5103.275,1002.5431518554688,0.0,46.07,90.38054656982422,-0.0018667049007490277,0.0,0.001174279022961855
1778196428.521,5104.278,1002.5555419921875,0.0,46.07,90.42017364501953,-0.002204044722020626,0.0,0.001031971536576748
1778196429.524,5105.280,1002.5354614257812,0.0,46.07,90.40960693359375,-0.0004532947205007076,0.0,0.00034105597296729684
1778196430.527,5106.283,1002.547607421875,0.0,46.08,90.42017364501953,0.0001634339423617348,0.0,0.001313321408815682
1778196431.530,5107.286,1002.5504760742188,0.0,46.07,90.37789154052734,0.00038111323374323547,0.0,0.0006079940358176827
1778196432.533,5108.289,1002.5404663085938,0.0,46.07,90.48358917236328,-0.0001650310878176242,0.0,0.0008062886772677302
1778196433.536,5109.292,1002.5203857421875,0.0,46.07,90.30390930175781,9.007885819301009e-05,0.0,0.000544750364497304
1778196434.538,5110.295,1002.5279541015625,0.0,46.07,90.50737762451172,0.001026571961119771,0.0,0.00105739024002105
1778196435.541,5111.298,1002.532958984375,0.0,46.07,90.58663940429688,-0.0006964901112951338,0.0,0.00010775442206067964
1778196436.544,5112.301,1002.5328979492188,0.0,46.07,90.43074035644531,-0.00015663847443647683,0.0,0.0011728940298780799
1778196437.547,5113.304,1002.5482788085938,0.0,46.07,90.50208282470703,-0.00011681614705594257,0.0,0.0007064195815473795
1778196438.550,5114.307,1002.5354614257812,0.0,46.07,90.39639282226562,-0.0002245409123133868,0.0,0.00025121960788965225
1778196439.553,5115.309,1002.530517578125,0.0,46.07,90.33297729492188,-0.001177001278847456,0.0,0.0004741570446640253
1778196440.556,5116.313,1002.5684814453125,0.0,46.07,90.45716857910156,-0.0013551339507102966,0.0,0.0004352810501586646
1778196441.559,5117.316,1002.5630493164062,0.0,46.07,90.33033752441406,-0.0018441713182255626,0.0,0.000562370172701776
1778196442.512,5118.268,1002.5857543945312,0.0,46.07,90.20349884033203,-0.0022250344045460224,0.0,0.00041100551607087255
1778196443.514,5119.271,1002.5179443359375,0.0,46.07,90.32769775390625,-0.002526849042624235,0.0,0.0006734470371156931
1778196444.517,5120.274,1002.54833984375,0.0,46.06,90.34090423583984,-0.002959279343485832,0.0,0.00037227210123091936
1778196445.521,5121.277,1002.5506591796875,0.0,46.07,90.4968032836914,-0.002654777839779854,0.0,0.0010316594270989299
1778196446.524,5122.280,1002.5354614257812,0.0,46.07,90.51793670654297,-0.002312342170625925,0.0,0.00047706233453936875
1778196447.529,5123.285,1002.5530395507812,0.0,46.07,90.1163101196289,-0.0012606598902493715,0.0,0.0010227098828181624
1778196448.532,5124.289,1002.548583984375,0.0,46.06,90.5390853881836,-0.0013011819683015347,0.0,0.0004974714829586446
1778196449.535,5125.291,1002.5732421875,0.0,46.07,90.44131469726562,-0.0012295017950236797,0.0,0.00033872865606099367
1778196450.538,5126.294,1002.5657348632812,0.0,46.07,90.20085906982422,-0.0019871334079653025,0.0,0.0009704942349344492
1778196451.541,5127.297,1002.523193359375,0.0,46.06,90.40960693359375,-0.0011206819908693433,0.0,0.0006559572066180408
1778196452.544,5128.300,1002.5407104492188,0.0,46.07,90.34883117675781,-0.00185698876157403,0.0,0.00046097353333607316
1778196453.547,5129.303,1002.5654296875,0.0,46.08,90.45452880859375,-0.003138289786875248,0.0,0.0004870977427344769
1778196454.549,5130.306,1002.5281982421875,0.0,46.06,90.20085906982422,-0.003139565698802471,0.0,0.001034219516441226
1778196455.552,5131.309,1002.553466796875,0.0,46.06,90.70818328857422,-0.0025735925883054733,0.0,0.0002655407879501581
1778196456.555,5132.312,1002.5458374023438,0.0,46.06,90.3250503540039,-0.0018979217857122421,0.0,0.0008393328171223402
1778196457.560,5133.316,1002.5685424804688,0.0,46.06,90.22200775146484,-0.00150101981125772,0.0,0.00044291155063547194
