time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1778196372.906,5048.663,0.05081355199217796,-0.03109012171626091,-1.6753640174865723,-1.983330730581656e-05,-0.0002097132382914424,-2.9898597858846188e-05
1778196373.157,5048.914,0.05101859197020531,-0.030929677188396454,-1.675115942955017,-0.0003410322533454746,-0.00023976340889930725,-3.863871097564697e-05
1778196373.408,5049.164,0.051015645265579224,-0.03091515228152275,-1.6750773191452026,-9.821805724641308e-05,0.0007808416849002242,0.0006323257694020867
1778196373.659,5049.415,0.05099537596106529,-0.03094334527850151,-1.675042986869812,-0.0008434015908278525,-0.0004949012072756886,0.00020408874843269587
1778196373.909,5049.666,0.051024068146944046,-0.03096800297498703,-1.6750688552856445,-0.0004426884406711906,-0.0008118782425299287,0.0004074339522048831
1778196374.160,5049.917,0.05102100223302841,-0.030969765037298203,-1.6751048564910889,0.0002318198385182768,0.0001056579640135169,0.00018167460802942514
1778196374.411,5050.167,0.05100772902369499,-0.030992280691862106,-1.675076961517334,-8.32615332910791e-05,0.0006695232586935163,-8.217501454055309e-05
1778196374.661,5050.418,0.05099755525588989,-0.030976517125964165,-1.6750918626785278,-0.0015472790692001581,0.00022901140619069338,-0.0004292044322937727
1778196374.912,5050.669,0.05100460350513458,-0.030992424115538597,-1.6751478910446167,0.00025730894412845373,3.9985752664506435e-05,0.00010428624227643013
1778196375.163,5050.919,0.05099610611796379,-0.031001105904579163,-1.6751292943954468,-4.510338476393372e-05,7.183977868407965e-05,0.0005746518727391958
1778196375.413,5051.170,0.05096234008669853,-0.030996307730674744,-1.6751078367233276,-0.00021938557620160282,-0.00019597774371504784,0.0005048300372436643
1778196375.664,5051.421,0.05098503455519676,-0.030979283154010773,-1.6751072406768799,-0.0001006247111945413,0.0004472851287573576,8.0687808804214e-05
1778196375.915,5051.671,0.050971414893865585,-0.03096325695514679,-1.6751078367233276,4.742903547594324e-05,0.000438143964856863,0.00032537535298615694
1778196376.116,5051.872,0.050966497510671616,-0.03095354326069355,-1.6750789880752563,-1.6017082089092582e-05,-0.0006027489434927702,0.0003415053943172097
1778196376.366,5052.123,0.050955962389707565,-0.030965140089392662,-1.6750787496566772,-0.00011561854626052082,-0.000588757568039,-0.0003174981102347374
1778196376.617,5052.373,0.050953175872564316,-0.030977588146924973,-1.6750868558883667,-4.270343924872577e-05,-0.0002902628621086478,-0.0001119803637266159
1778196376.868,5052.624,0.05096030235290527,-0.03096039779484272,-1.6750775575637817,-2.6584573788568377e-05,-0.00012371211778372526,-0.00012297392822802067
1778196377.118,5052.875,0.050947945564985275,-0.03098989836871624,-1.6750694513320923,-0.00022080165217630565,-4.193896893411875e-05,-0.0010097441263496876
1778196377.369,5053.126,0.05090275779366493,-0.030977727845311165,-1.675071358680725,0.000215383421164006,-0.00026096776127815247,-0.00012443400919437408
1778196377.620,5053.376,0.05081775784492493,-0.03096938692033291,-1.675093650817871,0.00041537469951435924,-6.388640031218529e-05,3.0163908377289772e-05
1778196377.871,5053.627,0.05090127885341644,-0.03097175993025303,-1.6750849485397339,0.013655293732881546,0.003428339259698987,-0.0015171687118709087
1778196378.121,5053.878,0.05091424658894539,-0.030931230634450912,-1.6750794649124146,6.664375541731715e-05,-0.0003189370036125183,0.0004406014923006296
1778196378.372,5054.128,0.050875224173069,-0.03093419037759304,-1.6750718355178833,-0.0013242197455838323,-3.822077997028828e-05,0.00037387514021247625
1778196378.622,5054.379,0.05086172744631767,-0.03092440776526928,-1.67508864402771,-0.0007755106198601425,1.7321668565273285e-05,0.0009569808607921004
1778196378.873,5054.630,0.050860367715358734,-0.03090328723192215,-1.6751046180725098,8.111221541184932e-05,-0.00019144313409924507,0.00048807228449732065
1778196379.124,5054.881,0.05086365342140198,-0.030912989750504494,-1.675128698348999,-0.00035761360777541995,0.0001702597364783287,-0.0005038167582824826
1778196379.375,5055.131,0.05089803412556648,-0.030906900763511658,-1.6751177310943604,-0.00012215098831802607,0.0007759561995044351,-0.0002143526216968894
1778196379.626,5055.382,0.05086616799235344,-0.03089752420783043,-1.6751153469085693,-0.0006080808816477656,-0.000422027544118464,6.608839612454176e-05
1778196379.876,5055.633,0.050865836441516876,-0.030886147171258926,-1.6751415729522705,0.0007458062609657645,-0.0001788417575880885,0.00011405639816075563
1778196380.127,5055.884,0.05088348686695099,-0.03086819313466549,-1.6751047372817993,7.276946416823193e-05,-0.00035248755011707544,0.0005544583545997739
1778196380.378,5056.134,0.05089952051639557,-0.030874203890562057,-1.6751017570495605,-0.00010115884651895612,-0.00027611246332526207,-8.622894529253244e-05
1778196380.628,5056.385,0.05087757483124733,-0.030854225158691406,-1.675115942955017,1.7927744920598343e-05,-0.00013560918159782887,-0.0002359143691137433
1778196380.879,5056.636,0.05090498924255371,-0.03085157461464405,-1.6751400232315063,-0.0001579120144015178,-8.81473533809185e-06,0.00035730504896491766
1778196381.130,5056.886,0.050908710807561874,-0.030853625386953354,-1.6751667261123657,0.0005295721348375082,0.00047346437349915504,-0.0007613148773089051
1778196381.380,5057.137,0.05095616355538368,-0.030854040756821632,-1.675193428993225,8.33310405141674e-05,0.00034379831049591303,-9.922741446644068e-05
1778196381.631,5057.388,0.050983961671590805,-0.03083544224500656,-1.675176978111267,-0.0006994651630520821,0.0004901242209598422,5.781406071037054e-05
1778196381.882,5057.638,0.0509733222424984,-0.03085000067949295,-1.6751493215560913,-5.414707266027108e-05,-0.000310454866848886,0.0006444657919928432
1778196382.133,5057.889,0.051006145775318146,-0.03084823302924633,-1.6751645803451538,0.00018563659978099167,0.00027083896566182375,-0.0007569646695628762
1778196382.383,5058.140,0.05102086067199707,-0.030858442187309265,-1.6751651763916016,0.0001074313186109066,-0.000365831539966166,0.0004507142584770918
1778196382.634,5058.390,0.05104365572333336,-0.030840881168842316,-1.6751598119735718,6.0638412833213806e-05,-0.00010497437324374914,0.0004329050425440073
1778196382.885,5058.641,0.05103857070207596,-0.030838003382086754,-1.675161600112915,-8.543976582586765e-05,-9.384297300130129e-05,4.6576373279094696e-05
1778196383.135,5058.892,0.051031444221735,-0.030778154730796814,-1.6751750707626343,6.498303264379501e-07,-0.0003213427262380719,-8.654198609292507e-05
1778196383.386,5059.143,0.0510370098054409,-0.030762529000639915,-1.6752492189407349,-0.0002595974365249276,0.00012456870172172785,-0.00034228141885250807
1778196383.637,5059.393,0.05103486031293869,-0.030763333663344383,-1.6752287149429321,-0.00048474303912371397,7.823866326361895e-05,0.0005265468498691916
1778196383.888,5059.644,0.05104408785700798,-0.030773665755987167,-1.6751971244812012,-6.469142681453377e-05,-0.00012875825632363558,-7.979769725352526e-05
1778196384.138,5059.895,0.051030803471803665,-0.03078637272119522,-1.6752030849456787,-0.00020377094915602356,-0.00013901956845074892,-3.5401550121605396e-05
1778196384.389,5060.146,0.05100621283054352,-0.030787043273448944,-1.6751760244369507,-4.043999797431752e-05,-0.00014466035645455122,3.181223291903734e-05
