time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1774360471.420,28.087,1774360471.4135141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1774360471.670,28.338,1774360471.664268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1774360471.921,28.588,1774360471.914927,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1774360472.172,28.839,1774360472.1656168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1774360472.422,29.090,1774360472.4163015,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360472.673,29.340,1774360472.6669881,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360472.923,29.591,1774360472.9175522,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360473.174,29.841,1774360473.1681561,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360473.425,30.092,1774360473.4187655,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360473.675,30.343,1774360473.6715066,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360473.926,30.593,1774360473.9221144,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360474.176,30.844,1774360474.1728182,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360474.427,31.095,1774360474.4235044,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360474.678,31.345,1774360474.6741953,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360474.928,31.596,1774360474.9249134,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360475.179,31.846,1774360475.1755588,8.640276715999999,187.646484375,5.721385692108116,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360475.430,32.097,1774360475.4261878,10.647779981,187.646484375,5.688365863701151,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360475.680,32.347,1774360475.6768618,10.647779981,187.646484375,5.688365863701151,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360475.931,32.598,1774360475.9275174,10.647779981,187.646484375,5.688365863701151,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1774360476.181,32.849,1774360476.1781895,10.647779981,187.646484375,5.688365863701151,12.0,1.0,1.0,0.0,0.0,0.0,0.0
