time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1774360471.921,28.588,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360472.923,29.591,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360473.926,30.593,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360474.928,31.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360475.931,32.598,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360476.933,33.600,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360477.935,34.603,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205672.945,35.617,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205673.947,36.620,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205674.900,37.572,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205675.903,38.576,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205676.908,39.580,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205677.910,40.582,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205678.912,41.585,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205679.915,42.588,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205680.918,43.590,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205681.921,44.593,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205682.923,45.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205683.926,46.598,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205684.929,47.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205685.932,48.604,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205686.935,49.607,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205687.937,50.610,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205688.940,51.612,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205689.943,52.615,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205690.946,53.618,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205691.898,54.571,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205692.901,55.573,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205693.904,56.576,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205694.906,57.579,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205695.909,58.581,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205696.911,59.584,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205697.914,60.587,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205698.917,61.589,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205699.921,62.593,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205700.924,63.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205701.926,64.598,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205702.929,65.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205703.932,66.604,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205704.935,67.607,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205705.937,68.610,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205706.941,69.613,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205707.947,70.619,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205708.902,71.574,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205709.906,72.578,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205710.909,73.581,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205711.913,74.585,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205712.916,75.588,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205713.919,76.591,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205714.922,77.594,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205715.925,78.597,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205716.928,79.600,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205717.931,80.603,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205718.934,81.606,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205719.937,82.609,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205720.941,83.613,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205721.944,84.616,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205722.948,85.620,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205723.901,86.573,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205724.903,87.576,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205725.907,88.579,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205726.910,89.582,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205727.913,90.585,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205728.916,91.588,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205729.919,92.591,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205730.923,93.595,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205731.926,94.599,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205732.930,95.602,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205733.933,96.605,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205734.937,97.609,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778205735.939,98.612,1,0.0,0.0,-17.0,0.0,0.0,0,0
