time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1774360472.021,28.689,0.0,0.0,0.0,0.0,0.0,0
1774360473.024,29.691,0.0,0.0,-17.0,-0.5081118941307068,0.0,0
1774360474.026,30.693,0.0,0.0,-17.0,-0.5923540592193604,0.0,0
1774360475.028,31.696,0.0,0.0,-17.0,-0.6863691806793213,0.0,0
1774360476.031,32.698,0.0,0.0,-17.0,-0.768157958984375,0.0,0
1774360477.033,33.700,0.0,0.0,-17.0,-0.8363119959831238,0.0,0
1774360478.035,34.703,0.0,0.0,-17.0,-0.9151644110679626,0.0,0
1778205672.995,35.667,0.0,0.0,-17.0,-0.9451821446418762,0.0,0
1778205673.998,36.670,0.0,0.0,-17.0,-0.8695850372314453,0.0,0
1778205675.000,37.672,0.0,0.0,-17.0,-0.8359984755516052,0.0,0
1778205676.004,38.676,0.0,0.0,-17.0,-0.8276377320289612,0.0,0
1778205677.008,39.680,0.0,0.0,-17.0,-0.8052566051483154,0.0,0
1778205678.010,40.682,0.0,0.0,-17.0,-0.8595777750015259,0.0,0
1778205679.013,41.685,0.0,0.0,-17.0,-0.2985473871231079,0.0,0
1778205680.016,42.688,0.0,0.0,-17.0,-0.38019099831581116,0.0,0
1778205681.018,43.691,0.0,0.0,-17.0,0.25925925374031067,0.0,0
1778205682.021,44.693,0.0,0.0,-17.0,0.1262763887643814,0.0,0
1778205683.024,45.696,0.0,0.0,-17.0,0.11383218318223953,0.0,0
1778205684.026,46.699,0.0,0.0,-17.0,0.09086719155311584,0.0,0
1778205685.029,47.701,0.0,0.0,-17.0,-0.11209799349308014,0.0,0
1778205685.982,48.654,0.0,0.0,-17.0,-0.3158150911331177,0.0,0
1778205686.985,49.657,0.0,0.0,-17.0,-0.49842363595962524,0.0,0
1778205687.987,50.660,0.0,0.0,-17.0,-0.6453999876976013,0.0,0
1778205688.990,51.662,0.0,0.0,-17.0,-0.7754108905792236,0.0,0
1778205689.993,52.665,0.0,0.0,-17.0,-0.8702877759933472,0.0,0
1778205690.996,53.668,0.0,0.0,-17.0,-0.9247470498085022,0.0,0
1778205691.999,54.671,0.0,0.0,-17.0,-0.9381313323974609,0.0,0
1778205693.001,55.674,0.0,0.0,-17.0,-0.9332179427146912,0.0,0
1778205694.004,56.676,0.0,0.0,-17.0,-0.9036393165588379,0.0,0
1778205695.007,57.679,0.0,0.0,-17.0,-0.8854782581329346,0.0,0
1778205696.009,58.681,0.0,0.0,-17.0,-0.8540751934051514,0.0,0
1778205697.012,59.684,0.0,0.0,-17.0,-0.8191932439804077,0.0,0
1778205698.015,60.687,0.0,0.0,-17.0,-0.7915968894958496,0.0,0
1778205699.017,61.689,0.0,0.0,-17.0,-0.787512481212616,0.0,0
1778205700.021,62.693,0.0,0.0,-17.0,-0.7739883661270142,0.0,0
1778205701.024,63.696,0.0,0.0,-17.0,-0.7609429955482483,0.0,0
1778205702.026,64.698,0.0,0.0,-17.0,-0.7528359889984131,0.0,0
1778205703.029,65.702,0.0,0.0,-17.0,-0.7182979583740234,0.0,0
1778205703.982,66.654,0.0,0.0,-17.0,-0.6234010457992554,0.0,0
1778205704.985,67.657,0.0,0.0,-17.0,-0.41437023878097534,0.0,0
1778205705.987,68.660,0.0,0.0,-17.0,-0.18998655676841736,0.0,0
1778205706.991,69.663,0.0,0.0,-17.0,-0.21281395852565765,0.0,0
1778205707.997,70.669,0.0,0.0,-17.0,-0.2665427625179291,0.0,0
1778205709.002,71.675,0.0,0.0,-17.0,-0.319315105676651,0.0,0
1778205710.006,72.679,0.0,0.0,-17.0,-0.35870644450187683,0.0,0
1778205711.009,73.681,0.0,0.0,-17.0,-0.39057502150535583,0.0,0
1778205712.013,74.685,0.0,0.0,-17.0,-0.4153461456298828,0.0,0
1778205713.016,75.688,0.0,0.0,-17.0,-0.4276280403137207,0.0,0
1778205714.019,76.691,0.0,0.0,-17.0,-0.4314019978046417,0.0,0
1778205715.022,77.694,0.0,0.0,-17.0,-0.4407736361026764,0.0,0
1778205716.025,78.697,0.0,0.0,-17.0,-0.47342222929000854,0.0,0
1778205717.028,79.700,0.0,0.0,-17.0,-0.5321261882781982,0.0,0
1778205717.981,80.653,0.0,0.0,-17.0,-0.6124429106712341,0.0,0
1778205718.984,81.656,0.0,0.0,-17.0,-0.6937021613121033,0.0,0
1778205719.987,82.660,0.0,0.0,-17.0,-0.7740209698677063,0.0,0
1778205720.991,83.663,0.0,0.0,-17.0,-0.8891145586967468,0.0,0
1778205721.994,84.666,0.0,0.0,-17.0,-0.9331982135772705,0.0,0
1778205722.998,85.670,0.0,0.0,-17.0,-0.9719496965408325,0.0,0
1778205724.001,86.673,0.0,0.0,-17.0,-0.951653003692627,0.0,0
1778205725.004,87.676,0.0,0.0,-17.0,-0.8862335681915283,0.0,0
1778205726.007,88.679,0.0,0.0,-17.0,-0.7637626528739929,0.0,0
1778205727.010,89.682,0.0,0.0,-17.0,-0.6460517644882202,0.0,0
1778205728.014,90.686,0.0,0.0,-17.0,-0.5550923943519592,0.0,0
1778205729.016,91.689,0.0,0.0,-17.0,-0.4399288594722748,0.0,0
1778205730.019,92.692,0.0,0.0,-17.0,-0.3378557860851288,0.0,0
1778205731.023,93.695,0.0,0.0,-17.0,-0.2037946730852127,0.0,0
1778205732.027,94.699,0.0,0.0,-17.0,-0.17157742381095886,0.0,0
1778205733.030,95.702,0.0,0.0,-17.0,-0.15247240662574768,0.0,0
1778205733.983,96.655,0.0,0.0,-17.0,-0.11012795567512512,0.0,0
