time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1774360471.470,28.137,0.0,0.0,0.0,0.0,0.0,0.0
1774360471.720,28.388,0.0,0.0,0.0,0.0,0.0,0.0
1774360471.971,28.639,0.0,0.0,0.0,0.0,0.0,0.0
1774360472.222,28.889,0.0,0.0,0.0,0.0,0.0,0.0
1774360472.472,29.140,-0.13399529457092285,-0.09428901225328445,0.6818915605545044,-0.03398698940873146,0.0028354120440781116,0.38965070247650146
1774360472.723,29.390,-0.1442253142595291,-0.08352130651473999,0.7773967385292053,-0.012894023209810257,-0.02666950225830078,0.3942786455154419
1774360472.923,29.591,-0.14490221440792084,-0.07616642862558365,0.8495798110961914,0.019585227593779564,-0.018989991396665573,0.39033928513526917
1774360473.174,29.841,-0.1363726556301117,-0.06839130818843842,0.9481025338172913,0.0519888699054718,-0.02201896719634533,0.38911041617393494
1774360473.425,30.092,-0.12614324688911438,-0.06269308179616928,1.0373420715332031,0.05672718584537506,-0.03155125305056572,0.3893362879753113
1774360473.675,30.343,-0.11630810052156448,-0.05635805055499077,1.131710410118103,0.01451110653579235,-0.008762240409851074,0.36565321683883667
1774360473.926,30.593,-0.11620182543992996,-0.04855477809906006,1.2125091552734375,-0.0019623413681983948,-0.0005254060961306095,0.3218303620815277
1774360474.176,30.844,-0.12311442196369171,-0.03587670251727104,1.2850152254104614,-0.046085603535175323,0.030950268730521202,0.2703222334384918
1774360474.427,31.095,-0.13382373750209808,-0.021656174212694168,1.3399477005004883,-0.05358263850212097,0.025055935606360435,0.22580808401107788
1774360474.678,31.345,-0.147730752825737,-0.005439842585474253,1.3894747495651245,-0.05960823968052864,0.03698524832725525,0.17368048429489136
1774360474.928,31.596,-0.15729478001594543,0.002842647721990943,1.418522834777832,-0.04112187772989273,0.00337974913418293,0.11110978573560715
1774360475.179,31.846,-0.1622554063796997,0.0034996075555682182,1.4321503639221191,-0.0228375643491745,-0.015557553619146347,0.04000334441661835
1774360475.430,32.097,-0.15996946394443512,-0.005721685942262411,1.430233359336853,0.009448371827602386,-0.04703713208436966,-0.016147073358297348
1774360475.680,32.347,-0.15272733569145203,-0.01976962573826313,1.4185869693756104,0.025370372459292412,-0.040983788669109344,-0.04681241884827614
1774360475.931,32.598,-0.14140012860298157,-0.03504447638988495,1.3987101316452026,0.026024257764220238,-0.047605253756046295,-0.07464302331209183
1774360476.181,32.849,-0.1316877007484436,-0.04655956104397774,1.3694771528244019,0.011108344420790672,-0.01596863381564617,-0.12376479804515839
1774360476.432,33.099,-0.1272612065076828,-0.05347660556435585,1.3276844024658203,-0.020711015909910202,0.005241656210273504,-0.1645764708518982
1774360476.682,33.350,-0.13019531965255737,-0.05565352737903595,1.2814288139343262,-0.04612439125776291,0.028072159737348557,-0.18743091821670532
1774360476.933,33.600,-0.1394585818052292,-0.055357180535793304,1.2261245250701904,-0.06983586400747299,0.01955651119351387,-0.19992008805274963
1774360477.183,33.851,-0.14986291527748108,-0.057144515216350555,1.1737042665481567,-0.06499548256397247,0.01824440248310566,-0.2134878933429718
1774360477.434,34.101,-0.15748830139636993,-0.06476972997188568,1.114163875579834,-0.04616023600101471,-0.0042063700966537,-0.22961881756782532
1774360477.685,34.352,-0.15647771954536438,-0.07824781537055969,1.0516443252563477,-0.007236050441861153,-0.02284110337495804,-0.23049181699752808
1774360477.935,34.603,-0.14647002518177032,-0.09165368974208832,0.9965754747390747,0.023434748873114586,-0.03056905046105385,-0.21018368005752563
1778205672.193,34.865,-0.12803781032562256,-0.10502570122480392,0.9406347274780273,0.041711751371622086,-0.015621528960764408,-0.18069639801979065
1778205672.443,35.116,-0.10897728055715561,-0.11317245662212372,0.8952211737632751,0.03778715431690216,-0.020487898960709572,-0.16489234566688538
