time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778205897.201,259.873,0.0,0.0,0.0,0.0
1778205897.702,260.374,0.0,0.0,0.0,0.0
1778205898.203,260.876,0.0,0.0,0.0,0.0
1778205898.705,261.377,0.0,0.0,0.0,0.0
1778205899.207,261.879,0.0,0.0,0.0,0.0
1778205899.709,262.381,0.0,0.0,0.0,0.0
1778205900.210,262.882,0.0,0.0,0.0,0.0
1778205900.711,263.384,0.0,0.0,0.0,0.0
1778205901.213,263.885,0.0,0.0,0.0,0.0
1778205901.715,264.387,0.0,0.0,0.0,0.0
1778205902.216,264.888,0.0,0.0,0.0,0.0
1778205902.718,265.390,0.0,0.0,0.0,0.0
1778205903.220,265.892,0.0,0.0,0.0,0.0
1778205903.722,266.394,0.0,0.0,0.0,0.0
1778205904.223,266.895,0.0,0.0,0.0,0.0
1778205904.725,267.397,0.0,0.0,0.0,0.0
1778205905.226,267.898,0.0,0.0,0.0,0.0
1778205905.728,268.400,0.0,0.0,0.0,0.0
1778205906.229,268.902,0.0,0.0,0.0,0.0
1778205906.731,269.403,0.0,0.0,0.0,0.0
1778205907.232,269.905,0.0,0.0,0.0,0.0
1778205907.735,270.407,0.0,0.0,0.0,0.0
1778205908.237,270.909,0.0,0.0,0.0,0.0
1778205908.738,271.411,0.0,0.0,0.0,0.0
1778205909.240,271.912,0.0,0.0,0.0,0.0
1778205909.741,272.413,0.0,0.0,0.0,0.0
1778205910.243,272.915,0.0,0.0,0.0,0.0
1778205910.694,273.366,0.0,0.0,0.0,0.0
