time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778194997.069,3672.826,1002.4303588867188,0.0,45.84,91.16266632080078,-0.0010290861828252673,0.0,0.0005939818802289665
1778194998.072,3673.829,1002.4554443359375,0.0,45.85,91.38990783691406,-0.0010725136380642653,0.0,0.0004982230020686984
1778194999.075,3674.831,1002.4279174804688,0.0,45.84,91.3687744140625,-0.0021126039791852236,0.0,0.0004897066974081099
1778195000.027,3675.784,1002.4453735351562,0.0,45.85,91.35027313232422,-0.001272847643122077,0.0,0.0005886808503419161
1778195001.030,3676.787,1002.4730224609375,0.0,45.85,91.35027313232422,-0.0017503636190667748,0.0,0.0007470304262824357
1778195002.033,3677.789,1002.4580078125,0.0,45.85,91.28685760498047,-0.0022120443172752857,0.0,0.0012204794911667705
1778195003.036,3678.792,1002.4428100585938,0.0,45.85,91.50088500976562,-0.00191814498975873,0.0,0.0002834780025295913
1778195004.038,3679.795,1002.44287109375,0.0,45.85,91.31063079833984,-0.0010717089753597975,0.0,0.0010243933647871017
1778195005.041,3680.798,1002.4328002929688,0.0,45.85,91.73076629638672,-0.0012721880339086056,0.0,0.0005547797190956771
1778195006.044,3681.800,1002.442626953125,0.0,45.85,91.48503112792969,-0.00045076844980940223,0.0,0.0003345261502545327
1778195007.047,3682.803,1002.4478149414062,0.0,45.85,91.56166076660156,-0.0003787838213611394,0.0,0.0006517676520161331
1778195008.050,3683.806,1002.4605102539062,0.0,45.85,91.49824523925781,-7.095378532540053e-05,0.0,0.0006528893718495965
1778195009.052,3684.809,1002.4253540039062,0.0,45.84,91.47974395751953,0.0005217283614911139,0.0,0.0004921009531244636
1778195010.056,3685.812,1002.4353637695312,0.0,45.84,91.49824523925781,0.00033747692941688,0.0,0.000829083553981036
1778195011.059,3686.815,1002.4430541992188,0.0,45.84,91.32649230957031,0.000748965423554182,0.0,0.0007251120405271649
1778195012.061,3687.818,1002.4529418945312,0.0,45.85,91.37141418457031,0.00019933558360207826,0.0,0.000883701432030648
1778195013.064,3688.821,1002.4553833007812,0.0,45.85,91.31856536865234,-0.0002059018734144047,0.0,0.0008195138070732355
1778195014.067,3689.824,1002.4603881835938,0.0,45.85,91.73076629638672,-0.0011350726708769798,0.0,0.0010416979203000665
1778195015.071,3690.827,1002.4379272460938,0.0,45.84,91.39254760742188,-0.0005988345947116613,0.0,0.0004153418412897736
1778195016.073,3691.830,1002.4453735351562,0.0,45.85,91.40576171875,0.00025422885664738715,0.0,0.001231728121638298
1778195017.026,3692.782,1002.4326171875,0.0,45.85,91.39518737792969,0.0007055374444462359,0.0,0.0008077936363406479
1778195018.029,3693.785,1002.4476318359375,0.0,45.85,91.24722290039062,0.0011732220882549882,0.0,0.000849674514029175
1778195019.031,3694.788,1002.4603881835938,0.0,45.85,91.58015441894531,0.001543312449939549,0.0,0.0009287065477110445
1778195020.034,3695.791,1002.4552612304688,0.0,45.85,91.35291290283203,0.00023847482225392014,0.0,0.0002730739361140877
1778195021.037,3696.794,1002.4453735351562,0.0,45.85,91.37669372558594,0.0008353186422027647,0.0,0.0013898786855861545
1778195022.040,3697.796,1002.4578857421875,0.0,45.85,91.54316711425781,0.00041080493247136474,0.0,0.0014805459650233388
1778195023.043,3698.799,1002.4276123046875,0.0,45.85,91.56430053710938,-0.00027235352899879217,0.0,0.0005400195950642228
1778195024.046,3699.802,1002.4729614257812,0.0,45.85,91.37669372558594,-0.0007334259571507573,0.0,0.0008135800017043948
1778195025.049,3700.805,1002.4503784179688,0.0,45.85,91.24986267089844,-0.00036145932972431183,0.0,0.0012221218785271049
1778195026.052,3701.808,1002.4503784179688,0.0,45.85,91.37669372558594,0.00029340488254092634,0.0,0.0012351889163255692
1778195027.055,3702.811,1002.4375610351562,0.0,45.85,91.21023559570312,0.0011348658008500934,0.0,0.0010101356310769916
1778195028.058,3703.815,1002.4552612304688,0.0,45.85,91.37933349609375,0.0008492999477311969,0.0,0.0007129833684302866
1778195029.061,3704.817,1002.4653930664062,0.0,45.85,91.20758056640625,0.00011914475180674344,0.0,0.0007463952642865479
