time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778194996.819,3672.575,0.0,0.0,0.0,0.0
1778194997.320,3673.077,0.0,0.0,0.0,0.0
1778194997.821,3673.578,0.0,0.0,0.0,0.0
1778194998.323,3674.079,0.0,0.0,0.0,0.0
1778194998.824,3674.581,0.0,0.0,0.0,0.0
1778194999.326,3675.082,0.0,0.0,0.0,0.0
1778194999.827,3675.583,0.0,0.0,0.0,0.0
1778195000.328,3676.085,0.0,0.0,0.0,0.0
1778195000.830,3676.586,0.0,0.0,0.0,0.0
1778195001.331,3677.088,0.0,0.0,0.0,0.0
1778195001.832,3677.589,0.0,0.0,0.0,0.0
1778195002.334,3678.090,0.0,0.0,0.0,0.0
1778195002.835,3678.592,0.0,0.0,0.0,0.0
1778195003.337,3679.093,0.0,0.0,0.0,0.0
1778195003.838,3679.594,0.0,0.0,0.0,0.0
1778195004.339,3680.096,0.0,0.0,0.0,0.0
1778195004.841,3680.597,0.0,0.0,0.0,0.0
1778195005.342,3681.098,0.0,0.0,0.0,0.0
1778195005.843,3681.600,0.0,0.0,0.0,0.0
1778195006.345,3682.101,0.0,0.0,0.0,0.0
1778195006.846,3682.603,0.0,0.0,0.0,0.0
1778195007.348,3683.104,0.0,0.0,0.0,0.0
1778195007.849,3683.606,0.0,0.0,0.0,0.0
1778195008.350,3684.107,0.0,0.0,0.0,0.0
1778195008.852,3684.608,0.0,0.0,0.0,0.0
1778195009.353,3685.110,0.0,0.0,0.0,0.0
1778195009.855,3685.612,0.0,0.0,0.0,0.0
1778195010.357,3686.113,0.0,0.0,0.0,0.0
1778195010.858,3686.615,0.0,0.0,0.0,0.0
1778195011.360,3687.116,0.0,0.0,0.0,0.0
1778195011.861,3687.617,0.0,0.0,0.0,0.0
1778195012.362,3688.119,0.0,0.0,0.0,0.0
1778195012.864,3688.620,0.0,0.0,0.0,0.0
1778195013.365,3689.122,0.0,0.0,0.0,0.0
1778195013.867,3689.623,0.0,0.0,0.0,0.0
1778195014.319,3690.075,0.0,0.0,0.0,0.0
1778195014.820,3690.577,0.0,0.0,0.0,0.0
1778195015.321,3691.078,0.0,0.0,0.0,0.0
1778195015.823,3691.579,0.0,0.0,0.0,0.0
1778195016.324,3692.081,0.0,0.0,0.0,0.0
1778195016.825,3692.582,0.0,0.0,0.0,0.0
1778195017.327,3693.083,0.0,0.0,0.0,0.0
1778195017.828,3693.585,0.0,0.0,0.0,0.0
1778195018.329,3694.086,0.0,0.0,0.0,0.0
1778195018.831,3694.587,0.0,0.0,0.0,0.0
1778195019.332,3695.089,0.0,0.0,0.0,0.0
1778195019.834,3695.590,0.0,0.0,0.0,0.0
1778195020.335,3696.092,0.0,0.0,0.0,0.0
1778195020.837,3696.593,0.0,0.0,0.0,0.0
1778195021.338,3697.094,0.0,0.0,0.0,0.0
1778195021.839,3697.596,0.0,0.0,0.0,0.0
