time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1778194996.869,3672.625,1,0.0,0.0,0.0,0.0,0.0,0,0
1778194997.872,3673.628,1,45.5055516,-73.5759937,78.163,0.010999999940395355,141.1408233642578,3,11
1778194998.874,3674.631,1,45.5055517,-73.57599359999999,78.256,0.014000000432133675,141.1408233642578,3,12
1778194999.877,3675.633,1,45.5055517,-73.57599359999999,78.256,0.014000000432133675,141.1408233642578,3,12
1778195000.880,3676.636,1,45.5055525,-73.5759948,78.244,0.008999999612569809,141.1408233642578,3,12
1778195001.883,3677.639,1,45.5055526,-73.5759948,78.287,0.019999999552965164,141.1408233642578,3,12
1778195002.885,3678.642,1,45.505553,-73.5759956,78.238,0.014000000432133675,141.1408233642578,3,12
1778195003.888,3679.645,1,45.505553299999995,-73.575996,78.175,0.01899999938905239,141.1408233642578,3,12
1778195004.891,3680.647,1,45.505554,-73.5759961,78.245,0.012000000104308128,141.1408233642578,3,12
1778195005.894,3681.650,1,45.5055548,-73.57599669999999,78.136,0.023000000044703484,141.1408233642578,3,11
1778195006.896,3682.653,1,45.505555699999995,-73.5759968,78.185,0.014000000432133675,141.1408233642578,3,11
1778195007.899,3683.656,1,45.505555699999995,-73.5759968,78.185,0.014000000432133675,141.1408233642578,3,11
1778195008.902,3684.658,1,45.5055571,-73.5759956,78.203,0.006000000052154064,141.1408233642578,3,13
1778195009.905,3685.662,1,45.5055571,-73.5759956,78.203,0.006000000052154064,141.1408233642578,3,13
1778195010.908,3686.665,1,45.505559399999996,-73.5759954,78.15,0.026000000536441803,141.1408233642578,3,11
1778195011.861,3687.617,1,45.505559999999996,-73.5759948,78.16,0.039000000804662704,141.1408233642578,3,13
1778195012.864,3688.620,1,45.5055605,-73.5759942,78.2,0.012000000104308128,141.1408233642578,3,12
1778195013.867,3689.623,1,45.5055616,-73.5759948,77.931,0.00800000037997961,141.1408233642578,3,11
1778195014.870,3690.627,1,45.5055622,-73.57599429999999,77.806,0.0430000014603138,141.1408233642578,3,11
1778195015.873,3691.629,1,45.5055627,-73.5759939,77.688,0.009999999776482582,141.1408233642578,3,11
1778195016.876,3692.632,1,45.505562999999995,-73.5759932,77.652,0.00800000037997961,141.1408233642578,3,11
1778195017.878,3693.635,1,45.5055639,-73.57599359999999,77.47200000000001,0.007000000216066837,141.1408233642578,3,11
1778195018.881,3694.638,1,45.5055646,-73.5759939,77.274,0.028999999165534973,141.1408233642578,3,11
1778195019.884,3695.640,1,45.5055652,-73.575994,77.156,0.03500000014901161,141.1408233642578,3,13
1778195020.887,3696.643,1,45.5055659,-73.57599429999999,76.925,0.026000000536441803,141.1408233642578,3,13
1778195021.889,3697.646,1,45.505566599999995,-73.5759949,76.602,0.014000000432133675,141.1408233642578,3,10
1778195022.893,3698.649,1,45.505566599999995,-73.5759949,76.602,0.014000000432133675,141.1408233642578,3,10
1778195023.895,3699.652,1,45.505566599999995,-73.5759949,76.602,0.014000000432133675,141.1408233642578,3,10
1778195024.898,3700.655,1,45.505566599999995,-73.5759949,76.602,0.014000000432133675,141.1408233642578,3,10
1778195025.901,3701.658,1,45.5055684,-73.5759942,76.081,0.02500000037252903,141.1408233642578,3,11
1778195026.904,3702.661,1,45.505569,-73.5759947,75.731,0.00800000037997961,141.1408233642578,3,13
1778195027.908,3703.664,1,45.505569,-73.5759947,75.731,0.00800000037997961,141.1408233642578,3,13
1778195028.860,3704.617,1,45.50557,-73.5759942,75.468,0.039000000804662704,141.1408233642578,3,13
1778195029.863,3705.620,1,45.5055706,-73.57599429999999,75.22200000000001,0.026000000536441803,141.1408233642578,3,11
1778195030.866,3706.622,1,45.505570899999995,-73.5759944,74.998,0.028999999165534973,141.1408233642578,3,13
1778195031.869,3707.625,1,45.505570899999995,-73.5759944,74.998,0.028999999165534973,141.1408233642578,3,13
1778195032.873,3708.629,1,45.505571599999996,-73.575994,74.658,0.04899999871850014,141.1408233642578,3,12
1778195033.876,3709.632,1,45.505571499999995,-73.575993,74.584,0.024000000208616257,141.1408233642578,3,13
1778195034.878,3710.635,1,45.5055719,-73.57599309999999,74.257,0.014000000432133675,141.1408233642578,3,12
1778195035.881,3711.638,1,45.505572,-73.5759929,74.019,0.026000000536441803,141.1408233642578,3,13
1778195036.884,3712.640,1,45.5055718,-73.5759923,73.85300000000001,0.054999999701976776,141.1408233642578,3,12
1778195037.887,3713.644,1,45.5055717,-73.5759911,73.795,0.024000000208616257,141.1408233642578,3,12
1778195038.890,3714.647,1,45.5055714,-73.5759898,73.738,0.02500000037252903,141.1408233642578,3,13
1778195039.893,3715.649,1,45.5055717,-73.5759898,73.531,0.017000000923871994,141.1408233642578,3,11
1778195040.896,3716.652,1,45.5055717,-73.5759898,73.531,0.017000000923871994,141.1408233642578,3,11
1778195041.899,3717.655,1,45.5055717,-73.5759898,73.531,0.017000000923871994,141.1408233642578,3,11
1778195042.901,3718.658,1,45.5055717,-73.5759898,73.531,0.017000000923871994,141.1408233642578,3,11
1778195043.904,3719.661,1,45.505571599999996,-73.5759856,73.497,0.04800000041723251,141.1408233642578,3,13
1778195044.907,3720.664,1,45.505571599999996,-73.5759856,73.497,0.04800000041723251,141.1408233642578,3,13
