time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active
1778194996.769,3672.525,0,0,0,0,0,0,0,0,0,0,0,0,1
1778194997.270,3673.027,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194997.771,3673.528,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194998.273,3674.029,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194998.774,3674.531,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194999.275,3675.032,0,0,1,0,0,0,0,0,0,0,0,0,1
1778194999.777,3675.533,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195000.278,3676.034,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195000.780,3676.536,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195001.281,3677.037,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195001.782,3677.539,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195002.284,3678.040,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195002.735,3678.491,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195003.236,3678.993,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195003.738,3679.494,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195004.239,3679.995,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195004.740,3680.497,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195005.242,3680.998,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195005.743,3681.500,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195006.245,3682.001,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195006.746,3682.502,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195007.247,3683.004,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195007.749,3683.505,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195008.250,3684.007,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195008.752,3684.508,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195009.253,3685.009,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195009.755,3685.511,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195010.256,3686.013,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195010.758,3686.514,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195011.259,3687.016,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195011.761,3687.517,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195012.262,3688.018,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195012.763,3688.520,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195013.265,3689.021,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195013.766,3689.523,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195014.268,3690.025,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195014.770,3690.526,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195015.271,3691.028,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195015.773,3691.529,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195016.274,3692.030,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195016.775,3692.532,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195017.277,3693.033,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195017.778,3693.534,0,0,1,0,0,0,0,0,0,0,0,0,1
1778195018.279,3694.036,0,0,1,0,0,0,0,0,0,0,0,0,1
